geo;indicator;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
bhs;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.76;;;;;;;;4.33;;;;;7.72;;7.34;;4.69;5.91;13.66;;11.89;;;;;;
bih;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.86;22.97;19.65;5.23
blr;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.19;
blz;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;;;4.92;2.14;
bmu;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.21;;;;;;;;;3.45;6.3;;6.27;;8.63;;;
bol;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.31;23.45;;22.89;21.74;;3.16;;;2.7;;;;;;;;;;3.4998;2.4208;2.5662;1.4569;1.9351;;1.35;1.3574;1.4608;1.0025;2.0541;1.9232;2.2993
bra;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.95;;;;;3.9092;4.2163;4.61;5.1394;5.8042;;5.5856;5.3667;5.8795;4.7905;4.8547;4.5115;4.3982;3.7329;4.5469;;3.448;4.2519;4.1868;4.158;5.4842;7.7010000000000005;8.7085
brb;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.3;8.67;8.61;6.55;;;16.51;;;12.37;;8.33;;;;;;7.42;;;;;;8.85;9.39;;;10.45;10.63;10.77;7.8;
brn;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.6366;;;5.9657
btn;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.11;;;;1.09;1.94;1.31;1.41;1.54;1.57;1.45;;
bwa;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.89;;;;;;9.53;;;;;16.1;;;;;;;;;;13.27;;;10.9286;12.32;;;;;;;
can;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.4237;5.1264;5.4443;4.8629;5.1011;5.2223;8.7465;9.9468;9.478;8.7022;7.8828;7.1795;6.2813;6.3033;7.1788;9.4211;10.6666;10.5457;9.621;8.6644;8.78;7.945;7.176;6.5075;5.7258;6.3114;6.8462;6.5496;6.1265;5.8245;5.3561;5.3345;5.3788;8.0673;7.3967;6.4751;6.2919;6.1225;6.0283;6.1843;6.4822;5.6357
che;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.57;0.828;1.818;2.239;3.052;2.295;3.1398;3.9869;2.8352;2.2030000000000003;1.5745;0.9975;2.1836;3.3466;3.4744;3.1731;2.7297;2.3013;2.2448;3.2907;4.2072;3.7184;3.8203;4.2943;4.4522;4.1319;4.5348;4.2565
chl;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.42;10.5;;6.4;;4.03;3.32;5.9174;3.94;3.1761;3.06;4.1189;3.34;4.431;4.354;4.735;8.162;7.5920000000000005;7.885;7.612;6.928999999999999;7.0520000000000005;6.164;5.912999999999999;5.391;5.705;8.081;6.2953;5.1602;4.6034;4.7631;5.5681;5.5709;6.0015;6.2593
civ;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.6235;3.2954;;;2.0635;
cmr;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.1389;;;3.12;;;;2.4477;;;
cod;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0287;;;;;;;4.8167;;;;;
cog;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.2149;;;;;;;;;;;;
cok;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.83;;;;;;;;;;;;;;;;;;;;6.65;;;;;;
col;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.26;4.41;;;;;3.68;3.56;;;5.96;;;;;9.158;9.731;8.21;8.059;6.693;;6.591;6.819;7.112;6.5328;5.7912;5.6408;5.5235;5.0263;4.9319999999999995;5.2257;5.5215
com;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.6122;;;;;;;;;;;;;
cpv;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.15;;;;;;;;;;;;;;;;;;;;;;;;;26.1701;;
cri;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.6;2.784;2.339;2.198;2.384;2.576;3.9539999999999997;3.2889999999999997;2.799;2.946;2.787;3.016;3.5860000000000003;3.458;3.295;3.142;2.379;1.705;2.5180000000000002;4.385;3.7061;6.5889999999999995;6.2473;5.4475;4.6926;5.3308;5.1591;4.8784
cub;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.32;2.03;;;;;;;
cym;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.52;2.57;2.79;;5.19;6.35;5.07;2.92;3.39;2.28;;
cyp;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.61;;;;;;;;2.9357;1.9469999999999998;2.0646;3.0349;2.5995;3.5899;3.4565;2.7044;2.7880000000000003;4.6264;5.4536;7.1979;11.1996;14.4172;14.8467;12.944;11.4464;10.0369
cze;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.11;;2.528;2.526;2.5540000000000003;2.509;2.9649;3.7548;5.8246;6.0217;5.6244;4.7719;4.9252;5.7513;5.2821;4.7283;3.4911;2.7974;4.7936;5.2032;4.6386;4.7794;4.8838;4.3431;3.7171;2.7960000000000003;2.0393
deu;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.9769;5.0434;5.1543;5.2267;5.7726;4.8664;4.1246;3.5843;4.0161;4.4798;5.8381;6.7998;6.306;7.3012;8.176;8.2996;7.5251;6.7126;7.0638;8.147;9.4359;10.5323;10.5621;9.5185;7.8457;6.8652;7.6364;6.9072;5.5924;5.0982;5.0884;4.9546;4.6774;4.2196;3.9003
dma;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.55;;;;;;;;;;9.18;;9.81;;;;;;;;;;;;;;;;
dnk;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.5912;7.1892;5.5197;3.9854;4.3188;5.3334;7.0023;7.5088;7.9159;7.7497;10.0601;6.6904;4.9584;4.6719;4.0509;3.2492;3.7065;3.5247;2.9052;3.3056;4.4301;4.3536;3.6799;2.4216;2.7028;2.4677;5.7446;7.2646;6.3342;6.632999999999999;5.7376;5.3789;5.3933;4.7973;4.928
dom;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.34;;;3.4856;3.3722;2.8603;2.4314;3.3351;3.4418;3.4883;3.9802;4.2429;4.3388;4.2728;3.6904;
dza;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.21;5.87;;6.85;5.96;;;;
ecu;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.39;;;;;;5.74;4.6;5.44;;2.4407;2.6207;3.78;3.5938;3.3045;2.4601;2.0417;1.6387;2.0182;2.9973;2.8492;2.3179;2.096;1.9995;2.287;2.3262;2.9819999999999998;2.5384
egy;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.44;2.77;;;2.91;;;;2.9;2.79;2.5444;2.4559;2.6462;6.0316;5.4034;5.9421;6.4167;5.1804;4.8013;
esp;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.71;4.6;5.76;7.68;9.49;10.36;11.55;13.97;15.4;14.6069;12.6074;11.6051;10.2599;9.46;9.5239;11.1264;15.3047;16.4962;15.2284;15.1654;13.8661;11.6075;9.0048;7.8913;6.1602;6.7489;6.9913;7.0341;5.9602;5.3772;5.4545;8.8958;16.1465;17.9235;19.3593;23.0082;23.8101;21.6954;18.9394;16.3364;13.8931
est;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.405;1.205;3.4960000000000004;6.398;6.912999999999999;10.481;10.055;10.5115;10.1454;12.4;14.5638;13.0931;10.2827;10.8851;10.1975;8.6487;5.7224;4.1612;4.8933;15.7618;17.392;11.4415;9.7812;8.3179;7.1295;5.3127;6.1838;5.175
eth;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.3281;;;;;;1.5698;;;;;;;;1.3582;;;;
fin;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.49;4.02;4.15;4.54;;4.04;;4.97;5.14;4.31;2.33;2.505;6.492000000000001;11.337;15.860999999999999;15.526;14.6139;11.7699;12.2623;9.6347;7.8554;7.1366;6.9275;7.5371;8.2597;7.1668;6.462000000000001;5.6463;4.9085;4.3572;7.0335;7.3309;6.6448;6.5832;6.885;7.6165;7.8759;7.4688;7.2611
fji;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.7866;;;;;;3.3087;;;3.72;;2.5079;
flk;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.36;;;;;
fra;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.1983;5.2277;5.9781;6.4268;6.7299;6.4369;5.9572;5.7478;5.9439;6.7893;8.0839;9.4806;8.7002;9.1884;9.5596;9.0811;8.8177;7.4412;6.045;6.7151;6.6987;6.9922;6.6099;6.4983;6.1304;5.4502;6.9893;7.2732;7.3236;8.1156;8.7625;9.18;9.4847;8.8572;8.1535
gab;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.49;;;;;;;;;;;;;;;;;12.5;;;;;;;
gbm;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.06;;;;;2.83;;;;;1.2;
gbr;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.2844;9.0731;9.6914;9.7329;9.6605;7.524;6.2537;5.8188;7.7732;9.9955;10.3982;9.7576;8.5122;8.029;6.6322;5.5192;5.4374;4.8489;4.0695;4.4013;4.1643;3.8004;3.5934;4.0829;3.733;4.3331;6.5059;6.6288;6.3263;5.8948;5.7697;4.5244;3.9224;3.4399;3.0237
geo;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.33;11.85;12.86;14.84;12.92;14.51;16.31;;15.0;17.7;19.79;18.85;17.53;16.59;16.86;14.91;14.39;15.75;
gha;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.3;;7.52;;;;;;3.7212;;;;3.81;;;1.5141;;5.9655;;
gin;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.0516;;;;;;;;;;;;;;;
glp;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.57;;;;;;;;;;;;;;;;;;
gmb;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.2117;;;;;
grc;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.59;3.86;4.8256;5.0251;4.5559;4.1578;4.0263;3.7769;3.3362;3.1596;3.5958;3.7125;4.363;4.7671;5.0895;4.7657;4.9339;5.7286;6.2123;6.1418;5.6139;5.437;5.2039;5.4166;5.4271;5.0107;4.7406;4.525;6.4873;9.4813;14.5687;20.9915;23.6927;22.9638;20.8732;18.4448;16.671
grd;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.65;;;14.46;;6.75;;6.57;;;;;;;;;;;;;;;;;;;
gtm;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.8175;2.0318;;;;;;2.8946;2.3887;1.9857;1.7755;1.7458;1.3653;1.3791;
guf;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.72;;;;;;;;;23.57;;;;;;;;;;;;;;;;;;
gum;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.54;;;;;;;;;;;;;;;
guy;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.16;;;;;;;;;;;;;;;7.25;;;;;;;;;;;;;;;
hkg;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.62;2.24;1.28;0.92;0.71;0.96;1.52;1.59;1.52;1.59;2.79;2.55;1.89;4.11;;4.75;5.2;7.16;8.07;6.58;5.64;4.83;3.85;3.43;5.26;4.27;3.44;3.23;3.16;2.88;2.71;3.17;
hnd;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.1926;2.8342;2.1702;2.4608;2.3176;2.5618;2.8852;2.5746;3.1593;3.7417;3.2832;3.4297;
hrv;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.28;;;;;;;;;;16.45;10.4826;10.0178;10.6848;9.3192;8.0149;7.3532;5.3621;6.1988;9.2333;12.0309;14.2483;15.4208;13.943;13.2563;10.4039;9.2493
hti;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.02;;;;;;;;;;;;;;
hun;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.572000000000001;11.628;10.25;9.92;9.511000000000001;8.4626;8.2555;6.7023;6.3456;5.8146;5.4769;5.6059;5.2005;6.0422;6.3966;6.474;6.9589;9.2264;10.6674;9.9198;10.251;9.0599;6.5057;5.5788;4.5172;3.4119
idn;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.1;2.6781;2.4048;2.7385;2.4725;2.7605;3.3567;3.2843;4.0634;4.5925;3.5318;3.1133;2.6873;2.3001;2.4526;2.2201;2.5281;2.8032;2.542
ind;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.2715;;;;;;1.4692;;;;;1.2427;;;;;0.8440000000000001;;1.0827;;;;;
irl;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.8817;14.3466;16.206;15.5756;15.8364;15.6107;15.1182;12.7456;14.2352;14.0674;14.1924;13.2507;11.044;11.0398;9.5282;7.6171;5.7063;4.2944;3.4293;4.0617;4.3945;4.5907;3.9988;4.0793;4.1617;6.2658;13.1492;15.3895;16.129;15.8585;13.3436;11.3332;9.4785;7.9128;6.223
irn;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.87;6.79;8.58;9.36;;;;7.58;8.16;9.18;9.16
irq;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.132000000000001;;;;;4.6454;;;;;
isl;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.8419999999999999;2.714;3.983;3.488;3.9187;2.4467;2.6367;1.3379;1.1346;0.5455;0.8578;2.2193;2.0272;2.2446;1.6015;1.5549;1.1418;2.123;7.1658;6.9726;5.604;4.6878;4.3667;3.7276;2.5869;2.2258;1.7318
isr;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;1.47;;2.1;;1.87;1.62;2.94;3.22;3.43;2.86;3.94;4.86;;;;;8.751;8.886000000000001;9.535;8.78;6.132000000000001;5.572;6.176;7.442;8.459;9.509;9.141;9.889;11.435;11.552999999999999;10.785;9.712;8.732999999999999;7.409;6.702000000000001;9.002;7.966;6.505;6.0520000000000005;5.518;5.303;4.4910000000000005;4.008;3.661
ita;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.78;1.73;1.67;;2.39;2.568;3.0151;3.0529;3.8823;4.0745;4.1739;4.571000000000001;3.9428;4.0752;4.3551;5.1065;6.2225;6.625;6.858;7.2353;7.2755;6.9417;6.4156;5.8828;5.6736;5.5264;5.0904;5.0527;4.5091;4.0334;4.6737;5.8376;6.507000000000001;6.5131;8.576;10.3314;10.8207;10.3837;10.0906;9.7393
jam;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.63;;;;6.42;;;;5.77;;;;;5.5;5.59;;;;5.51;;;;8.1561;8.3657;7.747000000000001;7.4954;6.8304;6.1219
jpn;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;0.9548;0.8867;0.9232;0.9104;1.0653;0.9752;1.073;1.5906;1.758;1.6486;1.8312;1.6154;1.4908;1.7208;1.7551;1.9868;1.9096;1.8757;1.9562;2.0352;1.7201;1.4826;1.3619;1.3629;1.4386;1.7041;2.0463;2.3095;2.4549;2.5191;3.1298;3.6995;3.8287;4.2264;4.6672;4.5754;4.3341;3.9936;3.905;3.5801;3.728;4.9072;4.9689;4.4430000000000005;4.2917;4.1475;3.588;3.4864;3.1997;2.862
kaz;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.26;6.17;5.77;;;;4.97;5.67;4.97;4.72;4.33;4.86;;;;
ken;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0995;;;;;;;;;;;;;;;;;;
kgz;males_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.37;;6.6;5.91;6.08;;;5.01;5.82;5.77;5.51;6.16;5.86;5.21;4.9;
