geo;indicator;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030
bgd;females_aged_25_54_labour_force_participation_rate_percent;26.743000000000002;26.953000000000003;27.263;27.666999999999998;28.148000000000003;28.7;29.275;29.925;30.614;31.294;31.934;32.393;32.821;33.211999999999996;33.57;33.911;34.064;34.671;35.278;35.888000000000005;36.504;37.123000000000005;37.746;38.375;39.010999999999996;39.655;40.306999999999995;40.444;40.585;40.726;40.869;41.012;41.157;41.299;41.437;41.568000000000005;41.695;41.816;41.935;42.056000000000004;42.183
bgr;females_aged_25_54_labour_force_participation_rate_percent;90.89200000000001;90.881;90.87;89.944;88.854;87.587;86.146;84.508;82.686;80.694;78.536;80.185;79.34100000000001;76.958;78.005;76.637;78.84899999999999;80.735;81.297;79.686;79.57600000000001;79.3;79.752;80.252;80.154;79.80199999999999;78.157;78.357;78.58;78.816;79.06;79.31;79.574;79.846;80.109;80.354;80.574;80.771;80.944;81.09;81.204
bhr;females_aged_25_54_labour_force_participation_rate_percent;35.58;35.943000000000005;36.773;37.571;38.342;39.114000000000004;39.983000000000004;40.848;41.703;42.535;43.336000000000006;44.191;45.122;46.077;47.06100000000001;48.078;49.051;50.08;51.152;52.251000000000005;53.357;52.87;52.908;52.93;52.937;52.931000000000004;53.265;53.577;53.95399999999999;54.354;54.725;54.843999999999994;54.972;55.133;55.345;55.598;55.836999999999996;56.107;56.409;56.739;57.086000000000006
bhs;females_aged_25_54_labour_force_participation_rate_percent;78.74;80.161;81.503;82.76299999999999;83.943;84.321;84.574;84.932;85.48299999999999;86.046;86.354;86.844;87.26100000000001;87.531;87.916;88.42200000000001;88.65;88.87200000000001;89.066;89.295;89.74;89.851;90.10600000000001;90.277;90.37899999999999;90.384;90.417;90.625;90.834;91.041;91.25;91.459;91.669;91.881;92.096;92.316;92.539;92.766;92.994;93.21600000000001;93.426
bih;females_aged_25_54_labour_force_participation_rate_percent;60.018;60.022;59.952;59.826;59.667;59.471000000000004;59.333;59.17100000000001;58.978;58.769;58.593;58.468999999999994;58.372;58.299;58.253;58.067;58.068999999999996;58.114;58.18600000000001;58.131;58.138999999999996;58.128;58.074;58.076;58.06;57.552;57.998999999999995;58.058;58.121;58.174;58.207;58.224;58.218999999999994;58.196000000000005;58.162;58.119;58.068999999999996;58.007;57.933;57.848;57.754
blr;females_aged_25_54_labour_force_participation_rate_percent;86.836;86.939;87.059;87.23700000000001;87.415;87.557;87.604;87.587;87.555;87.522;88.025;88.508;88.975;89.421;89.844;90.242;90.62100000000001;90.98299999999999;91.335;91.681;92.024;92.36399999999999;92.7;93.031;93.35700000000001;93.675;93.986;94.23;94.476;94.71700000000001;94.95299999999999;95.182;95.406;95.624;95.838;96.04899999999999;96.258;96.464;96.66799999999999;96.867;97.064
blz;females_aged_25_54_labour_force_participation_rate_percent;39.494;40.324;41.126000000000005;41.49;41.442;42.016000000000005;42.67100000000001;44.007;45.355;46.711000000000006;48.073;49.43899999999999;50.799;52.15;53.492;54.823;56.165;57.521;58.882;60.244;61.606;63.805;65.89399999999999;65.868;65.811;65.72800000000001;65.457;65.883;66.307;66.73100000000001;67.157;67.582;68.006;68.431;68.85600000000001;69.282;69.71;70.139;70.57;71.003;71.436
bol;females_aged_25_54_labour_force_participation_rate_percent;65.477;66.044;66.484;67.068;67.682;68.298;68.833;69.40899999999999;70.094;70.763;71.405;72.009;72.595;73.17;73.736;74.285;74.81;72.23899999999999;74.516;74.472;74.048;73.593;72.036;71.319;72.196;66.374;66.911;67.038;67.166;67.295;67.42399999999999;67.551;67.679;67.807;67.938;68.072;68.208;68.348;68.493;68.64;68.79
bra;females_aged_25_54_labour_force_participation_rate_percent;48.426;49.757;51.09;52.419;53.735;55.033;56.31399999999999;57.577;58.824;60.058;61.28;62.49100000000001;64.265;65.066;66.316;67.02;67.727;67.582;68.256;68.92399999999999;67.72399999999999;66.499;66.67;67.155;67.5;68.516;68.55;68.756;68.96300000000001;69.169;69.37;69.57;69.767;69.961;70.15;70.333;70.513;70.688;70.86;71.033;71.208
brb;females_aged_25_54_labour_force_participation_rate_percent;83.33200000000001;81.157;83.021;84.164;85.177;86.156;85.91799999999999;85.587;85.714;85.844;85.985;86.15100000000001;86.32700000000001;86.508;87.038;87.291;87.52799999999999;87.75299999999999;87.97200000000001;88.189;87.27600000000001;87.59299999999999;87.134;87.454;87.333;87.641;87.44;87.569;87.695;87.822;87.95299999999999;88.085;88.221;88.359;88.49700000000001;88.632;88.76299999999999;88.891;89.016;89.14200000000001;89.27
brn;females_aged_25_54_labour_force_participation_rate_percent;56.016000000000005;56.493;57.803000000000004;59.111999999999995;60.391999999999996;61.63;62.699;63.738;64.762;65.78699999999999;66.815;67.734;68.392;69.068;69.763;70.485;71.176;71.87;72.568;73.271;73.987;74.671;75.354;76.029;76.691;76.567;76.34;76.557;76.77199999999999;76.992;77.218;77.453;77.692;77.937;78.186;78.44;78.7;78.967;79.237;79.507;79.77600000000001
btn;females_aged_25_54_labour_force_participation_rate_percent;63.872;63.617;63.501000000000005;63.445;63.323;63.096000000000004;64.057;65.083;66.193;67.48100000000001;68.976;71.25399999999999;73.483;75.477;77.093;78.303;79.133;79.711;80.068;80.281;79.291;78.181;82.109;75.02199999999999;69.979;75.047;74.793;75.185;75.584;75.982;76.376;76.765;77.154;77.544;77.939;78.344;78.756;79.178;79.607;80.03699999999999;80.46300000000001
bwa;females_aged_25_54_labour_force_participation_rate_percent;56.31100000000001;57.236000000000004;58.043;58.85;59.788000000000004;60.903;61.729;62.733000000000004;63.705;63.11;62.445;63.87;65.26100000000001;66.62;67.95;69.257;70.539;71.125;71.688;72.23100000000001;67.85600000000001;72.27;76.29;79.884;80.181;80.419;80.652;80.90899999999999;81.15899999999999;81.4;81.633;81.859;82.07700000000001;82.287;82.49;82.68700000000001;82.87899999999999;83.06700000000001;83.25399999999999;83.443;83.637
caf;females_aged_25_54_labour_force_participation_rate_percent;75.134;75.09100000000001;75.04899999999999;75.154;75.362;75.635;75.556;75.632;75.744;75.887;75.997;75.922;75.908;75.833;75.928;75.982;75.857;75.76899999999999;75.694;75.667;75.719;75.385;75.097;74.22399999999999;74.01100000000001;73.90100000000001;74.182;74.084;73.985;73.882;73.775;73.66199999999999;73.546;73.43;73.314;73.20100000000001;73.092;72.986;72.882;72.783;72.688
can;females_aged_25_54_labour_force_participation_rate_percent;75.445;75.878;75.32300000000001;75.682;75.40899999999999;75.715;76.002;76.888;77.554;78.188;78.486;79.082;80.363;81.117;81.507;81.097;81.237;82.10600000000001;81.914;82.13;82.338;82.15700000000001;82.46799999999999;82.705;81.9;81.993;82.17200000000001;82.37;82.56700000000001;82.76100000000001;82.949;83.13600000000001;83.321;83.508;83.698;83.89;84.087;84.286;84.48899999999999;84.693;84.897
chanisl;females_aged_25_54_labour_force_participation_rate_percent;65.72399999999999;65.45100000000001;65.76899999999999;66.444;67.809;67.637;67.15899999999999;67.36399999999999;68.28699999999999;69.656;70.112;70.638;71.718;72.211;71.789;72.12;72.726;72.95;72.986;73.285;74.152;72.687;73.137;73.503;74.293;74.994;75.61399999999999;75.773;75.935;76.09899999999999;76.26;76.419;76.57600000000001;76.734;76.89699999999999;77.066;77.238;77.417;77.59899999999999;77.781;77.961
che;females_aged_25_54_labour_force_participation_rate_percent;74.3;73.757;74.99;74.204;74.12;75.152;76.206;76.858;78.61;77.71300000000001;78.014;79.469;80.642;80.54899999999999;80.80199999999999;81.32600000000001;81.214;81.931;83.62299999999999;83.931;81.958;82.884;83.63799999999999;83.604;84.801;84.869;85.553;85.741;85.929;86.116;86.303;86.486;86.665;86.84100000000001;87.01700000000001;87.195;87.375;87.559;87.749;87.941;88.137
chl;females_aged_25_54_labour_force_participation_rate_percent;41.787;41.705;43.902;45.465;45.46;44.18600000000001;45.419;46.6;48.126999999999995;48.851000000000006;47.946000000000005;48.111999999999995;48.474;49.91;53.226000000000006;52.341;54.049;56.301;59.098;59.739;63.748999999999995;65.97800000000001;66.185;66.929;67.762;68.047;68.706;69.002;69.303;69.607;69.915;70.226;70.538;70.85;71.158;71.462;71.76100000000001;72.056;72.347;72.635;72.92
chn;females_aged_25_54_labour_force_participation_rate_percent;86.568;86.456;86.324;86.162;85.961;85.719;85.447;85.149;84.831;84.5;84.163;83.741;83.295;82.84200000000001;82.406;82.006;81.64399999999999;81.327;81.031;80.71300000000001;80.342;80.333;80.296;80.244;80.189;80.133;80.066;79.735;79.4;79.085;78.806;78.563;78.354;78.178;78.031;77.90899999999999;77.817;77.759;77.71300000000001;77.64699999999999;77.53399999999999
civ;females_aged_25_54_labour_force_participation_rate_percent;52.965;53.068000000000005;53.268;53.541000000000004;53.861000000000004;54.28;54.378;54.438;54.543;54.92100000000001;55.294;55.674;56.051;56.428000000000004;56.806000000000004;57.18600000000001;57.565;57.946999999999996;58.331;58.716;59.1;59.475;59.851000000000006;60.226000000000006;60.6;60.968999999999994;61.333;61.54;61.746;61.951;62.156000000000006;62.357;62.558;62.763000000000005;62.974;63.193000000000005;63.417;63.648;63.88399999999999;64.124;64.366
cmr;females_aged_25_54_labour_force_participation_rate_percent;81.46600000000001;81.29;81.176;81.067;81.12899999999999;81.27600000000001;81.361;81.51899999999999;81.725;81.95100000000001;82.185;82.32700000000001;82.473;82.62200000000001;82.76899999999999;82.90100000000001;82.941;83.008;83.086;83.15899999999999;83.24700000000001;83.28399999999999;83.34899999999999;83.447;83.58;83.74700000000001;83.891;84.01899999999999;84.15;84.281;84.412;84.546;84.678;84.80799999999999;84.93299999999999;85.051;85.164;85.272;85.375;85.477;85.57700000000001
cod;females_aged_25_54_labour_force_participation_rate_percent;85.984;85.774;85.559;85.331;85.23;85.23299999999999;85.1;84.98200000000001;84.947;84.91;84.845;84.735;84.69;84.678;84.68700000000001;84.70100000000001;84.619;84.58;84.56299999999999;84.529;84.538;84.479;84.45299999999999;84.46600000000001;84.514;84.57700000000001;84.56700000000001;84.539;84.51100000000001;84.484;84.458;84.432;84.40799999999999;84.383;84.35700000000001;84.329;84.29899999999999;84.26700000000001;84.234;84.20100000000001;84.16799999999999
cog;females_aged_25_54_labour_force_participation_rate_percent;80.354;80.532;80.74600000000001;80.942;81.084;81.307;81.454;81.538;81.652;81.7;81.851;81.84;81.868;81.87;81.884;81.914;81.96;81.917;81.93799999999999;81.999;82.10700000000001;81.93799999999999;81.834;81.777;81.79;81.79899999999999;81.818;81.827;81.83;81.82300000000001;81.805;81.778;81.742;81.7;81.654;81.607;81.56;81.513;81.467;81.419;81.37100000000001
col;females_aged_25_54_labour_force_participation_rate_percent;37.396;37.868;38.42;38.89;40.735;42.599;44.483999999999995;46.381;48.291000000000004;50.211000000000006;52.14;54.073;56.0;57.916000000000004;59.817;61.699;63.558;65.38600000000001;67.178;68.92399999999999;70.078;71.054;72.251;72.47800000000001;72.476;73.821;73.295;73.626;73.96;74.29899999999999;74.642;74.991;75.344;75.69800000000001;76.045;76.382;76.711;77.032;77.347;77.66199999999999;77.98100000000001
com;females_aged_25_54_labour_force_participation_rate_percent;40.946999999999996;40.809;40.973;41.138000000000005;41.246;41.571000000000005;41.827;42.213;42.611999999999995;43.073;43.717;44.156000000000006;44.644;45.145;45.626000000000005;46.082;46.42100000000001;46.711000000000006;46.978;47.262;47.55;47.768;48.007;48.272;48.542;48.831;49.096000000000004;49.361000000000004;49.635;49.913000000000004;50.192;50.47;50.747;51.023999999999994;51.298;51.566;51.826;52.081;52.332;52.575;52.812
cpv;females_aged_25_54_labour_force_participation_rate_percent;46.996;47.129;47.486000000000004;47.871;48.468999999999994;49.053000000000004;49.606;50.201;50.89;51.673;52.631;53.675;54.84;56.062;57.415;58.735;59.924;61.169;62.263999999999996;63.202;64.11399999999999;64.868;65.574;66.25;66.91199999999999;67.544;68.26;68.66199999999999;69.079;69.49;69.882;70.262;70.624;70.96300000000001;71.274;71.554;71.809;72.036;72.24;72.425;72.598
cri;females_aged_25_54_labour_force_participation_rate_percent;38.505;39.113;39.423;40.382;42.107;43.465;43.083999999999996;46.795;48.776;49.513999999999996;47.674;52.162;53.113;52.476000000000006;53.001000000000005;56.992;56.793;58.143;59.648;60.648;58.39;60.615;60.324;62.044;64.869;64.342;60.887;61.409;61.933;62.461000000000006;62.99;63.52;64.048;64.57;65.077;65.569;66.048;66.513;66.972;67.428;67.887
cub;females_aged_25_54_labour_force_participation_rate_percent;47.858999999999995;47.451;46.917;46.071999999999996;46.34;46.701;47.623000000000005;48.07;48.288999999999994;48.963;49.731;50.313;50.931000000000004;51.771;52.676;55.14;57.603;59.503;60.542;61.349;61.199;61.489;61.773999999999994;62.025;62.146;62.431999999999995;62.424;62.695;62.977;63.272;63.58;63.902;64.237;64.584;64.944;65.313;65.693;66.084;66.47399999999999;66.847;67.191
cyp;females_aged_25_54_labour_force_participation_rate_percent;62.924;63.606;65.288;63.706;66.457;64.756;65.238;68.34100000000001;68.036;67.905;68.817;72.357;74.979;76.84;77.333;76.626;77.619;78.854;79.21600000000001;79.905;81.124;82.061;82.035;82.12700000000001;84.04299999999999;83.898;83.994;84.28200000000001;84.56;84.833;85.109;85.406;85.705;85.999;86.28200000000001;86.555;86.838;87.113;87.385;87.661;87.946
cze;females_aged_25_54_labour_force_participation_rate_percent;83.603;83.538;83.557;83.535;83.339;83.04700000000001;82.035;81.985;81.91;81.862;81.82;81.665;81.383;81.27600000000001;80.737;81.48100000000001;81.16199999999999;80.243;79.559;79.892;79.758;80.348;80.851;81.921;81.561;81.431;82.061;82.206;82.35700000000001;82.51799999999999;82.695;82.882;83.07700000000001;83.272;83.45700000000001;83.626;83.78;83.92200000000001;84.04299999999999;84.12299999999999;84.147
deu;females_aged_25_54_labour_force_participation_rate_percent;65.625;71.715;72.362;72.154;73.311;73.226;73.732;74.475;75.288;76.51899999999999;76.968;77.50399999999999;78.11;78.819;78.763;79.067;80.31;80.617;80.51899999999999;81.007;81.345;82.15;82.251;82.44;82.477;82.574;82.655;82.84200000000001;83.03;83.223;83.42200000000001;83.634;83.851;84.072;84.301;84.537;84.78299999999999;85.041;85.307;85.57700000000001;85.846
dji;females_aged_25_54_labour_force_participation_rate_percent;44.18;43.986000000000004;44.368;44.983999999999995;45.67100000000001;46.062;46.683;47.086000000000006;47.391000000000005;47.913999999999994;48.733000000000004;49.297;50.162;51.208;52.221000000000004;53.078;53.855;54.559;55.24;55.95399999999999;56.727;57.618;58.527;59.424;60.283;61.075;61.633;61.753;61.836999999999996;61.931999999999995;62.062;62.218;62.4;62.596000000000004;62.784;62.955;63.113;63.25899999999999;63.398;63.538000000000004;63.684
dnk;females_aged_25_54_labour_force_participation_rate_percent;87.689;87.53299999999999;87.382;86.669;82.61399999999999;82.08200000000001;82.109;81.935;82.95100000000001;83.611;84.4;83.57600000000001;84.439;83.51899999999999;84.90899999999999;84.461;85.431;85.34899999999999;86.406;86.46700000000001;85.26;84.74799999999999;84.85700000000001;84.846;83.82799999999999;83.419;83.875;83.88;83.87899999999999;83.88;83.88799999999999;83.905;83.929;83.96;83.99600000000001;84.037;84.086;84.14299999999999;84.206;84.26899999999999;84.329
dom;females_aged_25_54_labour_force_participation_rate_percent;53.365;53.763000000000005;54.786;55.538000000000004;55.93600000000001;56.585;57.352;58.218999999999994;59.032;59.788999999999994;60.419;60.843999999999994;61.446999999999996;61.597;61.875;62.713;63.623999999999995;64.464;63.091;61.688;63.343999999999994;65.952;66.457;68.145;68.968;69.762;70.395;70.596;70.797;70.999;71.202;71.40899999999999;71.616;71.822;72.02600000000001;72.22800000000001;72.431;72.632;72.83;73.028;73.227
dza;females_aged_25_54_labour_force_participation_rate_percent;10.620999999999999;10.735;10.9;11.057;11.251;11.514000000000001;11.785;12.258;12.753;13.276;13.831;14.413;15.023;15.661;16.324;17.016;17.733;18.484;19.268;20.078;20.1;21.245;22.441;23.631;21.723000000000003;21.502;21.291;21.486;21.674;21.849;22.009;22.158;22.296;22.428;22.559;22.694000000000003;22.834;22.975;23.129;23.307;23.519000000000002
ecu;females_aged_25_54_labour_force_participation_rate_percent;55.662;56.298;56.868;57.457;58.165;58.781000000000006;59.396;60.473;63.975;64.398;64.821;65.241;65.66;66.557;67.222;67.885;69.115;67.292;65.411;63.476000000000006;62.294;62.063;63.69;62.336000000000006;61.748000000000005;65.258;69.047;68.639;68.232;67.82600000000001;67.422;67.01899999999999;66.617;66.21600000000001;65.816;65.419;65.024;64.631;64.23899999999999;63.847;63.45399999999999
egy;females_aged_25_54_labour_force_participation_rate_percent;27.011;27.03;27.218000000000004;27.474;28.678;26.749000000000002;25.746;24.754;23.788;23.781999999999996;25.046;26.445999999999998;22.203000000000003;23.096;24.03;24.994;25.991;29.135;28.607;28.11;28.683000000000003;28.443;28.904;29.671999999999997;28.535999999999998;27.429000000000002;27.255;27.57;27.879;28.188000000000002;28.499000000000002;28.815;29.133000000000003;29.456;29.788;30.131;30.489;30.859;31.241;31.629;32.021
eri;females_aged_25_54_labour_force_participation_rate_percent;82.427;81.84899999999999;81.301;80.939;80.667;80.251;80.8;81.359;81.87899999999999;82.39399999999999;82.866;83.61200000000001;84.264;84.806;85.309;85.743;85.714;85.66799999999999;85.49;85.39399999999999;85.266;85.215;85.15700000000001;85.07799999999999;85.04299999999999;85.046;85.241;85.329;85.411;85.48899999999999;85.56;85.62799999999999;85.69200000000001;85.751;85.803;85.848;85.889;85.926;85.96;85.994;86.03
esh;females_aged_25_54_labour_force_participation_rate_percent;27.785;27.865;27.986;28.22;28.275;28.476;28.785;29.136;29.416;29.842;30.055999999999997;30.51;30.87;31.281;31.636;32.008;32.21;32.36;32.631;33.06;33.264;33.405;33.496;33.549;33.564;33.562;33.667;33.816;33.965;34.114000000000004;34.264;34.415;34.567;34.72;34.873000000000005;35.025999999999996;35.181;35.336;35.491;35.645;35.799
esp;females_aged_25_54_labour_force_participation_rate_percent;47.388000000000005;49.113;50.496;52.062;54.486000000000004;55.658;57.248999999999995;58.794;59.306999999999995;60.506;62.68600000000001;60.835;64.696;66.83;68.65100000000001;69.669;71.654;73.156;75.092;77.05199999999999;78.65100000000001;79.626;80.985;81.682;81.917;81.96700000000001;82.266;82.51899999999999;82.76799999999999;83.014;83.256;83.49799999999999;83.741;83.991;84.251;84.52600000000001;84.816;85.119;85.439;85.78;86.14299999999999
est;females_aged_25_54_labour_force_participation_rate_percent;85.45100000000001;85.531;85.65299999999999;85.77;85.874;85.971;85.486;84.854;84.109;83.60799999999999;84.495;81.712;80.158;81.984;82.584;83.286;85.531;83.62200000000001;83.69;83.771;84.773;84.671;83.45200000000001;82.84100000000001;81.91199999999999;82.986;81.794;81.95100000000001;82.131;82.331;82.552;82.79299999999999;83.061;83.34700000000001;83.639;83.927;84.20700000000001;84.486;84.757;85.007;85.227
eth;females_aged_25_54_labour_force_participation_rate_percent;69.923;69.69800000000001;69.497;69.52199999999999;69.508;71.232;72.873;74.43;75.903;77.297;78.9;80.419;81.851;83.193;84.444;85.60600000000001;85.564;85.515;85.461;85.402;85.344;85.29;85.23700000000001;85.18299999999999;85.686;86.176;86.579;86.78299999999999;86.985;87.185;87.384;87.583;87.779;87.975;88.17200000000001;88.37100000000001;88.573;88.77799999999999;88.98299999999999;89.185;89.38
fin;females_aged_25_54_labour_force_participation_rate_percent;86.368;85.27600000000001;84.439;84.044;84.03399999999999;82.40100000000001;83.161;84.381;84.425;85.491;85.131;85.307;85.85600000000001;85.126;84.75200000000001;85.054;85.259;85.574;85.848;85.714;84.446;84.296;84.103;83.33200000000001;83.646;83.586;82.75299999999999;82.697;82.64200000000001;82.59100000000001;82.54700000000001;82.51299999999999;82.486;82.471;82.46799999999999;82.48100000000001;82.51100000000001;82.55799999999999;82.61399999999999;82.666;82.704
fji;females_aged_25_54_labour_force_participation_rate_percent;45.568000000000005;45.547;45.603;45.618;45.659;45.673;45.718;45.65;45.571000000000005;45.478;45.373000000000005;45.275;45.165;45.042;44.902;44.742;44.622;44.512;45.668;46.836999999999996;48.016999999999996;49.17;50.324;51.481;52.643;52.763000000000005;52.806999999999995;53.059;53.31399999999999;53.56100000000001;53.795;54.019;54.231;54.431999999999995;54.628;54.823;55.018;55.211999999999996;55.407;55.607;55.81399999999999
fra;females_aged_25_54_labour_force_participation_rate_percent;72.259;73.524;74.723;75.892;76.721;77.265;78.069;77.52600000000001;78.167;78.62899999999999;78.559;78.383;78.578;80.35;80.493;80.869;81.308;81.969;82.77799999999999;83.072;83.368;82.98;83.01299999999999;83.46;83.027;82.67399999999999;82.74799999999999;82.986;83.22399999999999;83.463;83.70299999999999;83.941;84.177;84.411;84.64399999999999;84.875;85.10600000000001;85.337;85.566;85.795;86.024
gab;females_aged_25_54_labour_force_participation_rate_percent;53.805;53.62;53.365;53.293;53.303999999999995;53.427;53.57899999999999;53.845;54.148999999999994;54.31100000000001;54.638000000000005;55.06399999999999;55.51;56.021;56.497;56.99;57.543;58.183;58.626000000000005;59.07899999999999;59.598;60.041000000000004;60.458;60.868;61.251999999999995;61.643;61.562;61.876999999999995;62.193999999999996;62.50899999999999;62.82;63.126999999999995;63.43;63.727;64.015;64.293;64.562;64.82;65.068;65.303;65.525
gbr;females_aged_25_54_labour_force_participation_rate_percent;72.984;72.959;73.53;73.895;74.02600000000001;73.999;74.486;75.012;75.179;75.954;76.163;76.291;76.646;76.566;76.779;77.297;77.584;77.548;78.2;78.59;78.574;79.043;79.232;79.50399999999999;79.925;79.846;80.108;80.283;80.457;80.632;80.81;80.991;81.173;81.35600000000001;81.542;81.73100000000001;81.925;82.124;82.325;82.527;82.726
