geo;indicator;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
cpv;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.35;;;;;;;;;;;;;;;;;;;;;;;;;9.6944;;
cri;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.3280000000000003;2.184;0.9309999999999999;1.315;1.8530000000000002;2.3890000000000002;1.3;3.407;0.474;1.24;1.986;1.031;3.133;2.185;2.6260000000000003;5.121;4.001;0.256;2.28;3.247;5.7193;3.9737;7.0139;6.117999999999999;5.6691;3.3854;3.7688;3.625
cym;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.44;14.47;;6.69;13.37;10.82;16.6;5.28;2.81;;
cyp;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.17;;;;;;;;;0.0;;;;;;;;;;3.45;1.5326;6.8601;1.5104;;3.3160000000000003;1.8009
cze;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;5.347;3.1510000000000002;4.433;4.228;2.5495;4.7955;3.8269;;2.2153;4.0556;4.524;;2.8383;2.0039;1.2225;0.958;0.4828;0.8456;0.8575;2.407;1.1139;1.1087;1.0517;0.5753;0.6094
deu;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6001;0.7003;0.8982;1.3393;0.7974;;0.6295;1.2294;1.3159999999999998;0.7814;1.5514;1.1161;1.7734;1.8387;0.8677;1.1872;0.8471;0.5623;0.4113;0.8074;0.7971;0.7344;0.5805;1.0558;0.9281;1.0555;0.579;0.9148;0.7155;0.7527;0.7908;0.8323;0.6281;0.7233
dma;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.15;;;;;;;;;;;;;;;;
dnk;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6784;2.0812;;1.9376;1.921;1.6245;1.7518;1.9223;2.5981;;;;;;;;;;;;0.56;;;;1.8327;0.7225;;1.2164;0.9519;;0.5866;;0.915;1.0555;1.3349
dom;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.97;;;0.8994;0.5497;0.5495;;1.2636;1.3668;0.5301;0.4949;;1.1956;0.9279999999999999;1.2885;
ecu;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.66;;;;;;3.15;3.62;6.41;;1.5628;1.4856;6.72;3.9019999999999997;2.0101;1.0166;1.3984;1.2094;1.102;0.9235;0.9517;0.5456;0.5223;0.5033;0.6903;0.5414;1.4106;0.9139
esp;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.64;0.83;0.59;1.06;1.69;1.62;1.36;1.27;2.23;3.3259;1.7099;1.4688;1.4199;0.9365;1.6594;3.0087;2.1059;1.4766;1.8249;;;;1.5793;;;;1.3678;1.5993;1.7255;1.5904;1.0902;1.3772;2.9848;3.4175;1.5889;3.9564;6.4231;4.4499;4.1219;3.3112;3.9452
est;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.969;1.432;3.9189999999999996;2.227;0.431;4.976;7.357;;;8.3508;1.06;;;;;;;;;;3.1344;;3.525;5.5635;3.5056;3.0006;3.3216;2.3286
eth;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.4631;;;;;;0.8681;;;;;;;;0.6106;;;;
fin;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.93;;;;;;;;;;;;;1.0083;;;0.4144;1.2742;1.0698;1.0348;1.0714;1.3893;1.1927
fji;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.37;;;
fra;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.9654;;;;;1.1647;1.8652;3.15;;;;;2.0145;;;;;;;;;;;0.8939;1.4088;3.0861;3.6846;2.2783;0.9115;0.9567;2.8305;4.1256;2.6777;1.8292;3.7215
gab;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.46;;;;;;;;;;;;;;;;;13.29;;;;;;;
gbm;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;0.0;;;;;0.57;
gbr;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.3333;4.497;8.4018;9.5512;8.2191;5.7798;8.2893;5.2433;5.9186;4.8438;4.5783;3.7055;2.7115;4.0232;4.1667;3.5854;2.9493;2.4856;2.4407;3.4522;2.2842;3.0410000000000004;2.1489;2.4959;1.9496;2.3162;3.3436;3.0492;2.3661;2.7196;2.2643;2.3657;1.7345;1.1249;1.6297
geo;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.83;3.23;2.51;2.6;1.2;2.48;1.86;;1.68;2.44;1.89;1.0;0.92;1.44;2.28;1.22;1.43;2.33;
gha;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.12;;;;;;1.0509;;;;1.13;;;;;2.7828;;
gin;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.4325;;;;;;;;;;;;;;;
glp;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;
gmb;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.1086;;;;;
grc;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.28;0.66;0.3066;0.8451;0.5587;0.5291;0.4082;0.5858;0.5753;0.6475;0.9615;0.9516;0.8959999999999999;0.7603;0.5775;0.8851;0.784;1.3586;1.7554;1.0522;1.6933;1.0079;1.2689;0.7527;0.6871;0.9292;1.139;1.0621;0.8859;1.3726;1.6703;4.2977;10.4127;12.4386;12.2564;14.3176;11.6799
grd;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.11;;;7.5;;2.0;;3.91;;;;;;;;;;;;;;;;;;;
gtm;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.8135;;;;;;2.3627;;;1.3115;0.6254;;;
guf;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.77;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;
guy;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.5;;;;;;;;;;;;;;;
hkg;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.16;1.97;0.65;0.21;0.21;0.43;0.88;0.71;1.25;0.52;1.5;0.53;0.57;1.15;;;;3.78;2.59;3.34;1.63;;;;1.35;;1.14;0.79;1.49;2.77;2.02;1.85;
hnd;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8523;0.9055;0.5098;0.5484;0.5043;0.9434;;;0.7861;;1.5079;1.5895;
hrv;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;1.76;;;;;;;;;;1.42;;;;;;
hti;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.96;;;;;;;;;;;;;;
hun;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.816;9.123;8.017000000000001;5.473;5.3115;15.4466;18.9315;;;;;;;1.0774;1.4356;;;;0.8711;0.2932;;1.1597;2.1188;3.3183;0.6879;
idn;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.46799999999999997;;1.4075;2.5845;1.2824;0.5004;0.6382;0.0633;0.0786;0.2069;;;;;0.0893;0.1947;0.2612
ind;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0873;;;;;0.0362;;0.2149;;;;;
irl;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.806;2.8698;3.6156;1.6514;3.1366;2.0928;2.2378;2.8086;2.3676;1.8316;1.9118;3.2753;1.2743;2.6629;1.18;0.8667;;;;0.4912;;0.7711;0.2891;0.3701;0.5425;0.4992;0.9958;1.4583;1.088;1.4649;1.6778;0.9966;1.444;1.9286;1.0508
irn;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.19;1.0;1.52;1.77;;;;1.12;0.96;1.73;1.94
irq;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.3312;;;;;2.2878;;;;;
isl;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.43;4.077;6.564;;4.236000000000001;;;;;;;;;;;2.3851;1.9131;2.6842;3.5466;3.3908;4.0276;4.1624;1.9517;;;
isr;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.524;6.044;3.38;5.662000000000001;3.532;2.9610000000000003;3.02;5.2;6.273;5.33;7.569;4.137;6.437;5.9239999999999995;10.07;5.577000000000001;7.922999999999999;8.736;6.03;6.428999999999999;5.627000000000001;5.715;4.746;4.221;4.043;3.471;2.948;3.088
ita;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0379;0.9245;0.3486;1.7409;0.9005;0.778;0.5026;1.3999;0.872;0.6961;3.6271;1.6312;1.6615;1.6396;1.2164;1.5275;1.3838;1.7527;0.9195;1.2243;1.0317;1.7091;1.1168;0.9595;0.541;1.1845;0.6678;1.1404;0.9797;1.311;1.6267;1.2837;1.4717;1.4735;1.4869999999999999
jam;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.02;;;;3.66;;;;2.6;;;;;2.72;2.09;;;;2.02;;;;3.8876;3.717;2.1603;2.1146;3.275;3.4819999999999998
jpn;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;0.6;0.6;0.6;1.3;1.3;1.2;1.2;1.8;2.4;2.3;2.3;2.2;2.2;2.6;2.2;2.7;2.2;2.1;1.6;1.6;1.5;1.5;1.4;1.3;1.6;1.6;1.9;2.2;2.1;2.0;2.6;2.9;3.2;3.2;2.9;3.3;2.6;2.5;2.8;2.3;2.5;3.3;3.3;2.924;2.9;2.8;2.6;2.4;2.5;2.2
kaz;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.36;;;;;;;;;;;;;;;
ken;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.9534;;;;;;;;;;;;;;;;;;
kgz;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.43;;0.5;1.33;0.83;;;0.52;0.58;1.05;0.0;4.04;0.61;2.9;1.46;
khm;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.04;;;;;;;;;;0.76;;;;0.7774;;;;;
kna;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.66;;;;;;;;;;;2.63;;;;;;;;;;1.04;;;;;;;;;;;;;;;;
kor;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8640000000000001;0.598;0.392;0.777;0.595;0.375;0.547;0.337;0.319;0.311;0.29100000000000004;0.0;0.0;0.272;0.258;0.248;0.235;0.652;2.146;1.004;0.9;0.7;0.8;0.7;1.0;1.0;1.0;0.9;1.1;1.6;2.7;2.5;2.3;1.6;2.2;2.6;2.5;3.0
kos;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.14;
kwt;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;
lao;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3697;;;;;;;
lbn;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.24;;;5.23;;;;;;;;;;
lbr;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.724;;;;;;;
lby;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.35;;;;;
lca;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.34;14.84;;;;;;;;;;;;;
lka;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.34;0.37;;;;;;;
lso;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.88;;;;;;;;;38.9;;;;;;;;;
ltu;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;4.5039;;;;;2.8661;3.3095;2.2943;1.7266;;;1.1122;1.766;2.0415;0.9801
lux;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.1629
lva;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;7.1298;9.5214;;;;;8.7387;6.7818;2.7538;1.9729;;4.9189;7.4202;1.808;2.8197;4.6023;2.2024;1.1889;;5.5839
mac;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;5.0;5.5556;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;2.17;;;1.7241;0.0
mar;males_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.17;0.51;;;;;
