geo;indicator;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
can;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.2864;6.0342;6.4352;5.7814;5.7615;5.9633;8.9035;9.9546;9.7651;9.1058;8.2888;7.7369;6.9105;6.815;7.3485;9.2475;10.0414;10.2678;9.3542;8.4986;8.6413;7.832000000000001;7.0604;6.4266;5.7502;6.1837;6.5653;6.4439;6.0136;5.7594;5.3001;5.0596;5.0864;7.132999999999999;6.9182;6.2644;6.0415;5.8685;5.7522;5.8261;5.9603;5.4129
che;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;1.599;2.583;3.2489999999999997;3.534;3.0180000000000002;3.6191;4.0858;3.3199;2.6745;2.2528;2.0622;2.6548;3.6637;3.9818;3.8481;3.531;3.1545;2.8707;3.6737;4.5403;4.0693;4.1202;4.4598;4.6262;4.3697;4.7228;4.6503
chl;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.02;11.0;;6.7;;4.39;3.53;6.3631;3.94;3.845;3.3;4.7947;3.49;5.2860000000000005;5.18;5.482;8.867;8.23;8.443;8.142000000000001;7.749;8.326;7.53;7.359;6.641;7.273;9.356;7.385;6.2057;5.7118;5.3137;5.7533;5.9417;6.2859;6.5725
civ;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.7117;3.9177;;;2.4875;
cmr;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.7549;;;3.81;;;;3.1067;;;
cod;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.4884;;;;;;;4.0187;;;;;
cog;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.8586;;;;;;;;;;;;
cok;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.23;;;;;;;;;;;;;;;;;;;;6.81;;;;;;
col;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.78;5.86;;;;;5.54;3.77;;;7.57;;;;;11.923;12.434000000000001;11.142999999999999;10.77;9.14;;8.972000000000001;9.017999999999999;9.725;8.7807;7.9749;7.8387;7.3598;6.8654;6.8126;7.2002;7.5122
com;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.9347;;;;;;;;;;;;;
cpv;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.6;;;;;;;;;;;;;;;;;;;;;;;;;28.912;;
cri;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.022;3.299;2.805;2.545;2.815;3.0380000000000003;4.595;3.7889999999999997;3.48;3.8139999999999996;3.247;3.7289999999999996;4.132;4.138;4.177;4.325;3.5260000000000002;2.793;3.27;5.542999999999999;4.9281;7.8915;7.3059;6.353;6.197;6.7603;6.4589;6.3075
cub;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.55;2.2;;;;;;;
cym;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.61;1.73;3.08;2.99;;4.9;5.3;4.56;3.97;3.36;3.66;;
cyp;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.58;;;;;;;;4.534;3.2119999999999997;2.7723;3.5864;3.7247;4.5012;4.1302;3.3648;3.1603;4.583;5.3806;6.8191;10.4844;13.8988;13.8557;13.0706;11.717;10.4493
cze;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.96;;3.426;3.383;3.28;3.197;3.8159;5.1627;7.4385;7.8409;7.1770000000000005;6.3051;6.8732;7.311;7.1374;6.3608;4.9287;3.9755;5.9146;6.4422;5.9382;6.1215;6.228;5.5962;4.6412;3.5441;2.6656
deu;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.676;6.0621;6.2498;6.3085;6.6456;6.1146;5.4985;4.6584;5.0531;6.1641;7.3751;8.3084;7.6538;8.0771;8.9253;8.9255;8.0346;7.1152;7.2025;8.0497;9.2621;10.1954;10.3975;9.5014;7.9794;6.9983;7.2938;6.5424;5.399;4.9961;4.8688;4.6856;4.3765;3.9037;3.5336
dma;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.03;;;;;;;;;;12.82;;8.48;;;;;;;;;;;;;;;;
dnk;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0391;8.0134;7.1083;5.7095;5.3673;6.0954;7.4697;7.9459;8.6656;8.4556;10.2486;7.7895;6.156000000000001;6.0395;4.8464;4.5815;4.2795;4.0711;3.4675;3.7405;4.9611;4.7049;4.087;3.1702;3.1213;2.6304;5.1987;6.5917;6.6211;6.7141;6.2838;5.8788;5.7314;5.5383;5.2098
dom;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.59;;;5.2266;4.9213;3.6872;3.5856;4.1864;4.2661;4.7717;5.516;5.7537;6.0257;6.4399;5.8469;
dza;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.23;;;;11.27;9.6;10.76;8.57;7.81;7.66;7.73;8.09;7.27;;;;
ecu;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.29;;;;;;7.96;6.45;8.05;;3.4389999999999996;3.0945;6.89;4.1552;3.7529;3.0444;2.5569;2.3784;2.8258;3.9056;3.3591;2.8452;2.5301;2.3537;2.708;2.949;3.8859;3.3718
egy;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.2;4.48;;;5.74;;;;4.74;4.44;3.9154;5.0949;5.2211;8.3196;8.3638;9.1358;9.788;8.7111;8.1386;
esp;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.41;4.37;5.46;7.23;8.96;10.28;11.56;13.88;15.57;15.1863;14.9646;14.9003;13.8164;13.3012;13.3054;15.187999999999999;19.115;21.0468;19.9379;19.5491;18.3033;16.5838;13.7056;12.2577;9.0978;9.9658;10.1309;9.8764;7.9551;7.4737;7.2005;10.0742;16.3385;18.3737;19.8807;23.2607;24.4649;22.8001;20.5592;18.2137;15.9171
est;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.519;1.278;3.2880000000000003;6.292000000000001;7.316;9.413;9.51;10.1;9.6027;11.1679;13.2818;12.3545;8.9414;9.94;9.1785;7.7399;5.5658;4.1656;4.8598;12.8237;15.1336;11.4687;9.5053;8.2703;7.1569;5.5493;5.9275;5.2507
eth;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.1275;;;;;;2.17;;;;;;;;1.8614;;;;
fin;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.98;3.84;3.81;4.22;;3.85;;4.24;4.42;3.76;2.15;2.031;5.145;9.577;14.046;14.097000000000001;13.9737;11.9368;12.225;9.9027;8.509;7.9399;7.2475;7.3751;7.4723;7.4388;6.8073;6.1079;5.3288;4.8682;6.5964;6.7996;6.1497;6.1249;6.5898;7.1145;7.7077;7.4143;7.0827
fji;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.8849;;;;;;3.0718;;;4.39;;2.5862;
flk;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.97;;;;;
fra;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.4822;6.5341;7.3011;7.6758;8.4868;8.2216;8.1317;7.8257;7.7638;8.7998;9.7501;11.0714;10.4387;10.9535;11.1296;10.8258;10.6155;9.2659;7.7351;7.7618;7.5702;7.9510000000000005;7.4549;7.2213;6.6474;6.0288;7.3404;7.5848;7.6956;8.253;8.7453;9.1777;9.2561;8.9184;8.4727
gab;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.62;;;;;;;;;;;;;;;;;19.22;;;;;;;
gbm;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.86;;;;;2.53;;;;;2.16;
gbr;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.69;8.7324;9.6677;9.5778;9.5382;7.656000000000001;6.4215;5.9263;7.2196;8.5845;8.7543;8.2901;7.4399;6.9597;5.8659;5.0944;4.9532;4.4793;3.8305;4.1204;3.7616;3.609;3.4427;3.9917;3.7760000000000002;4.1561;5.8465;6.0809;6.1232;5.9502;5.6592;4.5797;4.0191;3.6353;3.1973
geo;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.98;12.23;13.12;13.88;12.57;14.17;15.85;;14.65;18.07;18.58;17.44;16.03;16.41;15.89;13.72;13.28;13.58;
gha;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.4;;7.88;;;;;;3.8583;;;;4.15;;;1.7151;;5.7944;;
gin;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.6226;;;;;;;;;;;;;;;
glp;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32.76;;;;;;;;;;;;;;;;;;
gmb;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.3719;;;;;
grc;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.77;4.07;6.0569;6.3662;5.995;5.5635;5.484;5.7206;5.4679;5.1477;5.7375;6.0106;6.6464;6.9895;7.2999;7.6964;7.6883;8.961;9.9029;9.6683;8.9385;8.7635;8.3632;9.1648;9.1769;8.1934;7.8245;7.2291;9.0404;12.1133;17.2398;23.721999999999998;26.8772;26.0194;24.4366;22.8208;20.7271
grd;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.58;;;21.91;;13.27;;11.09;;;;;;;;;;;;;;;;;;;
gtm;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.2201;2.0308;;;;;;2.9868;3.0058;2.2423;2.3157;1.78;1.4219;1.7279;
guf;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.72;;;;;;;;;27.69;;;;;;;;;;;;;;;;;;
gum;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.01;;;;;;;;;;;;;;;
guy;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.94;;;;;;;;;;;;;;;8.14;;;;;;;;;;;;;;;
hkg;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.23;1.93;1.17;0.87;0.68;0.89;1.36;1.52;1.48;1.45;2.61;2.24;1.77;3.69;;4.02;4.25;6.21;6.88;5.85;4.8;4.0;3.36;2.99;4.48;3.56;2.9;2.77;2.8;2.69;2.66;2.87;
hnd;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.7903;2.8712;2.6812;2.5276;2.6143;3.1628;3.5479;2.9643;3.5571;4.73;3.8807;3.5746;
hrv;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.3;;;;;;;;;;17.58;12.7674;11.8466;12.1472;10.8975;9.8602;8.6933;7.246;7.9747;10.17;12.4277;14.5431;15.4684;15.2684;14.3925;11.6421;10.1006
hti;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.82;;;;;;;;;;;;;;
hun;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.769;10.360999999999999;9.25;8.904;8.7749;7.8238;7.7652;6.2318;5.8593;5.1912;5.0945;5.2728;5.2954;6.3869;6.8407;6.8527;7.1554;9.1416;10.4155;10.1616;9.9999;9.1025;6.8052;6.0314;4.5278;3.6901
idn;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.15;2.8829;2.9362;3.0802;3.0591;3.3234;3.8669;3.815;5.0731;5.033;3.7227;3.4655;2.8428;2.4713;2.2897;2.0135;2.4186;2.4224;2.3369
ind;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.273;;;;;;1.4157;;;;;1.6852;;;;;1.146;;1.3709;;;;;
irl;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.534;14.9714;16.6831;16.4409;16.4661;16.0043;15.3102;13.2237;14.6397;14.0126;14.1567;13.2493;10.9225;10.8769;9.3896;7.1945;5.3842;4.0541;3.2828;3.7003;4.0089;4.0106;3.6734;3.8498;4.2611;5.6585;11.0334;13.0509;14.0729;13.9856;12.3943;10.7013;8.9053;7.5163;5.8591
irn;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.85;7.76;9.52;10.65;;;;9.16;9.78;11.05;10.91
irq;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.9212;;;;;5.5474;;;;;
isl;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.205;3.208;4.341;4.18;4.0984;2.5832;2.9786;2.2916;1.7080000000000002;1.3363;1.3328;2.4809;2.12;1.9405;1.6504;1.7635;1.3104;1.9321;6.1386;6.3359;5.6451;4.5522;4.6491;4.3206;3.1367;2.4835;1.8476
isr;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;2.49;;2.44;2.05;3.46;3.73;3.66;3.27;4.44;5.04;;;;;10.156;11.140999999999998;12.013;10.481;8.011000000000001;7.018;7.084;8.422;9.081;9.829;9.435;10.279000000000002;11.368;11.856;11.459000000000001;10.0;8.949;7.8870000000000005;6.819;8.829;7.546;6.421;6.115;5.6610000000000005;5.251;4.6739999999999995;4.217;3.75
ita;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.15;3.25;3.21;;4.18;4.3854;4.9542;5.0167;6.2136;6.4457;6.8758;7.3627;6.603;6.9869;6.4327;7.2188;8.3383;8.8243;9.0141;9.3788;9.7915;9.5148;8.7899;7.9637;7.78;7.4551;6.5367;6.6538;5.882000000000001;5.3101;5.9563;6.9327;7.5148;7.4658;9.5907;11.1956;11.8458;11.1632;11.1127;10.8544
jam;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.16;;;;11.79;;;;10.76;;;;;9.99;8.81;;;;8.37;;;;11.5258;12.4397;11.4497;11.1954;10.8207;9.5241
jpn;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;0.9669;0.8912;0.8815;0.9715;1.0324;0.9288;1.1019;1.5663;1.6342;1.62;1.871;1.6962;1.6588;1.7958;1.9034;2.2233;2.1933;2.1179;2.2115;2.2531;1.98;1.7751;1.6444;1.6393;1.7044;2.0047;2.3445;2.592;2.7158;2.8265;3.4357;3.9608;4.0489;4.3877;4.8665;4.715;4.3841;4.1676;3.8851;3.7002;3.8617;4.9666;4.8874;4.43;4.2635;4.085;3.592;3.4342;3.1445;2.8162
kaz;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.44;8.0;7.41;;;;6.47;6.61;5.91;5.61;5.61;5.57;;;;
ken;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.0236;;;;;;;;;;;;;;;;;;
kgz;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.87;;6.96;6.63;6.71;;;6.12;6.63;6.6;6.37;7.05;6.89;6.16;5.83;
khm;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.96;;;;;;;;;;1.08;;0.3;;1.2568;;;;;
