geo;indicator;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
ecu;females_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.37;10.28;10.94;2.58;12.84;13.04;11.15;8.62;8.72;14.07;12.64;15.92;19.25;6.436;5.205;13.88;6.1567;5.7046;4.7028;4.3629;3.9042;4.9843;5.8571;4.9497;4.2701;3.8135;3.6533;4.1286;4.497;5.8124;4.8972
egy;females_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.29;12.29;14.93;17.72;14.78;16.83;10.21;11.03;;;;;10.93;17.89;21.22;17.18;22.53;22.97;23.91;20.4;19.8;19.79;19.26;22.73;22.06;23.81;23.31;24.26;24.3;23.94;18.42;18.8756;22.3795;22.1123;22.441;24.0122;24.1659;23.9966;24.8138;23.576;
esp;females_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;2.6;3.38;4.24;2.0;5.54;7.97;9.7;12.8;15.99;18.69;20.52;23.04;25.04;25.0006;27.9218;27.9958;25.2695;24.1748;23.2062;25.2305;28.7385;31.5898;30.5261;29.5265;27.9835;26.609;22.8054;20.3258;15.0379;16.0425;15.6832;15.0345;11.985999999999999;11.3437;10.6975;12.8389;18.1267;20.2247;21.8119;25.0337;26.6715;25.4253;23.5483;21.3797;19.0273
est;females_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.695;1.527;3.463;6.64;7.932;8.861;9.227;9.5429;8.513;10.1466;11.6139;13.2367;8.6794;10.383;8.8339;6.9114;5.5853;3.7571;5.1376;10.3068;14.097000000000001;11.5788;9.1017;8.1557;6.8136;6.1345;6.0684;5.3002
eth;females_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.4;;;;;;;;;;3.3;;;;;5.0618;;;;;;3.2514;;;;;;;;2.9432;;;;
fin;females_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;1.6;1.04;1.54;1.67;2.38;1.85;2.02;2.93;4.97;6.08;5.72;4.95;4.81;5.17;5.31;4.97;4.07;4.58;4.36;3.95;3.12;2.6039999999999996;5.033;9.648;14.419;14.872;16.1583;15.5555;15.1754;13.5804;12.4431;11.9884;10.7574;10.1716;9.9403;10.5746;8.613;8.0816;7.1908;6.6887;7.5737;7.6416;7.1047;7.0549;7.5193;7.9544;8.8436;8.5826;8.389
fji;females_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.95;;;;;;;;;;;;;;7.84;;;;;;;;6.0;5.1593;;;;;;4.6152;;;8.51;;5.5395;
flk;females_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.43;;;;1.09;
fra;females_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;4.55;4.61;4.52;4.78;6.08;6.81;7.45;7.55;8.99;9.93;11.11;11.62;10.4611;12.0936;12.6295;12.2687;13.4674;12.7903;12.5931;12.1615;11.6116;12.83;13.4029;14.4851;14.0543;14.4857;14.4202;14.1068;13.9005;12.1941;10.5107;9.7993;9.1315;9.8754;9.2695;9.1109;8.0862;7.4422;8.8021;9.066;9.116;9.3585;9.7892;10.0297;9.884;9.8534;9.336
fro;females_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.21;1.86;2.14;1.12;3.86;8.03;5.74;3.23;4.85;;;;
gab;females_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.14;;;;;;;;;;;;22.37;;;;;28.52;;;;;;;
gbg;females_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;
gbm;females_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.7;2.7;1.9;2.6;4.5;5.3;5.6;6.0;6.7;6.6;5.1;2.8;1.6;1.3;3.26;2.7;;;;2.6;;;0.5;0.4;1.45;0.4;0.5;0.6;0.9;1.96;1.1;1.0;;;2.76;;1.7107299999999999;1.26;;2.2612900000000002;
gbr;females_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;1.2;1.5;1.0;1.0;1.9;3.1;3.7;3.8;3.7;4.8;6.8;7.5;9.7528;10.0099;10.989;10.8945;10.4239;8.6314;7.1441;6.6229;7.3983;7.4185;7.7418;7.3851;6.9137;6.3169;5.7958;5.3522;5.1502;4.8598;4.1127;4.3614;4.0637;4.1902;4.2926;4.9455;4.9606;5.086;6.4205;6.875;7.3406;7.3862;7.0386;5.8213;5.1251;4.6838;4.2199
geo;females_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.72;12.16;10.5;10.65;11.01;11.54;11.78;12.66;11.65;12.59;16.12;15.41;14.45;13.15;13.8;12.32;10.45;10.23;8.85;
gha;females_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;0.1;0.2;0.4;0.4;0.4;0.4;0.5;0.6;0.7;0.6;0.8;0.6;0.5;0.4;0.2;0.2;0.1;;;;;;5.5;;;;;;8.7;10.7;10.67;;;;;;4.7605;;;;5.77;;;2.3602;;6.5963;;
gib;females_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.03;;;;;;;;;;;;;;;;;;;;;;;;;;
gin;females_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.5507;;;;;;;;;;;;;;;
glp;females_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.2;27.2;;;27.0;33.0;31.0;33.0;34.0;;;;;;31.2;33.4;34.4;36.8;37.1;30.8;32.0;29.06;29.4;28.5;30.1;30.5;26.1;;26.41;25.98;25.84;24.99;28.31;;;25.4;
gmb;females_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.6286;;;;;
gnq;females_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
grc;females_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.71;8.12;11.6855;12.0996;11.7332;11.5636;11.3506;12.4597;12.3652;11.7258;12.8602;12.8777;13.6255;13.664000000000001;13.761;15.4237;14.8235;16.686;18.1898;17.0348;15.9028;15.3376;14.4628;15.9596;15.4305;13.7576;12.9056;11.5125;13.2828;16.3347;21.5126;28.2102;31.3468;30.1672;28.8525;28.0958;26.0684
grd;females_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.95;;;36.98;;24.88;;21.77;;;;;;;;;;;;;;;;;;;
grl;females_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.59;8.17;9.66;7.42;10.1;7.71;7.82;8.64;8.82;8.02;6.7;;;;7.7;9.6;10.2;10.1;10.3;9.3;;
gtm;females_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.09;2.22;;;;;4.17;;3.08;;4.37;;;;;;;;2.76;1.51;1.4;4.33;3.3927;3.3763;;2.53;;;;3.8316;6.6137;3.4432;3.6417;3.3659;3.5282;3.9377;
guf;females_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.6;9.3;8.8;10.8;13.7;;10.1;16.3;18.5;16.7;15.4;;16.8;29.02;11.6;;;;;;30.7;30.7;35.34;32.2;30.5;27.81;29.59;30.8;29.7;35.3;;29.25;35.55;24.95;25.52;26.06;26.3;;;25.2;
gum;females_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.84;9.92;;;;12.1;9.8;10.8;9.11;;;7.17;;;;;;3.7072;;;;;;;;11.49;;9.7;;7.7;7.7;7.5;9.9;;9.8;9.3;15.7;;;;;;
guy;females_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.92;;;;;;;;;;;;;;;15.26;;;;;;;;;;;;;;;
hkg;females_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.09;4.2;4.2;1.95;2.19;2.62;1.49;1.88;2.11;2.04;2.63;2.53;1.75;1.36;1.06;1.3298;1.5846;1.8875;1.9511;1.6847;2.8847;2.3322;2.0412;3.9932;4.82;4.0651;3.8588;5.9406;6.2388;5.6207;;;;;4.32;;;2.75;2.97;3.01;3.18;3.08;2.7726
hnd;females_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;8.9;;;;;;;;6.0;;;;10.92;10.26;;;6.12;5.54;2.93;;;3.4;4.42;3.32;4.35;3.89;;4.08;4.81;6.55;8.31;6.3829;4.3936;4.2831;3.8397;4.2592;5.3982;6.3069;5.1196;5.0848;6.9;6.3331;5.5036;
hrv;females_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.2;9.1;9.5;9.6;9.8;9.6;9.3;9.7;10.0;10.9;11.17;;20.1;;;10.09;10.13;19.0;21.2;23.4;21.34;17.2834;15.6283;15.2688;13.8363;12.6707;11.3398;10.3465;10.7088;12.3058;13.7198;15.9835;16.7585;18.2672;16.8986;13.7878;11.905
