geo;indicator;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
aut;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;1.95;2.17;1.65;1.57;1.62;1.63;1.53;1.56;1.28;0.52;0.98;0.99;1.94;2.02;1.86;1.93;1.87;1.81;1.73;1.98;1.5;1.39;1.28
aze;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.74;18.6;16.79;;;;27.54;27.53;27.05;26.65;26.25;26.41;26.05;26.01;26.18
bdi;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.63;;;;;;;;;;5.93;;;;;;10.82;;;9.73
bel;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;0.94;1.0;1.05;1.04;0.77;0.87;1.01;0.83;0.61;0.74;0.54;0.59;0.63;0.67;0.5;0.48;0.42;0.55;0.54;0.43;0.51;0.53;0.39;0.43;0.35;0.43;0.48;0.29;0.49;0.4;0.43;0.42;0.49;0.46;0.43
ben;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.27;12.53;;;;;;
bfa;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;52.19;;;;;;;;;;;;26.48;;;;;;;;31.26;;;
bgd;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;17.13;;;;10.1;;;9.9;;9.67;9.67;;;;7.02;2.79;;5.11;;;4.63;4.16
bgr;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.14;1.18;1.17;1.42;1.42;0.92;0.79;0.74;0.58;0.57;0.68;0.78;0.55;0.43;0.4;0.42;0.42;0.53
bhr;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;0.09;;;;;;;;;;0.03;0.55;0.54;0.08;0.53;0.53;0.5;0.49;0.48;0.49;;;;;;;
bhs;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;0.28;0.18;0.32;;0.22;0.32;;0.09;0.08;;0.04;0.08;0.22;0.03;;;;0.07;0.24;;0.23;;;;;;
bih;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.97;1.97;2.62;3.14;2.26;2.34;2.14;2.14;1.67;;;
blr;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.09;;;;;;;0.01;
blz;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;3.26;4.19;3.69;3.99;4.44;3.79;3.32;;;;;;3.74;;;;;;;;;;;3.53;3.31
bmu;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.08;;0.51;;;;;
bol;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;4.24;3.6;4.05;3.45;4.11;4.62;6.83;6.5;5.67;;16.16;14.7;20.0;18.19;14.97;14.97;16.14;16.78;15.0;9.93;8.34;;8.51;7.61;7.34;8.53;6.89;7.7;7.06
bra;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;4.31;;5.46;5.6;;5.09;4.83;4.65;4.58;4.81;3.05;3.99;3.92;3.93;4.03;3.68;3.29;3.24;2.53;2.43;;1.64;1.85;1.78;1.63;1.65;1.39;1.46
brb;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;1.04;0.71;0.19;0.78;;;0.16;;;;0.15;;;;;;;;;;;;;;;;;
brn;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;0.38;;;;;;;;;;;;;;;;;;;;;;;0.34;;;0.36
btn;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.34;45.98;;;42.06;34.84;35.51;25.41;;26.53;24.63;;
bwa;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;0.2;;;;;;;;;;1.37;;;;18.43;;16.9;1.43;;2.26;;;2.12;;;5.03;5.26;;;3.63;;;;
can;male_family_workers_percent_of_male_employment;;;;;;;0.46;0.46;0.44;0.43;0.35;0.37;0.4;0.46;0.37;0.31;0.31;0.29;0.24;0.19;0.18;0.19;0.21;0.26;0.17;0.2;0.18;0.25;0.22;0.19;0.16;0.13;0.13;0.15;0.12;0.12;0.12;0.09;0.11;0.09;0.07;0.09;0.08;0.11;0.1;0.09;0.11;0.1
che;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;1.94;1.73;1.87;1.83;1.66;1.91;1.9;1.75;1.42;1.32;1.37;1.68;1.46;1.73;1.64;1.59;1.56;1.71;1.57;1.47;1.57;1.61
chl;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;1.33;;1.06;;0.65;;1.98;1.51;1.64;1.67;1.6;1.27;1.42;1.35;1.55;1.38;1.32;0.95;1.04;1.15;2.45;2.63;2.46;2.69;2.63;2.44;2.59;2.42
civ;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.79;;;;;;;;;;12.67;9.44;;;8.9;
cmr;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;8.92;;;;;9.49;;;;;;16.2;;;19.63;;;;8.8;;;
cod;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.09;;;;;;;7.36;;;;;
cog;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.0;;;;;;;;;;;;
cok;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.42;;;;;2.05;;;;;;
col;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;0.84;0.7;0.63;0.38;0.38;0.75;0.44;0.98;0.6;4.79;3.41;4.61;3.5;3.37;2.12;3.22;2.73;3.63;2.98;2.81;2.82;2.64;2.53;2.34;2.2;2.02
com;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.93;;;;;;;;;;;;;
cpv;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.5;;;;;;;;;;;;;;;0.63;;
cri;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;6.35;4.93;4.87;4.67;4.14;3.51;3.28;3.3;3.22;2.9;2.64;2.98;2.37;2.2;2.55;;2.12;1.78;1.66;1.69;1.28;0.92;1.18;1.19;1.15;0.9;1.29;1.46;1.65;1.4;1.29
cub;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.14;0.12;;;;;;;
cym;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.05;0.12;;;0.1;;;
cyp;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.67;1.13;0.9;1.08;1.14;1.23;1.1;0.91;0.95;1.43;1.43;1.47;1.27;1.2;1.56;1.19;1.18;0.8
cze;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;0.2;0.25;0.28;0.2;0.18;0.16;0.22;0.21;0.26;0.15;0.33;0.33;0.34;0.22;0.25;0.33;0.31;0.27;0.2;0.25;0.45;0.23;0.25;0.21;0.18
deu;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;0.98;0.88;0.65;0.69;0.64;0.6;0.45;0.52;0.39;0.41;0.41;0.44;0.42;0.33;0.38;0.38;0.31;0.32;0.44;0.44;0.41;0.49;0.51;0.44;0.44;0.41;0.31;0.3;0.34;0.33;0.28;0.25;0.24;0.23;0.22
dma;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;2.96;;;;;;0.75;;1.37;;1.22;;;;;;;;;;;;;;;;
dnk;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;0.04;0.11;0.17;0.1;0.17;0.08;0.12;0.12;0.07;0.38;0.18;0.19;0.28;0.3;0.27;0.27;0.25;0.17;0.32;0.28;0.23;0.3;0.27;0.25;0.4;0.3;0.27;0.12;0.15;0.14;0.1;0.16;0.27;0.7;0.33
dom;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;2.4;4.02;2.19;1.91;2.03;1.4;1.41;1.57;1.87;1.94;1.89;2.01;2.05;1.24;1.41;1.31;1.24;1.29;0.99;1.52;1.16;
dza;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.82;;7.24;7.06;7.22;;;4.7;4.95;3.37;2.09;;1.98;1.61;;;
ecu;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;2.49;2.25;3.87;3.48;4.04;3.81;3.41;3.5;3.87;2.42;4.05;3.01;7.37;6.86;3.02;4.9;6.3;5.53;6.68;5.69;5.75;5.83;5.18;4.62;5.19;4.92;4.17;5.15;6.49;6.87
egy;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;9.59;8.76;9.27;;8.81;9.62;8.91;8.15;7.58;8.38;8.96;9.37;8.53;8.56;8.68;9.04;8.25;6.4;6.2;5.4;5.46;5.33;5.6;4.37;
eri;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;2.06;;;;;;;;;;;;;;;;;;;;;
esp;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;3.67;3.9;3.79;3.37;2.98;2.81;2.46;2.5;2.41;2.2;2.13;1.77;1.66;1.38;1.16;1.03;1.05;0.95;0.85;1.12;0.94;0.74;0.76;0.71;0.66;0.57;0.54;0.57;0.44;0.44;0.39;0.38
est;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;0.63;;;;;;0.95;1.04;1.19;0.64;0.58;0.42;0.72;0.57;0.24;0.69;0.24;0.17;0.13;0.07;0.18;0.24;0.3;0.26;0.26;0.21;0.06;0.14;0.22
eth;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.96;;;;;;23.11;;;;;;;;23.79;;;;
fin;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;1.72;1.69;1.57;1.61;1.61;1.62;1.66;1.63;1.19;0.64;0.85;0.72;0.68;0.55;0.42;0.51;0.62;0.6;0.66;0.59;0.67;0.62;0.58;0.59;0.57;0.59;0.56;0.58;0.49
fji;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.79;;11.35;10.4;;;10.48;;;16.35;;;0.29;;0.79;
fra;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;1.04;1.06;1.11;1.07;1.12;0.97;0.95;0.87;0.89;0.7;0.75;0.76;0.66;0.64;0.56;0.48;0.47;0.41;0.35;0.42;0.55;0.54;0.47;0.47;0.32;0.28;0.26;0.28;0.24;0.26;0.2;0.19;0.14;0.16;0.14
gab;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;0.8;;;;;;;
gbr;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;0.38;0.3;0.34;0.29;0.29;0.25;0.19;0.23;0.25;0.24;0.2;0.19;0.26;0.23;0.24;0.24;0.23;0.22;0.25;0.24;0.28;0.26;0.32;0.28;0.33;0.31
geo;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.22;21.5;22.71;23.2;20.07;19.87;18.82;19.02;;;19.64;18.38;16.09;16.3;15.44;14.09;14.47;13.61;14.7;
gha;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.78;;;16.33;;5.29;;
gin;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.16;;;;;;;;;;;;;;;
gmb;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.98;;;;;
gnq;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;16.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
grc;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;4.65;4.8;4.69;4.82;4.54;4.71;4.96;4.76;4.68;4.6;4.99;5.0;5.2;5.04;5.14;5.53;5.14;5.15;4.56;4.18;4.33;3.17;3.3;3.81;3.71;3.39;3.34;3.3;3.37;3.08;2.9;2.99;2.96;2.56;2.46
grd;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;1.35;;;;;1.08;;0.71;;;;;;;;;;;;;;;;;;;
gtm;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.64;;15.09;;21.26;10.96;9.87;;;;;;10.07;11.08;11.35;8.6;8.44;8.42;6.82;
hkg;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;0.18;0.16;0.1;0.11;0.09;0.1;0.12;0.12;0.14;0.15;0.16;0.18;0.2;0.15;0.11;0.14;0.16;0.1;0.11;;;;;0.09;
hnd;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;11.26;11.27;9.67;;9.66;10.18;13.92;12.43;11.86;12.25;;12.84;13.0;12.55;13.71;9.38;9.39;7.66;8.14;8.14;9.82;10.93;10.97;8.59;7.14;8.6;7.41;
hrv;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;4.13;4.08;2.95;2.82;2.17;2.41;2.48;2.03;1.56;1.1;1.09;1.19;1.04;1.12;1.22;1.16;1.15;0.9;0.8;1.17;0.89;1.06
hti;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;12.32;;;;;;;;;;;;;2.24;;;;;;;;;;;;;;
hun;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;0.74;0.69;0.67;0.67;0.66;0.73;0.52;0.52;0.44;0.47;0.33;0.34;0.21;0.26;0.27;0.25;0.26;0.35;0.23;0.24;0.26;0.23;0.25;0.27;0.23;0.14
idn;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.46;8.05;7.02;8.46;7.49;7.71;7.68;7.81;7.92;8.19;8.21;7.36;7.13;6.98;6.45;5.76;6.07;5.88
ind;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;13.23;;;;;;12.42;;;;;13.14;;;;;10.87;;10.33;;;;;
irl;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;2.77;2.57;2.05;1.52;2.31;2.28;2.11;2.01;1.58;1.32;1.29;1.19;1.01;0.83;0.9;0.9;0.93;0.87;0.75;0.71;0.73;0.6;0.59;0.37;0.6;0.7;0.82;0.85;0.63;0.87;0.74;0.71;0.67;0.74;0.63
irn;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;3.36;;;;;;;;;;;5.37;4.8;4.93;4.1;;;;2.46;2.37;2.33;2.48
isl;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;0.75;;0.39;0.26;;0.24;0.25;0.25;;;;0.09;0.08;;;;;0.09;;;;;0.13
isr;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;0.16;0.19;0.23;0.22;0.19;0.19;0.23;0.18;0.24;0.18;0.18;0.12;0.07;0.09;;0.14;;0.1;0.09;0.06;0.07;0.06;0.05
ita;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;2.57;2.65;2.6;2.74;2.59;2.55;2.42;2.19;2.33;3.09;2.82;2.82;2.82;2.72;2.82;3.02;2.77;2.83;3.09;2.97;2.93;1.75;1.23;1.27;1.3;1.2;1.14;1.18;1.13;1.07;1.0;0.98;1.01;1.07;1.0
jam;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;2.12;2.19;1.45;1.65;2.01;1.61;1.31;1.28;1.58;1.3;1.15;0.65;0.68;0.5;0.38;0.49;0.52;0.41;;;0.64;0.64;;;;;
jpn;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;2.5;2.3;2.12;1.95;1.88;1.82;1.74;1.75;1.71;1.72;1.65;1.59;1.55;1.56;1.56;1.5;1.21;1.12;1.1;0.99;0.94;0.96;0.97;0.89;0.91;0.83;0.82;0.82
kaz;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.86;0.72;0.8;1.02;1.04;1.16;0.89;0.65;0.76;0.76;0.77;0.52;0.37;;0.13;;
ken;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.61;;;;;;;;;;;;;;;;;;
kgz;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.54;9.44;9.61;10.13;8.77;;;6.39;6.02;5.67;5.73;7.12;6.45;4.72;4.98;
khm;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;26.63;;;;26.59;31.56;;;;;;;25.24;;19.53;;13.54;;5.2;3.5;;
kir;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.31;;;;;;;
kna;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;0.75;;;;;;;;;;0.45;;;;;;;;;;;;;;;;
kor;male_family_workers_percent_of_male_employment;13.38;12.5;13.06;14.21;12.5;11.98;11.75;10.2;8.71;7.42;7.26;7.42;6.67;5.81;4.72;4.4;4.33;3.69;3.16;2.8;2.46;2.35;2.21;2.08;1.83;1.67;1.67;1.56;1.92;2.08;1.96;1.85;1.66;1.33;1.26;1.28;1.19;1.2;1.23;1.28;1.3;1.19;1.16;1.1;1.02;0.98;0.99;0.99
kos;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.8;;8.8;8.15;8.07;
kwt;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.02;;;;;;;;;;0.0;0.02;
lao;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;29.1;;;;;;;;;;26.83;;;;;24.49;;;;;;;31.93
lbn;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.02;;;3.95;;;;;;;;;;
lbr;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.54;;;;;;;
lca;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;1.67;1.22;0.88;1.82;1.52;1.02;0.61;0.54;;;;;;;;;;;;;;;;;
lka;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;6.7;5.9;5.1;6.1;5.5;6.81;6.2;6.5;5.5;4.8;4.8;4.5;3.2;4.42;4.43;4.52;4.45;4.41;4.47;3.73;2.99;2.86;;;
lso;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;15.21;;;;;;;;;;;;;;;;;;;;;4.12;;;;;;;;;
ltu;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.41;3.89;2.47;3.25;2.93;3.04;2.04;2.04;1.59;1.21;1.0;1.33;1.44;1.3;1.15;0.87;1.16;0.86;0.74;0.65
lux;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;0.84;0.73;0.7;0.52;0.44;0.33;0.43;0.42;0.25;0.22;0.26;;0.18;0.15;0.19;;0.2;;0.17;;;;0.03;0.03;;;0.39;0.19;0.33;0.31;0.22;0.42;0.63;0.61;0.7
lva;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;3.83;5.27;4.73;5.25;3.43;4.68;4.18;3.53;3.14;2.26;1.58;1.61;1.5;1.68;1.4;1.12;1.07;1.06;1.04;1.04;1.03;1.03
mac;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;0.28;0.19;0.28;0.29;0.19;0.19;0.28;0.46;0.26;0.16;0.14;0.12;0.17;0.24;0.25;0.12;0.17;0.05;0.1;0.1;0.05;
mar;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;16.82;;;;16.36;21.4;5.47;5.63;22.25;21.58;23.05;22.79;17.02;16.53;15.04;15.63;14.08;13.17;12.46;;;;;
mda;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.29;5.47;4.74;4.75;1.32;0.54;0.79;1.57;1.27;1.3;1.76;1.87;1.77;1.35;1.29;1.33;2.59;2.18;2.05
mdg;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;24.28;;;;;;;;;;29.72;;32.09;;;;;30.68;;26.81;;;23.53;;
mdv;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;4.03;;;;;4.11;;;;;1.29;;;;;;;;;;;;;;2.91;;2.35;
mex;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;6.51;11.08;9.37;12.22;9.86;9.24;9.1;8.89;7.89;7.37;6.13;6.0;6.27;6.0;5.72;5.08;4.6;4.52;4.5;4.65;4.79;4.33;4.43;4.26;4.02;3.86;3.46;3.32
mhl;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.81;;;;;;;;;;;;;;;;;;
mkd;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;4.54;3.44;6.16;6.65;7.39;9.39;7.8;7.02;6.36;6.42;7.11;7.02;6.33;6.66;6.03;6.08;4.98;5.38;5.54;5.06;4.23;3.38
mli;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.38;;30.87;18.48;;;;;;;38.54;29.38;25.84;
mmr;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.69;;16.62
mne;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.89;;1.48;2.53;1.39;1.43;1.09;1.78;;;1.82;1.7;2.18
mng;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.03;;;18.4;;;;19.94;14.82;10.26;4.56;2.79;2.7;0.95;1.31;0.82;1.41;1.43
moz;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.73;;;;;;;;;;;;13.5;;
mrt;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.02;;;;;
mus;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;1.49;;;;;1.58;;;;;0.46;0.92;0.65;0.86;0.77;0.85;0.66;0.91;0.87;0.67;0.87;0.67;0.78;0.8;0.84;1.07;0.87;
mwi;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.53;;;;
mys;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;2.37;;;;3.29;2.95;2.74;2.99;3.3;2.66;2.31;2.06;2.16;2.43;2.3;2.76;2.74;2.61;2.44;2.47;2.41;2.6;2.48;2.28;2.16;2.34;
nam;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;14.51;;;6.4;;;2.59;12.82;;;3.23;;;;1.0;;2.09;;4.57;3.77;5.05;;2.75;
ncl;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;0.26;;;;;;;;;;;;;;;;;;;;;
ner;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.4;;;;;;
nic;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;;;;;;;;;;;5.36;;3.95;3.26;3.74;4.01;3.09;13.12;;;14.81;14.41;14.53;12.2;;;;;;14.81;;10.03;;;
nld;male_family_workers_percent_of_male_employment;;;;;;;;;;;;;;0.47;;0.38;;0.6;0.41;0.29;0.34;0.34;0.33;0.38;0.43;0.43;0.41;0.32;0.23;0.2;0.33;0.27;0.18;0.19;0.18;0.21;0.19;0.23;0.18;0.2;0.25;0.29;0.3;0.26;0.23;0.3;0.22;0.16
