geo;indicator;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
bel;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.4243;5.8706;4.9673;6.1512;5.2474;6.2548;4.2181;3.5552;2.7543;2.8204;3.5549;4.9181;3.9581;4.4835;4.6695;5.3195;5.6624;3.2225;2.9795;3.4835;1.6828;3.6298;4.4286;4.7611;4.2388;4.3606;5.11;4.6308;4.0254;4.4922;5.3934;5.3674;5.6160000000000005;5.6631;5.8726
ben;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.31;;;;;;;;0.31;0.7989;;;;;;
bfa;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.71;;;;;;;;5.1077;;;
bgd;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.81;;;1.8544;;;;2.1634;;;0.9383;;;1.05;0.8691
bgr;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.1514;18.4139;14.9582;11.6488;10.2085;8.6259;7.8557;6.8165;5.5197;6.2869;8.9826;8.8127;10.4164;12.3739;11.6664;8.6938;7.3311;5.8842
bhr;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.15;;;;;;;;;;;;;;;;;;;0.25;0.26;0.27;;;;;
bhs;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.34;;;;;;;;5.94;;;;;5.93;;8.16;;4.93;3.69;6.77;;6.05;;;;;;
bih;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.27;14.61;15.86;
blr;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.13;
blz;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.84;;;4.73;0.79;
bmu;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.56;;;;;;;;;2.7;6.09;;7.65;6.05;8.57;;;
bol;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.75;15.88;;15.7;15.03;;1.86;;;2.56;;;;;;;;;;1.7135;1.2822;2.988;0.6604;1.4181;;0.7907;1.1393;0.5859;0.7395;1.0147;1.1471;1.1277
bra;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;2.1678;3.3554;3.0817;3.7465;4.3414;;4.2858;3.6207;4.0169999999999995;3.4466;3.4146;3.3517;3.0513;2.5743;3.2030000000000003;;2.4726;2.6906;2.5108;2.5182;3.3357;5.1296;6.0462
brb;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.19;;;8.7;9.78;11.11;9.9;5.95;8.05;13.04;;;10.75;;4.95;;;;;;7.14;;;;;;5.77;6.03;;;7.2;6.25;5.53;4.69;
brn;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.556;;;1.9165
btn;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.5;;;;0.69;1.26;0.3;0.19;0.41;0.06;0.16;;
bwa;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.2;;;;;;3.63;;;;;16.48;;;;;;;;;;5.9;;;6.0409;6.38;;;;;;;
can;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.2122;5.1901;5.6129999999999995;4.7419;4.6774;4.5743;7.0766;8.4219;8.1368;8.3883;7.4516;7.1172;6.3264;6.3578;6.0914;8.2588;9.2866;9.9577;9.1866;8.3262;7.8062;7.6029;6.861000000000001;5.9466;5.4761;5.8215;6.2603;6.2687;5.9183;5.3738;5.2261;5.0614;5.3671;6.9634;6.5921;6.6308;6.2037;6.3313;6.1528;6.0775;6.3585;5.7743
che;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.93;1.071;2.325;3.4760000000000004;4.073;3.125;3.1719;2.8999;3.1207;2.5413;2.7183;1.7;1.9865;2.4888;3.2237;3.7079;3.0509;3.1193;2.5586;2.7208;3.4927;3.5339;3.3516;3.2579;3.3201;4.0326;3.7743;3.8263
chl;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.08;7.27;;4.61;;3.42;3.01;4.9125;2.08;2.8412;2.15;3.6781;2.57;4.086;4.087;4.544;7.465;7.017;5.999;5.665;5.736000000000001;5.45;4.971;4.6419999999999995;4.73;4.601;6.678999999999999;4.4559;4.0602;3.5666;3.0852;3.8527;3.2266;4.1154;4.197
civ;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.1830000000000003;2.8560000000000003;;;0.8771;
cmr;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.146;;;0.87;;;;1.6144;;;
cod;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.9093;;;;;;;1.4278;;;;;
cog;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.7327;;;;;;;;;;;;
cok;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.3;;;;;;;;;;;;;;;;;;;;6.27;;;;;;
col;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.91;5.51;;;;;3.94;2.85;;;4.3;;;;;7.921;8.406;7.587000000000001;7.143;6.13;;5.894;5.905;7.065;6.1668;5.5127;5.4533;4.913;4.9053;4.7694;4.9965;4.8721
com;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.5368;;;;;;;;;;;;;
cpv;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.65;;;;;;;;;;;;;;;;;;;;;;;;;28.7752;;
cri;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.362;3.075;1.3319999999999999;1.929;1.114;2.44;2.123;3.5780000000000003;2.0340000000000003;1.3719999999999999;2.785;2.69;2.0340000000000003;3.9939999999999998;4.455;3.157;2.7539999999999996;2.0380000000000003;2.533;2.65;3.448;5.909;5.3421;3.7060000000000004;3.687;4.3642;4.1228;3.5387
cub;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.42;0.6;;;;;;;
cym;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.34;3.3;3.58;2.73;;5.9;5.69;5.81;6.95;5.52;2.05;;
cyp;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.8;;;;;;;;3.4791;5.4629;3.5213;4.3739;5.3402;3.5491;3.2596;3.1084;3.2486;4.3169;4.7299;4.8601;9.6713;12.4006;16.2655;15.5738;11.5028;7.8401
cze;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.51;;3.909;3.5469999999999997;2.9189999999999996;3.6189999999999998;3.8271;3.7756;4.8557;5.2629;4.4483;3.8917;4.4302;5.4316;5.1565;5.317;4.6389;3.8846;5.6601;6.4966;5.8128;5.8276;5.8112;4.9259;4.3779;3.8215;2.3985
deu;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.4205;4.4179;6.0694;6.7957;7.2078;7.3366;7.9961;7.4598;7.2943;8.5054;10.4449;11.9579;11.6301;13.2682;15.1889;15.3767;14.189;12.7446;11.9911;11.1818;12.613;12.8281;12.735999999999999;12.3609;10.339;8.4709;7.9894;7.6031;6.419;5.8611;5.6872;5.1132;4.6957;3.8779;3.3895
dma;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.66;;6.02;;;;;;;;;;;;;;;;
dnk;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.1885;5.0587;5.9319;4.9998;5.8729;5.9246;7.1442;6.1153;8.613999999999999;8.5609;8.821;6.4733;8.0204;6.1074;5.0617;5.0794;4.2374;4.0371;3.9734;4.6779;3.903;5.6292;5.1659;3.8855;3.4239;2.6113;4.1276;5.4503;5.7458;5.4842;5.1386;4.8072;4.3643;4.0281;3.7157
dom;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.73;;;2.5789;1.2442;1.0888;1.3635;1.9203;2.0837;1.3605;1.9564;1.8678;1.7167;2.2096;2.2936;
dza;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.79;;;;1.32;1.04;1.47;1.01;1.49;1.46;1.54;2.03;1.52;;;;
ecu;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.7;;;;;;4.41;5.49;5.62;;2.1807;1.4867;5.89;3.6853;2.6531;0.7933;1.2933;1.0683;1.6863;1.5125;1.6139;0.7947;1.0090000000000001;1.1111;1.2212;1.1728;1.8368;1.3071
egy;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.128;0.4821;0.2856;2.05;0.3519;0.6095;1.006;0.6076;1.1228;
esp;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.85;3.4;4.08;5.08;6.2;6.99;7.4;9.93;10.49;11.3813;9.4808;9.0393;9.1398;8.2159;8.1529;9.1196;10.7834;12.7563;12.3117;11.5825;11.4998;10.2579;9.6294;9.8157;6.3421;7.0749;6.8166;7.4743;6.3042;5.7586;5.9685;7.3569;12.0733;14.2103;15.0975;18.0228;20.0242;19.9715;18.5966;17.0275;15.3213
est;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.21100000000000002;0.62;2.069;3.485;5.1579999999999995;6.244;6.242000000000001;5.5533;5.354;6.0902;8.5567;9.2342;10.1751;7.4033;4.5836;5.4264;4.1351;3.5615;4.0772;9.3419;16.3082;11.6011;7.1613;6.0457;5.4386;6.0357;8.0516;5.729
eth;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.7661;;;;;;1.0196;;;;;;;;0.6851;;;;
fin;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.13;5.37;5.78;5.73;;6.55;;6.36;4.52;4.65;3.74;2.252;5.069;10.849;15.714;18.957;13.1224;14.7761;12.7862;13.3237;10.4372;9.377;8.9666;7.5144;8.2534;8.3468;6.8756;6.7729;6.3454;5.3936;6.2265;6.5229;6.4208;6.5831;6.9516;7.2673;8.022;7.5229;7.8186
fji;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.7863;;;;;;0.894;;;0.68;;;
flk;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.03;;;;;
fra;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.2811;6.5681;6.8564;7.3903;7.8012;7.6568;7.0888;6.5166;6.5057;7.4779;7.337000000000001;6.6833;6.4896;8.1241;7.9029;8.3174;8.1118;7.3483;5.8418;5.2965;4.7451;5.6432;4.5745;4.9601;4.3835;3.9961;5.4083;5.774;5.7128;6.1983;7.0134;7.4509;7.3645;7.2105;6.5061
gab;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.74;;;;;;;;;;;;;;;;;6.89;;;;;;;
gbm;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.68;;;;;2.13;;;;;2.4;
gbr;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.1252;7.9302;8.6745;8.8144;9.6739;9.031;7.7056;7.3334;7.7461;8.1454;10.0175;9.1293;7.6344;7.0866;6.34;5.3646;5.1298;4.4919;3.2733;3.4639;3.3206;3.0857;2.7453;3.0098;3.2063;3.1401;4.5892;4.7353;5.0137;4.9421;4.815;4.0372;3.4462;3.6935;3.5393
geo;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.34;6.53;6.69;7.98;7.0;7.39;7.8;;8.11;9.89;8.61;9.91;7.7;8.75;6.78;6.56;6.45;5.66;
gha;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.7;;8.75;;;;;;2.1215;;;;2.92;;;0.4618;;2.8996;;
gin;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.5626;;;;;;;;;;;;;;;
glp;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.13;;;;;;;;;;;;;;;;;;
gmb;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.4938;;;;;
grc;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.5612;2.3275;2.1274;1.9223;2.0604;1.8115;1.7457;1.6247;1.7603;2.3778;2.7742;3.1042;3.4031;2.9709;3.199;3.1579;4.2666;3.7039999999999997;4.0549;3.8031;3.1117;4.2383;3.7651;3.7032;3.3624;3.2369;4.5697;6.2327;8.4124;13.4556;16.212;17.1882;17.5125;19.1676;18.1445
grd;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.07;;;18.21;;11.8;;6.55;;;;;;;;;;;;;;;;;;;
gtm;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.2863;;;;;;1.9154;1.1933;0.6974;0.37799999999999995;;0.6314;0.8288;
guf;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.49;;;;;;;;;19.35;;;;;;;;;;;;;;;;;;
gum;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.28;;;;;;;;;;;;;;;
guy;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.32;;;;;;;;;;;;;;;6.43;;;;;;;;;;;;;;;
hkg;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.29;2.94;2.57;3.09;2.36;1.25;0.8;0.71;;1.18;1.54;1.66;1.69;2.95;2.32;1.72;4.12;;5.33;4.82;7.9;8.85;8.83;6.82;5.37;4.35;3.4;4.96;4.02;2.91;2.71;3.15;3.14;2.85;2.79;
hnd;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.2276;0.9872;0.9468;1.2177;0.8534;1.7748;1.6045;1.2655;0.971;1.5991;1.4597;2.7858;
hrv;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.32;;;;;;;;;;10.6;7.2463;6.7525;6.4886;7.2252;6.0264;6.0652;5.4773;5.8295;6.5371;7.7266;10.4064;9.9123;11.5638;11.5883;9.5669;7.4704
hti;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.51;;;;;;;;;;;;;;
hun;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.599;8.441;6.9670000000000005;5.417000000000001;5.8723;5.5845;6.1315;2.728;3.1189999999999998;2.8363;2.9363;2.852;2.8656;3.8728;3.9654;4.3794;5.124;6.4922;7.9027;9.1789;8.4003;8.0547;6.3743;5.7715;4.4023;3.5871
idn;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.35;0.41700000000000004;1.1175;1.1853;1.6314;1.5197;0.9279;0.9806;1.1486;0.8139;0.9521;1.2063;0.8899;0.7762;0.7108;0.6694;0.6558;0.6844;0.7671
ind;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.09;;;;;;0.1361;;;;;0.3628;;;;;0.2103;;0.304;;;;;
irl;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.9274;10.2074;10.3258;10.5702;12.1539;11.8162;11.1755;9.4972;9.4098;8.3559;8.2117;8.4206;7.7443;6.769;6.1641;5.0472;4.2551;2.5309;2.6419;2.3693;2.3678;2.4192;2.7948;2.4183;2.472;3.4214;6.5120000000000005;8.7159;9.6138;10.5114;10.785;9.5199;7.7386;6.3952;5.7384
irn;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.27;2.89;4.11;5.48;;;;2.76;3.44;4.43;3.78
irq;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0525;;;;;3.0714;;;;;
isl;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.126;2.761;4.3580000000000005;3.793;3.1206;3.0377;2.6067;1.8781;;;;1.5297;2.7910000000000004;4.5401;1.4255;1.4074;0.8945;1.5932;3.6555;4.3595;5.4613;4.2365;3.2212;3.0012;3.2110000000000003;2.0883;1.7996
isr;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;1.78;;;;;;;;;;;;;;;;4.678999999999999;9.215;9.366;8.868;6.462000000000001;6.057;5.9639999999999995;6.457000000000001;8.41;8.669;8.732000000000001;8.231;8.236;8.416;9.51;8.886000000000001;8.186;6.835;5.775;6.915;6.399;5.513;4.79;4.408;4.096;3.9210000000000003;3.793;3.4410000000000003
ita;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.31;21.29;15.96;;5.26;1.7287;1.8011;1.501;2.0587;2.2147;1.7214;2.2378;1.7535;1.8893;2.1985;3.0952;3.5768;4.2224;4.4883;4.5593;4.6625;4.9002;4.6577;4.631;4.1631;4.243;4.1456;3.5086;2.8811;2.4087;3.1094;3.3987;3.5754;3.8446;5.2552;5.7306;5.4778;5.5428;5.7444;5.778
jam;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.89;;;;7.43;;;;4.77;;;;;4.76;3.53;;;;4.25;;;;5.6075;5.3107;4.8533;5.9151;4.75;4.4966
jpn;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;1.2;1.2;1.3;1.5;1.7;1.5;1.6;2.3;2.6;2.8;3.0;3.1;2.8;3.2;3.4;3.7;3.9;3.7;4.1;4.2;3.6;3.1;2.7;2.5;2.5;3.0;3.6;3.7;4.2;4.0;5.0;5.4;5.5;5.7;5.9;5.6;4.5;4.1;3.9;3.4;3.6;4.7;5.0;4.43;4.1;3.7;3.2;3.1;2.9;2.7
kaz;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.14;5.18;6.13;;;;7.55;6.59;6.0;5.27;5.05;4.18;;;;
ken;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.9888;;;;;;;;;;;;;;;;;;
kgz;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.45;;3.65;3.09;5.36;;;3.41;3.49;3.81;3.89;6.15;4.45;3.75;2.81;
khm;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.66;;;;;;;;;;0.88;;0.0;;0.4129;;;;;
kna;aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.02;;;;;;;;;;;1.64;;;;;;;;;;2.19;;;;;;;;;;;;;;;;
