geo;indicator;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
irl;females_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.2934;16.6527;17.9383;18.6067;17.9218;16.9028;15.7378;14.2406;15.4643;13.9106;14.0936;13.2471;10.7223;10.6177;9.1762;6.5604;4.9169;3.7135;3.0786;3.2129;3.4873;3.2268;3.2385;3.5432;4.3896;4.8835;8.4097;10.2122;11.6152;11.7638;11.285;9.9648;8.2415;7.0586;5.4411
irn;females_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.9;12.23;13.65;16.34;;;;17.0;17.23;18.73;17.77
irq;females_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.8465;;;;;10.079;;;;;
isl;females_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.64;3.79;4.765;4.979;4.3017;2.7393;3.3824;3.4046;2.3724;2.2143;1.8725;2.7771;2.2221;1.5993;1.7062;2.0139;1.5184;1.6964;4.9459;5.6252;5.6901;4.4053;4.957;4.9607;3.7324;2.7671;1.9777
isr;females_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;3.21;;3.3;;3.51;2.81;4.36;4.59;4.05;3.94;5.23;5.34;;;;;12.175;14.307;15.382;12.772;10.492;8.89;8.245;9.66;9.843;10.212;9.783999999999999;10.739;11.289000000000001;12.207;12.235999999999999;10.33;9.196;8.43;6.952999999999999;8.636000000000001;7.077000000000001;6.327999999999999;6.184;5.817;5.194;4.873;4.441;3.847
ita;females_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.39;6.7;6.62;;7.91;8.068;8.8539;8.9009;10.6964;10.837;11.8132;12.2911;11.2864;11.9643;10.0446;10.9248;11.9487;12.5203;12.595;12.9121;13.8536;13.5984;12.5128;11.1577;10.9624;10.3433;8.5997;8.9346;7.8207;7.111000000000001;7.7279;8.4412;8.8916;8.7574;10.9316;12.3343;13.1855;12.1911;12.4513;12.3098
jam;females_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.95;;;;17.31;;;;16.39;;;;;15.11;12.59;;;;11.55;;;;15.2651;16.9022;15.5276;15.2756;15.17;13.1866
jpn;females_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;0.9877;0.9796;0.813;0.9934;1.0552;1.0008;1.2298;1.6781;1.5567;1.7844;2.0083;1.9009;1.9463;1.9231;2.0888;2.4825;2.6515;2.5094;2.6168;2.5989999999999998;2.3853;2.1674;2.0735;2.0552;2.1053;2.4005;2.8488;3.0180000000000002;3.0495;3.2824;3.8939;4.3527;4.321000000000001;4.6256;5.1581;4.9162;4.4557;4.4143;3.9138;3.8680000000000003;4.0479;5.0511;4.7727;4.413;4.169;3.9466;3.5971;3.3149;3.0735;2.7568
kaz;females_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.61;9.82;9.05;;;;7.94;7.53;6.85;6.51;6.89;6.28;;;;
ken;females_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.0881;;;;;;;;;;;;;;;;;;
kgz;females_aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.74;;7.4;7.54;7.48;;;7.54;7.68;7.69;7.51;8.31;8.28;7.45;7.13;
