aze;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.89
bdi;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.46
bel;age_at_1st_marriage_women;;;;;;;;;;24.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.32;;;;;;22.84;;;;;;;;;;22.35;;;;;;;;;;22.24;;;;;;;;;23.61;;;;;;;;;;;;;;;;30.34
ben;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.71;;;;;;;;;;;;;;;;;;;;;;;;;;20.33
bfa;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.4
bgd;age_at_1st_marriage_women;;;;;;;;;;;;;;;12.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.6;;;;;13.7;;;;;;;;;;14.4;;;;;;;;;;13.9;;;;14.8;;;;;;;;;16.6;16.4;;;;;16.4;;17.7;;;;;;;;;;;;;;;;;;;;;;;18.67
bgr;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.32;;;;;;;;;;21.44;;;;;;;;;;;;;;;;;;;21.31;;;;;;;;;;;;;;;;24.16
bhr;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.9
bhs;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.19
blr;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.78
blz;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.18
bol;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.6
bra;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.1
brb;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.77
brn;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.0;;;;;;;;;;;;;;;19.7;;;;;;;;;;;22.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.15
btn;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.09
bwa;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.11
can;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.1;23.0;;23.2;;23.8;;24.1;;;23.9;;;;;23.3;;;;;22.5;;;;;22.2;;;;;21.8;;;;;21.5;;;;;21.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.76
che;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.26;;25.94;;25.59;;;;;;;;;;;;;;;;;;;;22.87;;;;;;;;;;23.14;;;;;;;;;;25.87;;;;;;;;;;;;;;;29.12
chl;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.37
chn;age_at_1st_marriage_women;;;;;;;;;;;;;19.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.65;;;;;18.21;18.21;18.34;18.41;18.46;18.6;18.69;18.53;18.59;18.57;18.68;;;;;19.07;;;;;19.57;;;;;19.74;;;;;20.19;;;;;21.74;;;;23.12;;22.82;22.62;;;;;;;;;;;;;;;;;;;;;;;23.31
civ;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.72;;;;;;;;18.72;;;;;;;;;;;;;;;;;;;;;22.0;;;;;;22.0
cmr;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.15
cod;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.02;;;;;;;;;;;;;;20.02;;;;;;;;;;;;;;;;;;;;;
cog;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.57;;;;;;;;;;;;;;22.57;;;;;;;;;;;;;;;;;;;;;
col;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.0
com;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.77;;;;;;;;;;;;;;;;;;;;;;;;;23.61
cpv;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.61;;;;;;;;;;;;;;;;;;;;;;;;;25.69
cri;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.39
cub;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.48;;;;;;;;;;;;;;;22.17;;;;;;;;;;;;;;;;;;;;
cyp;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.22
deu;age_at_1st_marriage_women;;;;;;;;;;;;;26.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.93;;;;;;;;;;;;;;;;;;;;;22.11;;;;;;;;;;;;;24.31;;;;;;;;;;;;;;;;;30.13
dnk;age_at_1st_marriage_women;;;;;;;;;;27.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.09;;;;;;;;;;;;;;;22.75;;;;;;;23.75;;;;;;;;26.23;;;;26.94;;;;;;;;;;;;;;;;30.85
dza;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.0;;;;;;19.6;;;;;;;;;;;;18.0;;;;19.3;;;;;;;20.9;;;;;;;;;;23.8;;;;;25.5;;;;;;27.6;;;;;;;29.6
ecu;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.55
egy;age_at_1st_marriage_women;;;;;;;;;;;;;17.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.5;;;;;;;;;;;;;;;;;;;;;;19.0;;;;;;;;;;;;;;;;21.39;;;;;;;;;;;;;;;;;;;;;;;;22.71;;;;;23.63
eri;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.55
esh;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
esp;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.19;;;;24.47;;;;;;25.06;;;25.76;;;;25.83;;;;;26.65;;;;;;;;;;26.43;;;;;;;;;;;;;;;;;;;;;24.52;;;;;;;;23.4;;;;;;;;24.6;;;;;;;;;;;;;;;;;;29.31
est;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.58
eth;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.1;;;;;;;;;;;;;;;;;;;;;20.51
fin;age_at_1st_marriage_women;;;;;;;;;24.0;;;;;;;;;;;;;;;;;;25.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.03;;;;;;;;;;;;;;;;;;;;23.5;;;;;;;;;;;;;;25.76;;;;;;;;;;;;;;;;30.54
fji;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.9
fra;age_at_1st_marriage_women;;;;;;;;;;25.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.56;24.23;;23.77;;23.32;;;;;;;;;;;;;;;;;;;;22.61;;;;;;;;;;22.97;;;;;;;;;;25.52;;;;;;;;;;;;;;;30.96
gab;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.1
gbr;age_at_1st_marriage_women;25.6;26.6;;;25.3;;;23.5;;;;22.6;;;;;;24.3;;;;;24.6;;;;;;;;;;;;;;;;;;;;;25.64;;26.12;;25.67;;;25.09;;;;;24.08;;;24.17;24.0;23.93;23.78;23.7;;;;;;22.76;;;;;;;;;;22.17;;;22.35;;;;;;;;;22.98;;;;;;;;;24.79;;;;;;;;;;;;;;;;29.75
geo;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.17;;;;;;;;;;;;;;;;;;;;;;;;;;22.47
gha;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.45
gin;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.72
glp;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.57
gmb;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.65
gnq;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.69;;;;;;;;;;;;;21.69;;;;;;;;;;;;;;;;;;;;;;
grc;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.2;;;;25.0;;;24.0;;;;;;;;;;;;;;;;;25.9;;;;;;;;;;25.5;;;;;;;;;;;;;;;;;;;;22.46;;;;;;;;;;24.6;;;;;;;;;;;;;;26.94
gtm;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.45
guf;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.7
gum;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.17;;;;;;;;;;;;;;;;;;;;;;;;;24.36
guy;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.8
hkg;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.7;;;;;;;;;;;;;;;;;;;;;;;;;21.9;;;;;22.5;;;;;;23.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.62
hnd;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.35
hrv;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.23
hti;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.28
hun;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.32;;;;;;;;;;;;;21.99;;;;;;;;;;;;;;;21.11;;;;;;;;;;;;;;21.82;;;;;;;;;;;;;;;;27.85
idn;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.6;;;;;;;;;;;19.28;;;;;;;;;;;;;;;;;;;21.6;;;;;;;;;;;;;;;22.11
ind;age_at_1st_marriage_women;;;;;;;;;;;;;;;13.04;;;;;;;;;;;;;;;;;;;;;13.04;;;;;13.52;;;12.5;;;;14.39;;;;;;;;15.38;;;;;;;;;;15.43;;;;;;;;;;17.1;;;;;;;;;;18.39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.94
irl;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.71
irn;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.4;;;;;;;;;;19.7;;;;;;;;;;19.9;;;;;21.0;;;;;22.0;;;;;;;;;22.14
irq;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.84
isl;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.51
isr;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.87
ita;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.08;;;;;;;;;;;;;;;;;;23.94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.17
jam;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.2
jor;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.86
jpn;age_at_1st_marriage_women;;;17.93;16.95;;18.18;18.25;;;;19.03;;21.11;20.2;;;;;;;20.79;;;;;20.6;;;;;;;;;;;;;;;;21.1;;;;21.8;;;;;23.3;;;;;;;;;;23.6;;;;;24.7;;;;;25.0;;;;;24.8;;;;;24.65;;;;;24.4;;;;;;;;;;;;;;;26.7;;;;;;;;;;;;;;;28.57
kaz;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.36
ken;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.45
kgz;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.84
khm;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.3
kor;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.5;;16.7;;;;;;;;;;;;;;;;;;;;;;;;;21.7;;;;;;;;;;23.28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.07
kwt;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.07
lbn;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
lbr;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.16
lby;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.19
lca;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.68;;;;;;;;;;;;;;;;;;;;;33.66;;;;;;;;;;;;;;32.26
lka;age_at_1st_marriage_women;;;;;;;;;;;;;16.9;;;;;;;;;;;16.9;;;;;;;;;;18.3;;;;;;20.8;;;21.4;;;;;;;;;;;;;;20.7;;;;;;;20.9;;;;;;;;;;22.1;;;;;;;;23.5;;;;25.1;;;;;;;;;24.7;;;;;;;;;;;;;;;;;;;;;25.26
lso;age_at_1st_marriage_women;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.31
