geo;indicator;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
aus;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.9683;1.0418;1.7558;0.7643;0.3659;1.1593;1.5676;0.85;0.6754;0.9162;1.1449;1.8885;0.9937;1.4756;1.0615;1.7179;1.2047;1.2666;1.4392;1.2136;0.7626;0.6893;1.3305;0.664;0.8885;0.7681;1.4428;1.2282;1.1002;1.2141;0.987;1.2126;1.1168;1.1494;1.1831;1.6172;1.37;1.194;1.0928
aut;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;;;0.0;;;;5.0802;;;0.33;;;;2.3579;;;;;;0.8642;;;0.5711;0.7463;0.9279999999999999;
aze;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.1;;;;;;;;;;;;0.0;0.0;;0.0;;;
bdi;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.22;;;;;;;;;;;;;;;;;;;;;;;;;;;44.0
bel;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.2646;;;2.7116;
ben;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.21;;;;;;;;;0.7706;;;;;;
bfa;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.31;;;;;;;;1.439;;;
bgd;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.22;;;8.6376;;;;14.9335;;;1.0744;;;2.49;
bgr;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.8905;5.6866;6.7219;;;;3.15;1.7076;3.657;3.605;7.0023;7.2263;4.9575;8.312999999999999;7.1719;4.0817;3.2535;3.5562
bhr;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;;;;;
bhs;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6;;;;;;;;22.98;;;;;11.02;;2.01;;;3.85;6.39;;46.75;;;;;;
bih;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.94;;;
blr;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.45;
blz;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.85;;;0.0;2.52;
bmu;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.05;;;;;;;;;;1.15;;3.26;;2.45;;;
bol;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.68;16.56;;16.47;15.75;;0.61;;;1.57;;;;;;;;;;2.4182;;;;;;;;;;;;
bra;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;1.7123;1.7711;3.0335;2.7393;2.1761;;1.6406;1.3683;2.1115;0.7086;1.6923;1.3141;0.9775;1.3867;1.4709;;1.6429;1.2619;1.3153;1.4455;1.8287;2.2781;3.0502
brb;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.14;0.0;;;0.0;0.0;5.0;4.17;
brn;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.2083;;;
btn;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.61;;;;0.0;6.12;0.0;0.08;0.0;0.0;;;
bwa;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.3;;;;;;3.85;;;;;;;;;;;;;;;1.99;;;;0.39;;;;;;;
can;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.5871;1.4446;2.2259;2.1665;1.109;1.4974;2.5672;1.9796;1.2997;1.3645;2.2465;3.6716;2.7894;1.6465;1.5741;5.0151;6.0171;4.7627;6.0718;5.1399;4.3065;3.3445;2.8972;2.1244;2.9115;4.2183;3.4189999999999996;3.1782;3.3859;3.8023;4.0643;3.3645;2.8978;3.7463;4.4291;4.4949;4.3592;3.752;3.0205;4.1497;3.347;4.6922
che;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.765;0.605;0.0;0.591;0.449;;;;;3.94;;;;;;1.1593;1.2823;1.4878;;0.4434;1.126;0.7107;0.8468;0.6715;1.7708;0.8883;0.6324
chl;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;2.68;;0.0;;0.0;0.0;3.1012;0.0;3.8206;1.78;2.2329;1.19;9.085;1.807;3.0839999999999996;1.035;5.1579999999999995;2.07;2.667;2.1830000000000003;6.641;6.066;6.555;5.922999999999999;11.159;9.052999999999999;1.8902;2.1372;2.3284;1.7098;2.3806;3.0628;2.2218;2.333
cmr;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;
cod;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5572;;;;;;;;;;;;
cog;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.6519;;;;;;;;;;;;
cok;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;
col;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.11;4.0;;;0.57;;;;;3.701;5.528;4.314;3.248;2.029;;2.359;2.7769999999999997;2.803;3.4525;2.9671;2.1555;1.7114;2.7002;1.5362;2.0042;1.9455
cpv;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.35;;;;;;;;;;;;;;;;;;;;;;;;;32.6698;;
cri;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.138;1.208;1.51;1.273;6.255;;2.134;;2.169;;1.8530000000000002;2.489;2.0909999999999997;;;2.316;0.943;;1.683;;3.6257;2.8331;2.5097;;0.7446;;
cym;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.21;;4.2;;4.69;;7.34;7.68;3.68;3.63;;
cyp;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4;;;;;;;;;0.0;;;;;;;;;;6.95;;;2.6572;;;
cze;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;5.355;3.195;3.835;4.157;3.395;9.6042;7.2334;5.3161;6.3738;3.0487;3.4609;3.3283;3.353;2.99;0.9764;0.606;0.8028;2.0305;2.1349;3.3717;1.9766;1.4507;0.9757;1.0088;1.0602
deu;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.6;2.6749;;;;1.2575;0.6403;1.0986;;0.6671;0.5766;0.7202;1.4786;1.1736;;2.04;;0.9694;0.8340000000000001;1.0003;0.9777;1.0321;0.9259;0.7515;0.5521;0.8835;1.085;1.0136;0.8593;0.7871;0.7571;0.8639
dma;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.98;;;;;;;;;;;;;;;;
dnk;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.4534;;;;;7.9145;;7.8142;;;;;0.9;;;;2.1738;;;;;1.0507;;;;0.8877;
dom;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.09;;;;;;;;;;;;;;;
ecu;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.32;;;;;;1.92;1.33;2.13;;;0.8055;3.45;2.1055;0.6504;;;;0.2321;;;;;;0.2529;0.391;0.3487;0.1725
esp;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.14;0.07;0.22;0.45;0.63;0.0;0.22;0.49;1.01;2.0166;1.8114;1.5008;1.781;;12.32;5.4237;2.9235;3.6215;2.1722;2.3751;2.4117;;;4.3741;3.5327;;3.2552;;3.5603;1.982;2.1774;4.3532;2.4717;1.298;2.6478;4.0527;6.2469;6.2706;4.0567;5.8306;4.2416
est;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.7440000000000001;1.618;9.068999999999999;4.229;;;;1.07;;;;;;;;2.9624;7.2763;3.2368;4.4902;4.3296;;2.4555;4.3714;2.3002;1.9735
eth;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0521;;;;;;0.7466;;;;;;;;0.7412;;;;
fin;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.66;;;;;;;;;;;;;1.1827;;1.2491;1.196;1.0892;1.3886;2.2972;0.8567;2.2341;2.0887
fji;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.06;;;
fra;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.9251;;;;2.6394;1.9569999999999999;2.334;4.91;2.7473;;;;;2.8807;;;;;;;;;;2.3151;1.4172;1.8697;2.3777;2.6044;1.5314;1.7614;4.6761;5.937;2.6519;3.4334;2.2108
gab;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.51;;;;;;;;;;;;;;;;;0.0;;;;;;;
gbm;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.26;;;;;0.0;;;;;0.15;
gbr;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.1658;4.0354;3.4592;4.0427;2.2594;4.2857;4.0853;2.3701;3.7078;4.7015;4.1143;2.9989999999999997;2.4141;2.079;1.9438;1.9399;1.3721;0.8609;0.9993;1.786;1.4171;1.0685;1.6986;1.3967;1.3732;1.4811;1.9518;1.5493;2.1199;1.742;1.4633;1.3636;1.5665;2.0306;1.1539
geo;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.33;1.11;0.89;1.01;1.41;0.44;0.68;;0.78;0.97;0.84;0.35;0.34;0.23;0.55;0.65;0.36;0.78;
gha;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.46;;;;;;1.3819;;;;1.31;;;;;3.7449;;
glp;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;
gmb;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.6313;;;;;
grc;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.21;0.45;0.5762;;;;;0.8945;;1.3834;1.5659999999999998;0.8247;;;1.2256;1.6245;1.2188;1.3911;;;0.0;;;;3.5987;2.019;1.0861;;0.7277;1.2746;4.5808;4.7858;5.7192;6.6961;6.2684;10.4071;11.6308
grd;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.06;;;14.55;;5.81;;0.0;;;;;;;;;;;;;;;;;;;
gtm;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.7096;;;;;;;;;;;;;
guf;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.68;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;
guy;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.52;;;;;;;;;;;;;;;
hkg;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.75;1.2;0.79;0.44;;;;0.77;0.91;5.15;1.04;;;;;;;;;;;;;;;;;;;2.0;1.2;2.14;
hrv;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;0.6;;;;;;;;;;2.0;;;8.6898;;;
hti;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.12;;;;;;;;;;;;;;
hun;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.4830000000000005;19.067999999999998;16.901;7.432;9.4895;11.3155;24.695;;;;;;;7.085;;;2.3474;2.557;;1.2309;5.0082;4.0483;2.1585;1.3835;3.0767;0.7149
idn;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2689;1.7790000000000001;;4.8174;4.7089;2.3855;0.7036;0.6067;0.2549;0.0736;1.892;;;;;;;0.0269
ind;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6329;;;;;0.4454;;;;;;;
irl;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.4091;4.3987;3.1304;5.6399;4.9781;5.8157;3.9484;4.2174;4.9576;8.0668;7.9111;10.4037;5.524;9.2312;5.3382;;;;;;1.7165;;1.1469;0.3989;1.2182;;1.2857;2.7723;1.8312;1.642;2.7181;3.2284;3.1498;1.5744;2.7039
irn;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.31;1.16
irq;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.7182;;;;;;;;;;
isl;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.7340000000000001;2.633;5.192;1.5930000000000002;;;;;;;;;;;;4.1985;;;2.1611;3.5735;5.2765;2.2982;;;;;
isr;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.542;2.8139999999999996;3.069;3.089;3.286;2.531
ita;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.5101;1.6996;2.6057;3.3312;1.7527;1.6437;0.6769;2.5578;2.2138;4.4998;10.9638;4.42;8.1988;8.3606;10.2804;4.2162;5.8473;5.6163;4.4868;2.8632;4.1160000000000005;2.7078;1.6643;2.677;1.0907;3.1373;2.2947;1.212;1.3444;3.5335;2.0936;1.3867;2.6921;3.0765;2.7367
jam;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.19;;;;9.09;;;;2.21;;;;;6.02;;;;;3.03;;;;3.7425;4.7619;3.2995;4.878;4.4048;4.1332
jpn;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.9;0.9;0.9;0.9;0.8;0.8;0.0;0.0;0.0;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.5;1.1;1.1;1.1;1.1;1.1;1.1;1.0;1.0;1.4;1.4;1.3;0.9390000000000001;1.3;1.2;1.5;1.0;1.3;1.2
kaz;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;;;;;;;;;;;;;;;
kgz;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.94;;0.82;;2.14;;;0.0;0.94;0.72;1.06;2.93;2.61;1.31;0.76;
khm;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.91;;;;;;;;;;1.31;;;;1.0997;;;;;
kna;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.5;;;;;;;;;;;1.22;;;;;;;;;;1.37;;;;;;;;;;;;;;;;
kor;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.322;0.0;0.0;0.0;0.217;0.215;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27;0.245;1.055;0.93;0.2;0.2;0.4;0.2;0.3;0.4;0.3;0.3;0.3;0.7;2.1;2.0;1.8;1.3;1.8;2.1;2.0;2.4
kos;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
kwt;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;
lao;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.3015;;;;;;;
lbn;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;0.0;;;;;;;;;;
lbr;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6606;;;;;;;
lby;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.0;;;;;
lca;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.75;15.76;;;;;;;;;;;;;
lka;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.84;;;;;;;
lso;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34.86;;;;;;;;;46.89;;;;;;;;;
ltu;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;10.7681;;;;;2.7595;;1.8648;;;2.8406;1.9234;;;
lva;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;6.9169;;;;;;;5.0029;1.9115;3.2148;1.4234;1.1204;2.5768;2.5988;3.0232;2.6265;1.4205;4.6426;2.4822;1.7069
mac;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;1.9048
mar;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.81;0.12;;;;;
mco;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;5.73;
mda;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.35;;0.87;0.47;;;;;;;;;;
mdv;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.28;;;
mex;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.3;;;0.672;0.997;1.435;1.537;2.342;0.121;0.159;2.036;0.444;0.052000000000000005;0.42100000000000004;0.541;0.6809999999999999;0.42700000000000005;0.9032;0.5785;0.5083;0.5585;0.6411;0.6251;0.4242;0.5415;0.6569;0.6715;0.4513;0.3343;0.564
mkd;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.72;1.89;;;;;7.101;16.5685;;;7.9044;;;;;
mli;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.62;;;;5.5407;;0.0;
mmr;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4283;;
mne;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;
mnp;females_aged_65plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.9;;;;;;;;;;;;;;
