geo;indicator;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015
aze;mean_years_in_school_women_15_to_24_years;6.06;6.2;6.34;6.49;6.63;6.78;6.92;7.07;7.22;7.37;7.52;7.67;7.82;7.97;8.12;8.26;8.41;8.56;8.71;8.86;9.01;9.15;9.3;9.44;9.58;9.72;9.86;9.99;10.13;10.27;10.4;10.54;10.68;10.82;10.97;11.11;11.25;11.4;11.55;11.7;11.85;12.0;12.15;12.3;12.45;12.61
bdi;mean_years_in_school_women_15_to_24_years;1.29;1.33;1.37;1.42;1.46;1.51;1.56;1.61;1.66;1.71;1.77;1.82;1.88;1.94;2.0;2.07;2.13;2.2;2.27;2.34;2.41;2.48;2.56;2.64;2.72;2.81;2.89;2.98;3.07;3.16;3.26;3.35;3.45;3.55;3.65;3.75;3.86;3.97;4.08;4.19;4.31;4.42;4.54;4.66;4.79;4.91
bel;mean_years_in_school_women_15_to_24_years;8.35;8.49;8.63;8.77;8.91;9.05;9.18;9.32;9.45;9.58;9.71;9.84;9.96;10.09;10.21;10.33;10.44;10.56;10.67;10.77;10.87;10.97;11.06;11.15;11.22;11.29;11.42;11.54;11.67;11.8;11.93;12.06;12.2;12.33;12.47;12.61;12.75;12.89;13.03;13.17;13.31;13.45;13.59;13.73;13.86;14.0
ben;mean_years_in_school_women_15_to_24_years;1.08;1.12;1.16;1.19;1.23;1.27;1.31;1.36;1.4;1.45;1.49;1.54;1.59;1.64;1.69;1.75;1.8;1.86;1.92;1.98;2.04;2.1;2.17;2.23;2.3;2.37;2.45;2.53;2.61;2.7;2.78;2.87;2.96;3.06;3.15;3.25;3.35;3.45;3.55;3.66;3.76;3.87;3.98;4.09;4.21;4.32
bfa;mean_years_in_school_women_15_to_24_years;0.58;0.6;0.62;0.64;0.66;0.69;0.71;0.74;0.76;0.79;0.82;0.85;0.88;0.91;0.94;0.98;1.01;1.05;1.09;1.13;1.17;1.21;1.26;1.3;1.35;1.4;1.45;1.51;1.56;1.62;1.68;1.74;1.8;1.86;1.93;2.0;2.06;2.13;2.2;2.28;2.35;2.42;2.5;2.58;2.66;2.74
bgd;mean_years_in_school_women_15_to_24_years;1.75;1.8;1.87;1.93;1.99;2.06;2.13;2.21;2.28;2.36;2.44;2.52;2.61;2.7;2.79;2.89;2.99;3.09;3.2;3.31;3.43;3.55;3.67;3.79;3.93;4.06;4.2;4.33;4.47;4.61;4.76;4.9;5.05;5.19;5.34;5.49;5.64;5.79;5.94;6.1;6.25;6.4;6.55;6.71;6.86;7.02
bgr;mean_years_in_school_women_15_to_24_years;7.94;8.06;8.17;8.29;8.39;8.5;8.6;8.7;8.79;8.88;8.97;9.05;9.12;9.19;9.26;9.31;9.37;9.41;9.45;9.49;9.51;9.53;9.55;9.56;9.56;9.57;9.62;9.69;9.76;9.84;9.93;10.02;10.12;10.22;10.33;10.44;10.56;10.68;10.81;10.94;11.08;11.22;11.36;11.51;11.65;11.81
bhr;mean_years_in_school_women_15_to_24_years;4.61;4.74;4.87;5.01;5.15;5.29;5.43;5.58;5.73;5.88;6.03;6.18;6.34;6.49;6.65;6.81;6.97;7.13;7.29;7.45;7.61;7.77;7.92;8.08;8.24;8.39;8.52;8.64;8.77;8.9;9.03;9.17;9.3;9.43;9.57;9.71;9.85;9.99;10.13;10.28;10.42;10.57;10.72;10.87;11.02;11.17
bhs;mean_years_in_school_women_15_to_24_years;6.54;6.68;6.84;6.99;7.14;7.3;7.45;7.61;7.77;7.93;8.09;8.25;8.42;8.58;8.74;8.91;9.07;9.24;9.41;9.57;9.74;9.91;10.08;10.24;10.41;10.58;10.74;10.91;11.08;11.24;11.41;11.57;11.73;11.9;12.06;12.22;12.38;12.53;12.69;12.85;13.0;13.15;13.3;13.45;13.6;13.75
bih;mean_years_in_school_women_15_to_24_years;4.34;4.45;4.56;4.68;4.79;4.91;5.03;5.16;5.28;5.41;5.53;5.66;5.8;5.93;6.07;6.2;6.34;6.48;6.63;6.77;6.92;7.07;7.22;7.37;7.52;7.68;7.84;8.01;8.18;8.35;8.52;8.69;8.86;9.04;9.22;9.39;9.57;9.75;9.93;10.12;10.3;10.48;10.66;10.83;11.01;11.19
blr;mean_years_in_school_women_15_to_24_years;6.03;6.16;6.3;6.43;6.57;6.71;6.85;6.99;7.13;7.28;7.42;7.56;7.71;7.85;8.0;8.14;8.29;8.43;8.58;8.73;8.87;9.02;9.17;9.32;9.47;9.62;9.79;9.95;10.12;10.29;10.46;10.64;10.81;10.99;11.17;11.35;11.53;11.71;11.89;12.07;12.25;12.42;12.6;12.77;12.94;13.11
blz;mean_years_in_school_women_15_to_24_years;4.0;4.1;4.21;4.33;4.44;4.56;4.67;4.79;4.92;5.04;5.17;5.3;5.43;5.56;5.69;5.83;5.96;6.1;6.24;6.38;6.53;6.67;6.82;6.97;7.12;7.27;7.41;7.56;7.71;7.86;8.02;8.17;8.33;8.48;8.64;8.8;8.96;9.13;9.29;9.45;9.62;9.78;9.95;10.11;10.28;10.44
bol;mean_years_in_school_women_15_to_24_years;4.05;4.16;4.28;4.39;4.51;4.62;4.74;4.87;4.99;5.12;5.25;5.38;5.51;5.65;5.78;5.92;6.06;6.2;6.35;6.49;6.64;6.79;6.93;7.09;7.24;7.39;7.54;7.7;7.85;8.01;8.17;8.33;8.49;8.65;8.82;8.98;9.15;9.32;9.48;9.65;9.82;9.99;10.16;10.33;10.5;10.67
bra;mean_years_in_school_women_15_to_24_years;3.53;3.63;3.73;3.83;3.93;4.04;4.15;4.26;4.37;4.48;4.59;4.71;4.83;4.95;5.07;5.2;5.32;5.45;5.58;5.71;5.84;5.97;6.11;6.24;6.38;6.52;6.66;6.8;6.94;7.09;7.23;7.38;7.53;7.68;7.84;7.99;8.15;8.3;8.46;8.62;8.78;8.95;9.11;9.28;9.44;9.61
brb;mean_years_in_school_women_15_to_24_years;5.47;5.6;5.74;5.88;6.02;6.16;6.31;6.45;6.6;6.75;6.9;7.05;7.21;7.36;7.52;7.68;7.84;8.0;8.16;8.32;8.48;8.65;8.81;8.98;9.14;9.31;9.48;9.64;9.81;9.98;10.14;10.31;10.48;10.65;10.81;10.98;11.15;11.31;11.48;11.64;11.81;11.97;12.13;12.29;12.45;12.61
brn;mean_years_in_school_women_15_to_24_years;8.76;8.93;9.09;9.26;9.43;9.6;9.76;9.93;10.1;10.27;10.44;10.61;10.77;10.94;11.11;11.27;11.44;11.6;11.77;11.93;12.09;12.25;12.41;12.57;12.72;12.88;13.03;13.19;13.34;13.48;13.63;13.78;13.92;14.06;14.2;14.34;14.47;14.61;14.74;14.87;15.0;15.12;15.25;15.37;15.49;15.6
btn;mean_years_in_school_women_15_to_24_years;1.1;1.13;1.17;1.21;1.25;1.29;1.33;1.37;1.41;1.46;1.51;1.56;1.61;1.66;1.71;1.76;1.82;1.88;1.94;2.0;2.06;2.13;2.19;2.26;2.33;2.4;2.48;2.55;2.63;2.71;2.79;2.87;2.96;3.04;3.13;3.22;3.32;3.41;3.51;3.61;3.71;3.81;3.92;4.03;4.14;4.25
bwa;mean_years_in_school_women_15_to_24_years;3.16;3.26;3.37;3.49;3.6;3.72;3.85;3.98;4.11;4.25;4.39;4.54;4.69;4.84;5.01;5.17;5.34;5.52;5.71;5.89;6.09;6.29;6.49;6.7;6.92;7.13;7.29;7.45;7.62;7.78;7.94;8.11;8.27;8.44;8.61;8.77;8.94;9.11;9.28;9.45;9.61;9.78;9.95;10.12;10.29;10.46
caf;mean_years_in_school_women_15_to_24_years;1.42;1.46;1.51;1.55;1.6;1.65;1.7;1.75;1.8;1.86;1.91;1.97;2.03;2.09;2.15;2.21;2.28;2.34;2.41;2.48;2.55;2.62;2.69;2.77;2.84;2.92;3.0;3.08;3.16;3.25;3.34;3.43;3.52;3.61;3.71;3.81;3.91;4.02;4.12;4.23;4.35;4.46;4.58;4.7;4.82;4.94
can;mean_years_in_school_women_15_to_24_years;9.96;10.14;10.32;10.49;10.66;10.82;10.98;11.13;11.27;11.41;11.54;11.66;11.77;11.88;11.98;12.07;12.16;12.24;12.31;12.38;12.44;12.5;12.55;12.6;12.65;12.69;12.74;12.79;12.85;12.92;12.98;13.06;13.14;13.22;13.31;13.41;13.51;13.62;13.73;13.85;13.97;14.09;14.21;14.34;14.47;14.6
che;mean_years_in_school_women_15_to_24_years;5.41;5.54;5.67;5.8;5.93;6.06;6.19;6.33;6.46;6.6;6.73;6.87;7.01;7.15;7.29;7.43;7.57;7.71;7.85;7.99;8.13;8.27;8.41;8.55;8.69;8.83;8.97;9.11;9.25;9.39;9.53;9.68;9.82;9.97;10.12;10.27;10.42;10.58;10.74;10.9;11.06;11.23;11.39;11.56;11.72;11.89
chl;mean_years_in_school_women_15_to_24_years;6.66;6.81;6.95;7.1;7.25;7.4;7.55;7.7;7.85;8.0;8.15;8.3;8.45;8.6;8.76;8.91;9.06;9.21;9.36;9.51;9.66;9.8;9.95;10.09;10.24;10.38;10.53;10.69;10.84;11.0;11.16;11.31;11.47;11.63;11.78;11.94;12.1;12.25;12.41;12.56;12.71;12.87;13.02;13.17;13.32;13.46
chn;mean_years_in_school_women_15_to_24_years;4.53;4.65;4.77;4.89;5.01;5.14;5.27;5.4;5.53;5.67;5.8;5.94;6.08;6.22;6.37;6.51;6.66;6.81;6.96;7.11;7.27;7.42;7.58;7.73;7.89;8.05;8.2;8.36;8.52;8.68;8.84;9.0;9.16;9.32;9.48;9.64;9.81;9.97;10.13;10.3;10.46;10.62;10.79;10.95;11.12;11.28
civ;mean_years_in_school_women_15_to_24_years;1.34;1.38;1.43;1.47;1.52;1.57;1.62;1.67;1.72;1.77;1.83;1.88;1.94;2.0;2.06;2.12;2.18;2.25;2.31;2.38;2.45;2.52;2.59;2.66;2.74;2.81;2.89;2.97;3.05;3.13;3.22;3.3;3.39;3.48;3.57;3.67;3.77;3.86;3.97;4.07;4.18;4.29;4.4;4.51;4.63;4.75
cmr;mean_years_in_school_women_15_to_24_years;2.72;2.8;2.89;2.98;3.07;3.16;3.26;3.35;3.45;3.55;3.65;3.75;3.86;3.96;4.07;4.18;4.29;4.4;4.51;4.62;4.73;4.85;4.96;5.08;5.2;5.32;5.43;5.55;5.67;5.79;5.92;6.04;6.16;6.29;6.42;6.55;6.68;6.82;6.95;7.09;7.23;7.37;7.52;7.66;7.81;7.96
cod;mean_years_in_school_women_15_to_24_years;1.95;2.01;2.07;2.13;2.2;2.26;2.33;2.4;2.47;2.54;2.62;2.69;2.77;2.85;2.94;3.02;3.11;3.19;3.28;3.38;3.47;3.57;3.66;3.77;3.87;3.97;4.08;4.19;4.3;4.42;4.54;4.66;4.78;4.9;5.03;5.16;5.29;5.43;5.56;5.7;5.84;5.99;6.13;6.28;6.43;6.58
cog;mean_years_in_school_women_15_to_24_years;3.04;3.13;3.22;3.31;3.4;3.5;3.59;3.69;3.79;3.9;4.0;4.11;4.21;4.32;4.43;4.55;4.66;4.78;4.89;5.01;5.13;5.25;5.37;5.5;5.62;5.75;5.88;6.01;6.14;6.27;6.41;6.55;6.69;6.83;6.98;7.13;7.28;7.43;7.58;7.73;7.89;8.05;8.21;8.37;8.53;8.7
col;mean_years_in_school_women_15_to_24_years;4.38;4.49;4.61;4.73;4.86;4.98;5.11;5.24;5.37;5.5;5.64;5.77;5.91;6.05;6.2;6.34;6.49;6.63;6.78;6.93;7.08;7.24;7.39;7.55;7.7;7.86;8.02;8.18;8.34;8.5;8.66;8.83;8.99;9.16;9.32;9.49;9.66;9.82;9.99;10.16;10.33;10.49;10.66;10.83;11.0;11.17
com;mean_years_in_school_women_15_to_24_years;1.96;2.02;2.08;2.14;2.21;2.28;2.35;2.42;2.5;2.57;2.65;2.73;2.82;2.9;2.99;3.08;3.18;3.27;3.37;3.48;3.58;3.69;3.8;3.91;4.03;4.15;4.28;4.42;4.55;4.69;4.83;4.98;5.13;5.27;5.43;5.58;5.73;5.89;6.05;6.21;6.37;6.53;6.7;6.86;7.02;7.19
cpv;mean_years_in_school_women_15_to_24_years;2.73;2.81;2.9;2.98;3.07;3.16;3.26;3.35;3.45;3.55;3.65;3.76;3.87;3.98;4.09;4.2;4.32;4.44;4.56;4.68;4.8;4.93;5.06;5.19;5.32;5.46;5.59;5.73;5.87;6.01;6.15;6.3;6.44;6.59;6.74;6.89;7.04;7.19;7.35;7.5;7.66;7.81;7.97;8.13;8.29;8.45
cri;mean_years_in_school_women_15_to_24_years;5.26;5.38;5.51;5.63;5.76;5.88;6.01;6.13;6.26;6.39;6.51;6.64;6.76;6.89;7.01;7.13;7.26;7.37;7.49;7.61;7.72;7.83;7.93;8.03;8.13;8.22;8.34;8.46;8.58;8.71;8.84;8.98;9.11;9.25;9.4;9.54;9.69;9.83;9.98;10.14;10.29;10.44;10.6;10.76;10.91;11.07
cub;mean_years_in_school_women_15_to_24_years;6.47;6.62;6.77;6.92;7.07;7.23;7.39;7.54;7.7;7.86;8.02;8.18;8.33;8.49;8.65;8.81;8.97;9.12;9.28;9.43;9.58;9.73;9.88;10.03;10.17;10.32;10.46;10.6;10.75;10.9;11.05;11.2;11.35;11.5;11.65;11.8;11.95;12.11;12.26;12.41;12.56;12.71;12.86;13.01;13.16;13.3
cyp;mean_years_in_school_women_15_to_24_years;7.69;7.85;8.01;8.17;8.33;8.49;8.66;8.82;8.98;9.15;9.31;9.48;9.64;9.8;9.96;10.12;10.28;10.44;10.59;10.75;10.9;11.05;11.19;11.34;11.48;11.62;11.74;11.86;11.99;12.11;12.24;12.37;12.5;12.63;12.76;12.89;13.02;13.15;13.29;13.42;13.55;13.68;13.81;13.94;14.07;14.2
cze;mean_years_in_school_women_15_to_24_years;6.88;7.03;7.18;7.33;7.48;7.63;7.78;7.94;8.09;8.24;8.39;8.54;8.69;8.84;8.99;9.13;9.28;9.42;9.56;9.7;9.83;9.96;10.09;10.22;10.34;10.46;10.57;10.68;10.79;10.9;11.02;11.13;11.24;11.36;11.48;11.6;11.73;11.85;11.98;12.11;12.25;12.39;12.53;12.67;12.81;12.96
deu;mean_years_in_school_women_15_to_24_years;7.06;7.21;7.36;7.51;7.66;7.81;7.96;8.11;8.26;8.41;8.56;8.7;8.85;8.99;9.14;9.28;9.42;9.56;9.7;9.84;9.97;10.1;10.23;10.36;10.49;10.61;10.74;10.87;11.0;11.13;11.27;11.4;11.54;11.69;11.83;11.97;12.12;12.27;12.41;12.56;12.71;12.86;13.01;13.16;13.31;13.45
dji;mean_years_in_school_women_15_to_24_years;1.57;1.62;1.68;1.73;1.79;1.85;1.91;1.97;2.03;2.1;2.17;2.24;2.31;2.38;2.46;2.54;2.62;2.7;2.79;2.88;2.97;3.06;3.15;3.25;3.35;3.46;3.57;3.68;3.79;3.91;4.02;4.14;4.27;4.39;4.51;4.64;4.77;4.9;5.03;5.16;5.29;5.43;5.56;5.7;5.84;5.98
dma;mean_years_in_school_women_15_to_24_years;6.51;6.66;6.81;6.96;7.12;7.27;7.43;7.59;7.75;7.91;8.07;8.23;8.39;8.56;8.72;8.89;9.06;9.22;9.39;9.56;9.72;9.89;10.06;10.23;10.39;10.56;10.73;10.89;11.06;11.23;11.39;11.55;11.72;11.88;12.04;12.2;12.36;12.52;12.67;12.83;12.98;13.14;13.29;13.43;13.58;13.73
dnk;mean_years_in_school_women_15_to_24_years;7.01;7.16;7.31;7.46;7.61;7.76;7.91;8.06;8.21;8.36;8.51;8.66;8.81;8.96;9.11;9.26;9.41;9.55;9.7;9.84;9.99;10.13;10.27;10.41;10.54;10.68;10.81;10.94;11.08;11.22;11.36;11.5;11.64;11.78;11.93;12.07;12.22;12.37;12.52;12.67;12.82;12.96;13.11;13.26;13.41;13.55
dom;mean_years_in_school_women_15_to_24_years;4.58;4.7;4.83;4.95;5.08;5.2;5.33;5.46;5.59;5.73;5.86;6.0;6.14;6.28;6.42;6.56;6.7;6.84;6.99;7.13;7.28;7.42;7.57;7.71;7.86;8.01;8.15;8.3;8.45;8.6;8.75;8.91;9.07;9.22;9.38;9.54;9.71;9.87;10.03;10.2;10.36;10.53;10.69;10.86;11.03;11.19
dza;mean_years_in_school_women_15_to_24_years;3.61;3.71;3.82;3.93;4.04;4.15;4.27;4.39;4.51;4.64;4.76;4.89;5.02;5.16;5.3;5.44;5.58;5.73;5.87;6.02;6.18;6.33;6.49;6.65;6.81;6.98;7.14;7.3;7.46;7.62;7.78;7.95;8.11;8.28;8.44;8.61;8.78;8.94;9.11;9.28;9.45;9.62;9.78;9.95;10.12;10.29
ecu;mean_years_in_school_women_15_to_24_years;4.83;4.96;5.08;5.21;5.33;5.46;5.59;5.72;5.85;5.98;6.11;6.25;6.38;6.51;6.64;6.77;6.91;7.04;7.17;7.3;7.43;7.56;7.68;7.81;7.94;8.07;8.2;8.33;8.46;8.6;8.74;8.88;9.02;9.17;9.31;9.47;9.62;9.77;9.93;10.09;10.25;10.41;10.58;10.74;10.91;11.07
egy;mean_years_in_school_women_15_to_24_years;3.04;3.13;3.24;3.34;3.45;3.56;3.67;3.79;3.92;4.04;4.17;4.31;4.44;4.58;4.73;4.88;5.03;5.19;5.35;5.52;5.69;5.86;6.04;6.22;6.4;6.59;6.76;6.93;7.1;7.27;7.44;7.61;7.78;7.95;8.11;8.28;8.45;8.62;8.79;8.96;9.12;9.29;9.46;9.63;9.79;9.96
eri;mean_years_in_school_women_15_to_24_years;1.6;1.65;1.7;1.76;1.81;1.87;1.93;1.99;2.05;2.12;2.18;2.25;2.32;2.39;2.47;2.54;2.62;2.7;2.78;2.87;2.95;3.04;3.13;3.23;3.32;3.42;3.52;3.62;3.73;3.84;3.95;4.06;4.17;4.29;4.4;4.52;4.64;4.77;4.89;5.02;5.15;5.28;5.41;5.55;5.68;5.82
esp;mean_years_in_school_women_15_to_24_years;6.37;6.52;6.66;6.81;6.96;7.11;7.26;7.42;7.57;7.73;7.88;8.04;8.2;8.36;8.52;8.68;8.84;9.0;9.17;9.33;9.49;9.65;9.81;9.98;10.14;10.3;10.45;10.61;10.77;10.93;11.09;11.25;11.41;11.57;11.73;11.89;12.05;12.21;12.36;12.52;12.68;12.83;12.99;13.14;13.29;13.44
est;mean_years_in_school_women_15_to_24_years;5.33;5.45;5.58;5.7;5.83;5.96;6.09;6.21;6.34;6.47;6.6;6.73;6.86;6.99;7.12;7.24;7.37;7.5;7.62;7.74;7.87;7.99;8.11;8.23;8.35;8.47;8.59;8.72;8.85;8.99;9.13;9.27;9.41;9.56;9.72;9.87;10.03;10.2;10.36;10.53;10.7;10.87;11.04;11.21;11.38;11.56
eth;mean_years_in_school_women_15_to_24_years;1.47;1.52;1.58;1.64;1.7;1.76;1.83;1.89;1.96;2.03;2.11;2.18;2.26;2.34;2.43;2.51;2.6;2.7;2.79;2.89;2.99;3.09;3.19;3.3;3.4;3.51;3.63;3.74;3.85;3.97;4.08;4.2;4.31;4.43;4.54;4.66;4.77;4.88;4.99;5.11;5.22;5.33;5.44;5.56;5.67;5.79
fin;mean_years_in_school_women_15_to_24_years;6.53;6.68;6.82;6.96;7.11;7.25;7.4;7.55;7.7;7.84;7.99;8.14;8.29;8.44;8.59;8.74;8.9;9.05;9.2;9.35;9.5;9.65;9.8;9.94;10.09;10.24;10.39;10.54;10.69;10.84;10.99;11.15;11.3;11.46;11.61;11.77;11.93;12.09;12.24;12.4;12.56;12.72;12.87;13.03;13.18;13.34
fji;mean_years_in_school_women_15_to_24_years;6.27;6.4;6.54;6.67;6.81;6.94;7.08;7.21;7.35;7.48;7.62;7.75;7.89;8.02;8.15;8.28;8.41;8.54;8.67;8.79;8.92;9.04;9.15;9.27;9.38;9.49;9.63;9.77;9.92;10.06;10.21;10.36;10.51;10.66;10.81;10.97;11.12;11.27;11.43;11.58;11.74;11.89;12.05;12.2;12.36;12.51
fra;mean_years_in_school_women_15_to_24_years;7.64;7.78;7.92;8.05;8.19;8.32;8.45;8.58;8.71;8.84;8.97;9.09;9.21;9.34;9.45;9.57;9.69;9.8;9.91;10.02;10.12;10.22;10.31;10.4;10.49;10.57;10.69;10.81;10.94;11.06;11.19;11.33;11.46;11.6;11.74;11.88;12.03;12.17;12.32;12.47;12.61;12.76;12.91;13.06;13.2;13.35
fsm;mean_years_in_school_women_15_to_24_years;6.85;7.0;7.15;7.3;7.46;7.61;7.77;7.93;8.09;8.25;8.41;8.57;8.73;8.89;9.05;9.22;9.38;9.54;9.7;9.87;10.03;10.19;10.35;10.51;10.67;10.83;10.99;11.15;11.31;11.47;11.63;11.79;11.95;12.11;12.27;12.42;12.58;12.73;12.89;13.04;13.19;13.34;13.48;13.63;13.77;13.92
gab;mean_years_in_school_women_15_to_24_years;4.46;4.58;4.7;4.83;4.95;5.08;5.21;5.33;5.46;5.6;5.73;5.86;5.99;6.12;6.26;6.39;6.52;6.65;6.78;6.91;7.03;7.15;7.27;7.39;7.51;7.62;7.71;7.81;7.9;8.01;8.11;8.22;8.33;8.44;8.55;8.67;8.79;8.91;9.04;9.17;9.3;9.43;9.57;9.71;9.85;10.0
gbr;mean_years_in_school_women_15_to_24_years;7.71;7.86;8.02;8.18;8.34;8.5;8.66;8.82;8.98;9.15;9.31;9.47;9.63;9.79;9.95;10.11;10.27;10.43;10.59;10.75;10.9;11.06;11.21;11.36;11.51;11.66;11.81;11.96;12.1;12.25;12.4;12.54;12.69;12.84;12.98;13.13;13.27;13.41;13.56;13.7;13.84;13.98;14.12;14.26;14.39;14.52
geo;mean_years_in_school_women_15_to_24_years;6.52;6.66;6.81;6.96;7.11;7.26;7.41;7.56;7.71;7.87;8.02;8.18;8.33;8.49;8.65;8.81;8.96;9.12;9.28;9.44;9.6;9.75;9.91;10.07;10.23;10.38;10.54;10.69;10.85;11.01;11.16;11.32;11.48;11.64;11.79;11.95;12.11;12.26;12.42;12.58;12.73;12.89;13.04;13.2;13.35;13.5
gha;mean_years_in_school_women_15_to_24_years;3.22;3.31;3.41;3.51;3.61;3.71;3.81;3.92;4.02;4.12;4.22;4.33;4.43;4.53;4.63;4.73;4.82;4.92;5.02;5.11;5.21;5.3;5.4;5.49;5.58;5.67;5.77;5.87;5.97;6.07;6.17;6.28;6.39;6.5;6.62;6.74;6.86;6.98;7.11;7.24;7.38;7.51;7.65;7.79;7.94;8.08
gin;mean_years_in_school_women_15_to_24_years;0.77;0.8;0.82;0.85;0.88;0.91;0.94;0.97;1.0;1.04;1.07;1.11;1.14;1.18;1.22;1.26;1.3;1.34;1.39;1.43;1.48;1.53;1.58;1.63;1.69;1.74;1.81;1.87;1.94;2.0;2.07;2.14;2.22;2.29;2.37;2.45;2.53;2.61;2.69;2.78;2.87;2.96;3.05;3.14;3.23;3.33
gmb;mean_years_in_school_women_15_to_24_years;1.41;1.45;1.5;1.55;1.6;1.65;1.71;1.76;1.82;1.88;1.94;2.0;2.06;2.12;2.19;2.26;2.33;2.4;2.48;2.55;2.63;2.71;2.79;2.88;2.96;3.05;3.14;3.23;3.33;3.42;3.52;3.62;3.73;3.83;3.94;4.05;4.16;4.27;4.38;4.5;4.62;4.74;4.86;4.98;5.11;5.24
