geo;indicator;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
atg;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.76;;;;;;;;;;;;;;;;
aus;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.4284;2.9398;3.4815;3.7795;6.8153;6.3617;7.0491;6.1089;6.7859;6.8428;6.0982;6.4695;9.6216;11.8067;13.700999999999999;11.5067;9.2498;9.027999999999999;7.9717;7.251;6.534;5.3196;5.5434;5.1277;4.2511;3.8857;3.6994;3.5475;2.8142;3.0552;3.7035;3.7271;3.6713;3.7246;4.3416;4.3179;4.8293;4.8123;4.3723
aut;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.11;2.9;2.7;3.54;2.9;2.9;3.17;2.97;5.31;8.91;6.3;8.23;3.7539999999999996;4.3625;5.0837;5.9957;6.6453;5.3332;7.1386;5.7436;6.7166;7.1875;5.2514;4.5523;4.935;3.3957;1.9231;2.8598;2.8546;4.3676;3.9391;4.1647;4.4910000000000005;5.694;5.8529;4.6337
aze;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.94;;;;;;;;;13.75;1.66;4.02;1.39;3.07;2.45;2.25;2.37;2.6;2.42
bdi;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.45;;;;;;;;;;;;;;;;;;;;;;;;0.64;;;7.0
bel;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.7955;5.7099;4.5919;5.6785;5.0303;6.0705;3.8542;3.1177;2.3619;2.3615;3.51;4.5048;3.7844;4.6738;4.8169;5.2804;4.5411;3.3930000000000002;3.9201;3.3119;1.8455;4.0642;3.8498;4.2321;3.5518;3.5982;5.0253;4.228;3.8767;4.0604;5.4662;5.5544;6.3308;5.3662;5.3177
ben;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;;;;;;;;;;;;;;;;0.46;;;;;;;;0.52;0.7845;;;;;;
bfa;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.85;;;;;;;;4.9238;;;
bgd;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.86;;;0.9845;;;;1.7685;;;0.7812;;;0.85;1.0252
bgr;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.6462;18.1061;14.6943;11.4305;10.7792;8.8517;7.5457;6.356;5.0369;5.8309;9.2797;9.4457;11.4517;13.3076;12.802999999999999;9.3937;8.0138;6.454
bhr;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.27;;;;;;;;;;;;;;;;;;;0.27;0.27;0.28;;;;;
bhs;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.56;;;;;;;;6.98;;;;;7.7;;9.85;;4.2;3.99;7.62;;6.77;;;;;;
bih;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.04;15.1;16.13;
blr;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.52;
blz;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.56;;;2.59;0.57;
bmu;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.95;;;;;;;;;3.0;6.93;;9.12;;9.73;;;
bol;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.16;18.21;;18.07;17.31;;2.64;;;3.13;;;;;;;;;;1.1196;1.6142;3.935;;1.7879;;0.4686;0.95;0.5678;0.9075;1.2224;1.0166;1.3897
bra;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.16;;;;;2.4327;3.4775;3.2707;3.7838;4.7216;;4.5492;3.9329;4.4905;3.5585;3.4256;3.5792;3.1703;2.331;2.9825;;2.3886;2.8729;2.6681;2.6939;3.623;5.5464;6.6608
brb;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.75;;;5.36;7.27;9.8;5.36;5.88;8.0;16.36;;;10.91;;5.17;;;;;;5.13;;;;;;5.26;6.35;;;7.75;7.26;7.69;5.19;
brn;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.177;;;1.3163
btn;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.74;;;;0.0;1.05;0.53;0.35;0.69;0.05;;;
bwa;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.51;;;;;;4.23;;;;;19.49;;;;;;;;;;6.71;;;6.0672;6.5;;;;;;;
can;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0365;5.0798;5.6176;4.6819;4.4441;4.6257;7.3018;8.562999999999999;8.4226;8.6913;7.5034;6.8125;6.4439;6.5168;6.3093;8.4416;9.7745;10.2092;9.6906;8.5163;7.9632;7.5775;6.9565;6.3643;5.454;5.9505;6.5905;6.8292;6.1052;5.3966;5.3279;5.2105;5.7614;8.0815;7.4239;7.1859;6.6129;6.8328;6.7467;6.6214;6.9816;6.261
che;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.84;1.351;2.145;3.673;4.512;3.975;3.13;3.0999;4.0235;2.5380000000000003;2.9736;1.7688;2.0877;2.4912;3.1038;3.7392;2.8003;2.595;2.4732;3.0226;3.5304;3.4268;3.3289999999999997;3.3631;3.4419;4.4413;4.3155;4.2215
chl;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.52;8.49;;5.56;;3.58;3.5;5.2898;2.48;3.0552;2.61;3.8521;2.85;4.641;4.732;5.327999999999999;8.761000000000001;8.09;7.147;6.386;6.149;6.058;5.507000000000001;4.853;4.776;4.723;7.48;4.6013;3.9668;3.5719;3.0745;4.1507;3.3892;3.9801;4.2088
civ;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.1826;2.8309;;;1.2937;
cmr;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0827;;;0.91;;;;2.1192;;;
cod;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.9396;;;;;;;1.6924;;;;;
cog;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.943;;;;;;;;;;;;
cok;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.33;;;;;;;;;;;;;;;;;;;;7.11;;;;;;
col;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.61;6.0;;;;;4.77;2.81;;;4.97;;;;;8.5;9.046;7.705;7.712999999999999;6.287000000000001;;6.349;6.207999999999999;7.49;6.7887;5.888;5.7632;5.1469;5.1593;5.145;5.678999999999999;5.13
com;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.5208;;;;;;;;;;;;;
cpv;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.65;;;;;;;;;;;;;;;;;;;;;;;;;18.3008;;
cri;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.419;2.698;1.3630000000000002;1.8630000000000002;1.102;2.434;2.1;3.355;2.185;1.376;2.647;3.159;1.925;4.352;4.3919999999999995;3.0180000000000002;2.4619999999999997;2.016;3.0789999999999997;3.1060000000000003;3.6981;6.8278;5.8305;3.9285;4.3855;4.6796;4.8329;4.5154
cub;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.56;0.78;;;;;;;
cym;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.01;4.43;1.73;;6.67;6.01;9.87;10.89;6.31;2.13;;
cyp;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.09;;;;;;;;3.0817;4.1398;2.7387;5.5398;6.0241;3.275;3.3474;3.0825;2.8436;4.3832;5.106;5.0662;10.8891;14.2052;18.2345;17.4414;13.5354;9.4251
cze;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.71;;3.22;3.4819999999999998;2.501;3.347;3.4474;3.5578;4.8388;5.2941;4.2152;3.5261;3.7719;5.0154;4.4956;5.1297;4.5269;3.47;5.5672;6.4985;5.8805;5.7333;5.4214;4.5852;4.0238;3.8271;2.0262
deu;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.3315;3.9128;5.727;6.0149;6.5831;6.7191;6.6727;6.7282;6.3116;7.4152;9.6388;10.7699;10.4177;12.282;13.8778;13.9276;13.5839;11.8348;11.4475;10.6176;12.3932;12.9303;12.5534;11.9186;9.6779;8.1181;7.9386;7.946000000000001;6.4965;6.1492;6.0903;5.5095;5.2052;4.1306;3.6628
dma;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.72;;7.18;;;;;;;;;;;;;;;;
dnk;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.1372;4.091;5.7861;4.131;6.0786;5.1958;6.1245;5.1328;7.874;7.2527;8.1065;6.3223;6.9188;5.9513;4.4446;4.2253;3.2179;3.9438;3.9904;5.0269;3.9967;5.4897;4.6351;3.5437;2.9898;2.4326;4.7354;6.6942;6.621;5.6501;5.2043;5.0539;3.987;3.9603;3.8283
dom;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.96;;;2.7114;1.2647;1.3132;1.5837;2.1805;2.0673;1.7053;2.0692;1.7553;1.5398;2.4547;2.2211;
dza;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.49;1.59;;1.98;1.54;;;;
ecu;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.72;;;;;;5.02;4.26;5.39;;2.8043;1.5545;4.4;4.2609;3.0548;0.8928;1.5823;1.2617;1.7671;1.7805;1.9386;0.9933;1.4374;1.5958;1.6617;1.6030000000000002;2.2841;1.5516
egy;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1287;0.0908;0.2659;1.9475;0.4071;0.6906;1.0574;0.7032;1.06;
esp;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.58;4.21;5.02;6.12;7.39;8.23;8.79;11.67;12.12;12.950999999999999;10.5632;9.796;10.0835;8.5373;8.574;9.3316;11.7169;13.9443;12.8124;11.2444;10.83;9.5024;8.9995;9.2493;5.6418;5.8386;5.7568;6.2176;5.6922;4.9484;5.0068;6.4532;11.3468;14.4133;15.3779;18.0996;20.2686;20.4072;18.5075;16.8527;14.843
est;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.114;0.6;2.004;3.5589999999999997;4.869;7.824;8.083;6.6498;7.1108;7.9324;12.5465;8.4616;12.7218;8.3391;4.7673;6.6149;6.7745;6.9286;5.2621;11.8922;19.3032;14.757;9.447000000000001;8.1624;5.7873;6.8922;9.465;7.4961
eth;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.7949;;;;;;1.0281;;;;;;;;0.6512;;;;
fin;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.17;4.0;5.5;4.69;;6.11;;5.83;4.42;4.63;2.83;1.77;5.405;12.15;16.19;20.37;16.2745;16.4702;12.0287;13.302999999999999;10.7151;9.9762;9.3169;8.6461;8.677999999999999;8.8939;7.1822;6.8729;6.8091;5.7738;7.0071;7.3991;7.5325;8.1179;8.1315;8.3004;9.1583;8.1992;8.6761
fji;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.7;;;
flk;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.09;;;;;
fra;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.027;6.2166;6.4232;7.5324;7.6675;7.3756;6.8224;6.0069;5.5768;7.0607;7.3244;7.0208;6.8825;8.245;8.0804;8.0159;8.4197;7.2851;5.4696;5.8502;5.3332;4.6902;4.749;5.1862;4.6618;4.2437;5.6836;6.0473;5.7742;6.4588;7.5046;8.0299;7.959;8.1171;7.272
gab;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.43;;;;;;;;;;;;;;;;;7.43;;;;;;;
gbm;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.99;;;;;2.64;;;;;2.63;
gbr;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.1507;9.401;9.8974;10.2513;11.3657;10.4721;8.8357;8.6532;9.1366;10.7464;13.022;11.6113;10.1772;9.5519;7.8865;6.8362;6.4092;5.6391;4.3396;4.3299;4.2765;3.8281;3.4033;3.5242;3.9552;3.7323;5.8635;5.9297;6.2538;5.9307;5.4116;4.4483;3.8185;4.1931;4.012
geo;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.82;7.37;8.15;10.26;7.18;9.83;10.1;;9.79;11.35;10.83;13.12;9.96;11.23;10.09;7.3;8.26;7.55;
gha;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.8;;8.35;;;;;;1.4531;;;;2.78;;;0.5478;;3.0978;;
gin;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.4483;;;;;;;;;;;;;;;
glp;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.7;;;;;;;;;;;;;;;;;;
gmb;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.0412;;;;;
grc;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.8796;2.6265;2.4124;2.0512;2.3659;1.9892;1.7094;1.7919;1.643;2.2037;2.9168;3.3035;3.6047;2.9461;3.267;2.9073;3.9451;3.4429;4.0928;3.4822;2.9465;3.8723;3.3359;3.0704;2.8977;2.8905;4.0734;6.1045;8.6102;13.6389;16.4033;17.6743;18.1088;19.3032;17.16
grd;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.34;;;13.5;;7.85;;2.29;;;;;;;;;;;;;;;;;;;
gtm;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.4173;;;;;;1.8922;1.6925;;0.3488;;0.8574;;
guf;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.31;;;;;;;;;19.62;;;;;;;;;;;;;;;;;;
gum;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.17;;;;;;;;;;;;;;;
guy;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.49;;;;;;;;;;;;;;;6.69;;;;;;;;;;;;;;;
hkg;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.76;3.62;3.32;3.78;2.8;1.47;0.97;0.78;0.92;1.42;1.7;1.86;1.91;3.24;2.63;1.92;4.53;;6.28;5.44;8.89;10.02;9.82;7.37;5.9;4.58;3.97;5.53;4.62;3.38;3.15;3.31;3.39;3.03;2.99;
hnd;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.5765;1.2309;1.0248;1.5864;1.2671;2.0513;1.7957;1.7335;1.3673;2.1511;1.9513;3.9292;
hrv;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.47;;;;;;;;;;12.78;8.0881;8.1309;7.2871;8.9619;6.8905;6.9765;6.2129;5.9916;7.1572;8.5103;10.8904;11.7007;12.0372;12.2256;11.089;7.1476
hti;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.02;;;;;;;;;;;;;;
hun;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.621;7.926;6.848;5.449;5.8254;6.3998;5.5443;3.3048;3.8217;3.5444;3.4239;2.7938;3.0853;4.2035;4.0565;4.7342;5.1561;6.6655;8.5296;10.0314;8.7607;8.5626;6.718;5.9629;4.3357;3.0431
idn;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.47;0.4425;1.0967;1.1803;1.1641;1.4781;0.7254;0.9653;1.1613;0.9488;1.2155;1.0105;1.0344;0.9427;0.7672;0.9383;0.8118;0.9877;1.0649
ind;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.087;;;;;;0.1748;;;;;0.3099;;;;;0.1963;;0.1742;;;;;
irl;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.9908;9.9554;10.4292;10.1725;12.3141;11.690999999999999;11.2;9.4588;9.3644;8.4066;8.4774;8.5099;7.4366;6.7075;6.4731;5.2579;4.1683;2.5991;2.6263;2.4319;2.5653;2.8815;2.9991;2.4202;2.4296;3.6044;7.5434;10.1344;11.3935;12.7212;11.8776;10.4997;8.7152;7.1291;5.809
irn;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.68;3.17;4.63;6.18;;;;2.89;3.73;4.83;4.06
irq;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.3768;;;;;3.2732;;;;;
isl;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.958;2.553;4.314;3.7760000000000002;3.8588;3.1609;3.2436;3.1123;;;;1.9317;3.1315;6.1886;0.8994;1.1107;0.8956;2.4069;4.89;5.169;7.1323;4.567;3.0187;2.9389999999999996;3.1481;2.7187;1.9889
isr;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;1.62;;;;;;;;;;;;;;;;4.537;8.078;9.707;9.43;6.638;6.188;6.732;7.127999999999999;10.137;10.118;10.529000000000002;9.867;9.369;9.237;9.855;10.027000000000001;8.748;7.459;5.903;7.157;6.854;5.892;5.118;5.03;4.287;4.369;4.456;3.79
ita;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.93;12.53;9.88;;3.27;1.5452;1.8773;1.4739;1.8742;2.2907;1.6208;2.3832;1.6644;1.9873;2.1466;2.935;3.7094;4.004;4.3526;4.6528;4.6508;4.6218;4.5733;4.6753;4.1127;4.1223;3.9772;3.6249;2.8611;2.5783;3.2508;3.7464;3.9089;4.5532;5.9466;6.7306;6.1915;6.3992;6.414;6.3095
jam;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.71;;;;5.34;;;;4.42;;;;;4.23;2.82;;;;4.8;;;;5.5468;5.0581;4.5497;4.7634;4.0752;3.7377
jpn;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;1.6;1.5;1.8;2.1;2.4;1.8;2.1;3.2;3.8;3.8;4.2;4.4;4.0;4.3;4.6;5.0;5.2;5.0;5.2;5.4;4.4;3.9;3.4;3.0;3.2;3.8;4.6;4.6;5.1;5.0;6.3;6.7;6.7;7.0;7.1;6.8;5.5;5.0;4.5;4.1;4.3;5.6;6.0;5.335;4.9;4.4;3.7;3.7;3.4;3.0
kaz;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.97;5.04;5.6;;;;6.46;5.78;5.26;4.71;4.85;3.84;;;;
ken;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.0356;;;;;;;;;;;;;;;;;;
kgz;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.01;;3.87;2.72;5.67;;;3.38;3.41;3.62;4.21;5.74;4.97;4.18;3.05;
khm;males_aged_55_64_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.77;;;;;;;;;;0.64;;0.0;;0.4744;;;;;
