concept,color,concept_type,description,description_long,domain,drill_up,indicator_url,name,name_catalog,name_short,scales,source,source_long,source_url,tags
pneumonia_deaths_in_children_1_59_months_total_deaths,,measure,Pneumonia deaths in children 1-59 months (total deaths),,,,,1-59 個月兒童肺炎死亡（人數）,肺炎死亡（人數）,1-59 個月兒童肺炎死亡,"[""log"", ""linear""]",,,http://www.lancet.org,causes_of_child_deaths
pneumonia_deaths_in_newborn_per_1000_births,,measure,"Pneumonia deaths in newborn (per 1,000 births)",,,,,"新生兒肺炎死亡（‰, 每 1,000 出生人數）","肺炎死亡（‰, 每 1,000 出生人數）",新生兒肺炎死亡,"[""log"", ""linear""]",,,http://www.lancet.org,causes_of_newborn_deaths
pneumonia_deaths_in_newborn_total_deaths,,measure,Pneumonia deaths in newborn (total deaths),,,,,新生兒肺炎死亡（人數）,肺炎死亡（人數）,新生兒肺炎死亡,"[""log"", ""linear""]",,,http://www.lancet.org,causes_of_newborn_deaths
poisonings_deaths_per_100000_people,,measure,"Unintentional poisonings, age-adjusted mortality per 100 000 standard population. This rate is calculated as if all countries had the same age composition of the population.",,,,,中毒死亡（每 10 萬人）,中毒死亡（每 10 萬人）（ 1990 ~,中毒死亡,"[""linear"", ""log""]",,,www.who.int,injuries_and_accidents
population_aged_0_4_years_both_sexes_percent,,measure,Number of both sexes aged 0-4 years divided by total population,,,,,0-4 歲人口,0-4 歲,人口,"[""linear"", ""log""]",,,http://esa.un.org/unpp/,both_sexes_by_age
population_aged_0_4_years_female_percent,,measure,Number of women aged 0-4 years divided by total number of women,,,,,"0-4 歲, 女性人口","0-4 歲, 女性",人口,"[""linear"", ""log""]",,,http://esa.un.org/unpp/,female_by_age
population_aged_0_4_years_male_percent,,measure,Number of men aged 0-4 years divided by total number of men,,,,,"0-4 歲, 男性人口","0-4 歲, 男性",人口,"[""linear"", ""log""]",,,http://esa.un.org/unpp/,male_by_age
population_aged_0_4_years_total_number,,measure,Total number of people aged 0-4 years,,,,,0-4 歲人口,0-4 歲,人口,"[""linear"", ""log""]",,,http://esa.un.org/unpp/,both_sexes_by_age_total
population_aged_10_14_years_both_sexes_percent,,measure,Number of both sexes aged 10-14 years divided by total population,,,,,10-14 歲人口,10-14 歲,人口,"[""linear"", ""log""]",,,http://esa.un.org/unpp/,both_sexes_by_age
population_aged_10_14_years_female_percent,,measure,Number of women aged 10-14 years divided by total number of women,,,,,"10-14 歲, 女性人口","10-14 歲, 女性",人口,"[""linear"", ""log""]",,,http://esa.un.org/unpp/,female_by_age
population_aged_10_14_years_male_percent,,measure,Number of men aged 10-14 years divided by total number of men,,,,,"10-14 歲, 男性人口","10-14 歲, 男性",人口,"[""linear"", ""log""]",,,http://esa.un.org/unpp/,male_by_age
population_aged_10_14_years_total_number,,measure,Total number of people aged 10-14 years,,,,,10-14 歲人口,10-14 歲,人口,"[""linear"", ""log""]",,,http://esa.un.org/unpp/,both_sexes_by_age_total
population_aged_15_19_years_both_sexes_percent,,measure,Number of both sexes aged 15-19 years divided by total population,,,,,15-19 歲人口,15-19 歲,人口,"[""linear"", ""log""]",,,http://esa.un.org/unpp/,both_sexes_by_age
population_aged_15_19_years_female_percent,,measure,Number of women aged 15-19 years divided by total number of women,,,,,"15-19 歲, 女性人口","15-19 歲, 女性",人口,"[""linear"", ""log""]",,,http://esa.un.org/unpp/,female_by_age
population_aged_15_19_years_male_percent,,measure,Number of men aged 15-19 years divided by total number of men,,,,,"15-19 歲, 男性人口","15-19 歲, 男性",人口,"[""linear"", ""log""]",,,http://esa.un.org/unpp/,male_by_age
population_aged_15_19_years_total_number,,measure,Total number of people aged 15-19 years,,,,,15-19 歲人口,15-19 歲,人口,"[""linear"", ""log""]",,,http://esa.un.org/unpp/,both_sexes_by_age_total
population_aged_20_39_years_both_sexes_percent,,measure,Number of both sexes aged 20-39 years divided by total population,,,,,20-39 歲人口,20-39 歲,人口,"[""linear"", ""log""]",,,http://esa.un.org/unpp/,both_sexes_by_age
population_aged_20_39_years_female_percent,,measure,Number of women aged 20-39 years divided by total number of women,,,,,"20-39 歲, 女性人口","20-39 歲, 女性",人口,"[""linear"", ""log""]",,,http://esa.un.org/unpp/,female_by_age
population_aged_20_39_years_male_percent,,measure,Number of men aged 20-39 years divided by total number of men,,,,,"20-39 歲, 男性人口","20-39 歲, 男性",人口,"[""linear"", ""log""]",,,http://esa.un.org/unpp/,male_by_age
population_aged_20_39_years_total_number,,measure,Total number of people aged 20-39 years,,,,,20-39 歲人口,20-39 歲,人口,"[""linear"", ""log""]",,,http://esa.un.org/unpp/,both_sexes_by_age_total
population_aged_40_59_years_both_sexes_percent,,measure,Number of both sexes aged 40-59 years divided by total population,,,,,40-59 歲人口,40-59 歲,人口,"[""linear"", ""log""]",,,http://esa.un.org/unpp/,both_sexes_by_age
population_aged_40_59_years_female_percent,,measure,Number of women aged 40-59 years divided by total number of women,,,,,"40-59 歲, 女性人口","40-59 歲, 女性",人口,"[""linear"", ""log""]",,,http://esa.un.org/unpp/,female_by_age
population_aged_40_59_years_male_percent,,measure,Number of men aged 40-59 years divided by total number of men,,,,,"40-59 歲, 男性人口","40-59 歲, 男性",人口,"[""linear"", ""log""]",,,http://esa.un.org/unpp/,male_by_age
population_aged_40_59_years_total_number,,measure,Total number of people aged 40-59 years,,,,,40-59 歲人口,40-59 歲,人口,"[""linear"", ""log""]",,,http://esa.un.org/unpp/,both_sexes_by_age_total
population_aged_5_9_years_both_sexes_percent,,measure,Number of both sexes aged 5-9 years divided by total population,,,,,5-9 歲人口,5-9 歲,人口,"[""linear"", ""log""]",,,http://esa.un.org/unpp/,both_sexes_by_age
population_aged_5_9_years_female_percent,,measure,Number of women aged 5-9 years divided by total number of women,,,,,"5-9 歲, 女性人口","5-9 歲, 女性",人口,"[""linear"", ""log""]",,,http://esa.un.org/unpp/,female_by_age
population_aged_5_9_years_male_percent,,measure,Number of men aged 5-9 years divided by total number of men,,,,,"5-9 歲, 男性人口","5-9 歲, 男性",人口,"[""linear"", ""log""]",,,http://esa.un.org/unpp/,male_by_age
population_aged_5_9_years_total_number,,measure,Total number of people aged 5-9 years,,,,,5-9 歲人口,5-9 歲,人口,"[""linear"", ""log""]",,,http://esa.un.org/unpp/,both_sexes_by_age_total
population_aged_60plus_years_both_sexes_percent,,measure,Number of both sexes aged above 60 years divided by total population,,,,,60 歲以上人口,60 歲以上,人口,"[""linear"", ""log""]",,,http://esa.un.org/unpp/,both_sexes_by_age
population_aged_60plus_years_female_percent,,measure,Number of women aged above 60 years divided by total number of women,,,,,"60 歲以上, 女性人口","60 歲以上, 女性",人口,"[""linear"", ""log""]",,,http://esa.un.org/unpp/,female_by_age
population_aged_60plus_years_male_percent,,measure,Number of men aged above 60 years divided by total number of men,,,,,"60 歲以上, 男性人口","60 歲以上, 男性",人口,"[""linear"", ""log""]",,,http://esa.un.org/unpp/,male_by_age
population_aged_60plus_years_total_number,,measure,Total number of people aged above 60 years,,,,,60 歲以上人口,60 歲以上,人口,"[""linear"", ""log""]",,,http://esa.un.org/unpp/,both_sexes_by_age_total
population_density_per_square_km,,measure,Average number of people on each square km of the land in the given country.,,,,,人口密度,人口密度,人口密度,"[""linear"", ""log""]",,,http://esa.un.org/unpd/wpp/Excel-Data/population.htm,population
population_growth_annual_percent,,measure,"Annual population growth rate for year t is the exponential rate of growth of midyear population from year t-1 to t, expressed as a percentage . Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.",,,,,"人口成長（％, 每年成長）",人口成長（％）,人口成長（％）,"[""linear"", ""log""]",,,http://data.worldbank.org/indicator/SP.POP.GROW,population_growth
population_growth_annual_percent_with_projections,,measure,"Annual change of population in percentage, data after 2010 is based on the medium estimates from UN population division.",,,,,"人口成長（％, 每年成長）, 含預測",人口成長（％）,人口成長（％）,"[""linear"", ""log""]",,,http://esa.un.org/peps/index.htm,projections
population_in_urban_agglomerations_m_1_million_percent_of_total,,measure,Population in urban agglomerations of more than one million is the percentage of a country's population living in metropolitan areas that in 2000 had a population of more than one million people.,,,,,"都市人口集會比例（％, 在超過 100 萬都市的人口佔總人口的比例）",都市人口集會比例,都市人口集會比例,"[""linear"", ""log""]",,,http://data.worldbank.org/indicator/EN.URB.MCTY.TL.ZS,urbanization
population_policies_aid_given_percent_of_aid,,measure,Percentage of total allocable aid for official development assistance (ODA) given by the donor countries that has been used in population policies/programs and reproductive health.,,,,,"人口政策援助（％, 佔所有援助的比例）",人口政策援助,人口政策援助,"[""linear"", ""log""]",,,http://www.oecd.org/dac/stats/qwids,aid_given
population_total,,measure,Total population,,,,https://github.com/open-numbers/ddf--gapminder--population_historic,人口總數,人口總數（ 1800 ~,人口總數,"[""linear"", ""log""]",Gapminder based on Maddison & UN,,gapm.io/dpop,population
poverty_percent_people_below_320_a_day,,measure,"Poverty headcount ratio at $3.20 a day is the percentage of the population living on less than $3.20 a day at 2011 international prices. As a result of revisions in PPP exchange rates, poverty rates for individual countries cannot be compared with poverty rates reported in earlier editions.",,,,,Extreme poverty (% people below $3.20 a day),Extreme poverty,Extreme poverty,"[""linear"", ""log""]",,,https://data.worldbank.org/indicator/SI.POV.LMIC.GP,poverty_inequality
poverty_percent_people_below_550_a_day,,measure,,,,,,Extreme poverty (% people below $5.50 a day),Extreme poverty,Extreme poverty,"[""linear"", ""log""]",,,https://data.worldbank.org/indicator/SI.POV.UMIC.GP,poverty_inequality
prematurity_deaths_in_newborn_per_1000_births,,measure,"Prematurity deaths in newborn (per 1,000 births)",,,,,"新生兒早產死亡（‰, 每 1,000 出生人數）","早產死亡（‰, 每 1,000 出生人數）",新生兒早產死亡,"[""log"", ""linear""]",,,http://www.lancet.org,causes_of_newborn_deaths
prematurity_deaths_in_newborn_total_deaths,,measure,Prematurity deaths in newborn (total deaths),,,,,新生兒早產死亡（人數）,早產死亡（人數）,新生兒早產死亡,"[""log"", ""linear""]",,,http://www.lancet.org,causes_of_newborn_deaths
present_value_of_debt_percent_of_gni,,measure,"Present value of debt is the sum of short-term external debt plus the discounted sum of total debt service payments due on public, publicly guaranteed, and private nonguaranteed long-term external debt over the life of existing loans. The GNI denominator is a three-year average.",,,,,Present value of debt (% of GNI),Present value of debt,Present value of debt,"[""linear"", ""log""]",,,http://data.worldbank.org/indicator/DT.DOD.PVLX.GN.ZS,advanced_debt_trade
primary_completion_rate_total_percent_of_relevant_age_group,,measure,"Primary completion rate, or gross intake ratio to the last grade of primary education, is the number of new entrants (enrollments minus repeaters) in the last grade of primary education, regardless of age, divided by the population at the entrance age for the last grade of primary education. Data limitations preclude adjusting for students who drop out during the final year of primary education.",,,,,Primary school completion (% of relevant age group),Primary school completion,Primary school completion,"[""linear"", ""log""]",,,http://data.worldbank.org/indicator/SE.PRM.CMPT.ZS,school_enrolment
primary_forest_area_ha,,measure,"Total area of forest land (hectares) with native species, where there are no clearly visible indications of human activities and the ecological processes are not significantly disturbed.",,,,,Primary forest area (ha),Primary forest area,Primary forest area,"[""log"", ""linear""]",,,http://www.fao.org/forestry/sofo/en/,forestry
primary_school_completion_percent_of_boys,,measure,"Primary completion rate, or gross intake ratio to the last grade of primary education, is the number of new entrants (enrollments minus repeaters) in the last grade of primary education, regardless of age, divided by the population at the entrance age for the last grade of primary education. Data limitations preclude adjusting for students who drop out during the final year of primary education.",,,,,Primary school completion (% of boys),Boys primary school completion,Primary school completion,"[""linear"", ""log""]",,,http://data.worldbank.org/indicator/SE.PRM.CMPT.MA.ZS,school_enrolment
primary_school_completion_percent_of_girls,,measure,"Primary completion rate, or gross intake ratio to the last grade of primary education, is the number of new entrants (enrollments minus repeaters) in the last grade of primary education, regardless of age, divided by the population at the entrance age for the last grade of primary education. Data limitations preclude adjusting for students who drop out during the final year of primary education.",,,,,Primary school completion (% of girls),Girls primary school completion,Primary school completion,"[""linear"", ""log""]",,,http://data.worldbank.org/indicator/SE.PRM.CMPT.FE.ZS,school_enrolment
private_share_of_total_health_spending_percent,,measure,"Percentage of total health expenditure that has been paid by private entities, for example commercial insurance and out-of-pocket payments.",,,,,Private share of health spending (%),Private share of health spending,Private share of health spending,"[""linear"", ""log""]",,,http://apps.who.int/nha/database/PreDataExplorer.aspx?d=1,health_economics
privately_owned_forest_land_percent,,measure,"Percentage of forest land that is owned by individuals, families, private co-operatives, corporations, industries, private religious and educational institutions, pension or investment funds, and other private institutions.",,,,,Privately owned forest land (%),Privately owned forest land,Privately owned forest land,"[""linear"", ""log""]",,,http://www.fao.org/forestry/sofo/en/,forestry
privately_owned_other_wooded_land_percent,,measure,"Percentage of other wooded land that is owned by individuals, families, private co-operatives, corporations, industries, private religious and educational institutions, pension or investment funds, and other private institutions.",,,,,Privately owned other wooded land (%),Privately owned other wooded land,Privately owned other wooded land,"[""linear"", ""log""]",,,http://www.fao.org/forestry/sofo/en/,forestry
production_sector_aid_given_percent_of_aid,,measure,"Percentage of total allocable aid for official development assistance (ODA) given by the donor countries that has been used in production sectors, including agriculture and industry, etc.",,,,,Production sector aid given (% of aid),Production sector aid given,Production sector aid given,"[""linear"", ""log""]",,,http://www.oecd.org/dac/stats/qwids,aid_given
prostate_cancer_deaths_per_100000_men,,measure,"Number of deaths due to prostate cancer in 100,000 male residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",,,,,"攝護腺癌死亡數, 男性（每 10 萬人）",攝護腺癌死亡數（每 10 萬人）（ 1990 ~,攝護腺癌死亡數（每 10 萬人）,"[""linear"", ""log""]",,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2S9phBhTP3dw&gid=1,cancer_male
prostate_cancer_new_cases_per_100000_men,,measure,"Number of new cases of prostate cancer in 100,000 male residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",,,,,"攝護腺癌病例數, 男性（每 10 萬人）",攝護腺癌病例數（每 10 萬人）（ 1990 ~,攝護腺癌病例數（每 10 萬人）,"[""linear"", ""log""]",,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj3qX39HWaQjEg&gid=1,cancer_male
prostate_cancer_number_of_male_deaths,,measure,Total number of male deaths due to prostate cancer during the certain year.,,,,,"攝護腺癌死亡數, 男性",攝護腺癌死亡數,攝護腺癌死亡數,"[""linear"", ""log""]",,,http://www-dep.iarc.fr/,cancer_male
prostate_cancer_number_of_new_male_cases,,measure,Total number of new male cases of prostate cancer during the certain year.,,,,,"攝護腺癌病例數, 男性",攝護腺癌病例數（ 1990 ~,攝護腺癌病例數,"[""linear"", ""log""]",,,http://www-dep.iarc.fr/,cancer_male
pump_price_for_gasoline_us_per_liter,,measure,Fuel prices refer to the pump prices of the most widely sold grade of gasoline. Prices have been converted from the local currency to U.S. dollars.,,,,,Pump price for gasoline (US$ per liter),Pump price for gasoline,Pump price for gasoline,"[""linear"", ""log""]",,,http://go.worldbank.org/U0FSM7AQ40,energy
rank,,measure,,,,,,Ranking order,,,,,,,_none
ratio_of_girls_to_boys_in_primary_and_secondary_education_perc,,measure,Gender parity index for gross enrollment ratio in primary and secondary education is the ratio of girls to boys enrolled at primary and secondary levels in public and private schools.,,,,,"Ratio girls/boys in school, primary and secondary education (%)",Ratio girls/boys in school,Ratio girls/boys in school,"[""linear"", ""log""]",,,http://data.worldbank.org/indicator/SE.ENR.PRSC.FM.ZS,gender_equality
ratio_of_young_literate_females_to_males_percent_ages_15_24,,measure,"Ratio of young literate females to males is the percentage of females to males ages 15-24 who can, with understanding, read and write a short, simple statement on their everyday life.",,,,,Ratio of young literate females to males (% ages 15-24),Young literate females/males ratio,Young literate females/males ratio,"[""linear"", ""log""]",,,http://data.worldbank.org/indicator/SE.ADT.1524.LT.FM.ZS,gender_equality
renewable_water_cu_meters_per_person,,measure,"Actual quantity of renewable water resources per person per year in cubic meters. Renewable water resources refer to the average annual flow of rivers and recharge of groundwater generated from perecipitation, which corresponds to the maximum theoretical yearly amount of water actually available for a country at a given moment. and the resources shared with neighboring countries (geopolitical constraints) have been taken into account.",,,,,Renewable water (cu meters per person),Renewable water,Renewable water,"[""linear"", ""log""]",,,http://www.fao.org/nr/water/aquastat/data/query/index.html,environment_water
residential_electricity_use_per_person,,measure,"The amount of residential electricity consumed per person during the given year, counted in kilowatt-hours (kWh).",,,,,"Residential electricity use, per person",Residential electricity use /person（ 1971 ~,Residential electricity use,"[""linear"", ""log""]",,,http://www.worldenergyoutlook.org/,electricity
residential_electricity_use_total,,measure,"The total amount of residential electricity consumed during the given year, counted in kilowatt-hours (kWh).",,,,,"Residential electricity use, total",Residential electricity use（ 1971 ~,Residential electricity use,"[""linear"", ""log""]",,,http://www.worldenergyoutlook.org/,electricity
residential_energy_use_percent,,measure,"Percent of total emergy consumption that is used as ""residential consumption""",,,,,Residential energy use (%),Residential energy use（ 1971 ~,Residential energy use,"[""linear"", ""log""]",,,http://data.iea.org/IEASTORE/DEFAULT.ASP,alternative_energy
roads_paved_percent_of_total_roads,,measure,"Roads, paved (% of total roads)",,,,,Roads paved (% of total roads),Roads paved,Roads paved,"[""linear"", ""log""]",,,http://data.worldbank.org/indicator/IS.ROD.PAVE.ZS,traffic
rural_poverty_percent_rural_people_below_national_rural,,measure,Rural poverty headcount ratio is the percentage of the rural population living below the national poverty lines.,,,,,Rural poverty (% rural people below national rural poverty line),Rural poverty,Rural poverty,"[""linear"", ""log""]",,,http://go.worldbank.org/B53SONGPA0,poverty_inequality
salaried_workers_percent_of_non_agricultural_employment,,measure,Percentage of all employment that earns a salary from working.,,,,,"受薪僱員比例（％, 佔全體就業比例）",受薪僱員比例,受薪僱員比例,"[""linear"", ""log""]",,,http://ilo.org/legacy/english/global-reports/kilm2015/kilm03.xlsx,employment_by_status
scales,,string,,,,,,Scales,,,,,,,_none
self_employed_percent_of_employment,,measure,Percentage of all employment that works as self-employed workers.,,,,,"自雇（自由業）比例（％, 佔全體就業比例）",自雇（自由業）比例（ 1991 ~,自雇（自由業）比例,"[""linear"", ""log""]",,,http://ilo.org/legacy/english/global-reports/kilm2015/kilm03.xlsx,employment_by_status
sepsis_deaths_in_newborn_per_1000_births,,measure,"Sepsis deaths in newborn (per 1,000 births)",,,,,"新生兒敗血症死亡（‰, 每 1,000 出生人數）","敗血症死亡（‰, 每 1,000 出生人數）",新生兒敗血症死亡,"[""log"", ""linear""]",,,http://www.lancet.org,causes_of_newborn_deaths
sepsis_deaths_in_newborn_total_deaths,,measure,Sepsis deaths in newborn (total deaths),,,,,新生兒敗血症死亡（人數）,敗血症死亡（人數）,新生兒敗血症死亡,"[""log"", ""linear""]",,,http://www.lancet.org,causes_of_newborn_deaths
service_workers_percent_of_employment,,measure,Percentage of all employment that works in service sector.,,,,,"服務業勞動比例（％, 佔全體就業比例）",服務業勞動比例（ 2001 ~,服務業勞動比例,"[""linear"", ""log""]",,,http://ilo.org/legacy/english/global-reports/kilm2015/kilm04.xlsx,employment_by_sector
services_percent_of_gdp,,measure,"Services correspond to ISIC divisions 50-99 and they include value added in wholesale and retail trade (including hotels and restaurants), transport, and government, financial, professional, and personal services such as education, health care, and real estate services. Also included are imputed bank service charges, import duties, and any statistical discrepancies noted by national compilers as well as discrepancies arising from rescaling. Value added is the net output of a sector after adding up all outputs and subtracting intermediate inputs. It is calculated without making deductions for depreciation of fabricated assets or depletion and degradation of natural resources. The industrial origin of value added is determined by the International Standard Industrial Classification (ISIC), revision 3. Note: For VAB countries, gross value added at factor cost is used as the denominator.",,,,,Services (% of GDP),Services (% of GDP),Services (% of GDP),"[""linear"", ""log""]",,,http://data.worldbank.org/indicator/NV.SRV.TETC.ZS,sectors
sex_ratio_0_14_years,,measure,"Sex ratio (male divided by female, per 100) among population between 0 and 14 years old.",,,,,0-14 歲性別比例（每 100 位女性的男性數）,0-14 歲性別比例,0-14 歲性別比例,"[""linear"", ""log""]",,,http://esa.un.org/peps/index.htm,sex_ratio
sex_ratio_15_24_years,,measure,"Sex ratio (male divided by female, per 100) among population between 15 and 24 years old.",,,,,15-24 歲性別比例（每 100 位女性的男性數）,15-24 歲性別比例,15-24 歲性別比例,"[""linear"", ""log""]",,,http://esa.un.org/peps/index.htm,sex_ratio
sex_ratio_15_49_years,,measure,"Sex ratio (male divided by female, per 100) among population between 15 and 49 years old.",,,,,15-49 歲性別比例（每 100 位女性的男性數）,15-49 歲性別比例,15-49 歲性別比例,"[""linear"", ""log""]",,,http://esa.un.org/peps/index.htm,sex_ratio
sex_ratio_above_50_years,,measure,"Sex ratio (male divided by female, per 100) among population above 50 years old.",,,,,超過 50 歲性別比例（每 100 位女性的男性數）,超過 50 歲性別比例,超過 50 歲性別比例,"[""linear"", ""log""]",,,http://esa.un.org/peps/index.htm,sex_ratio
sex_ratio_all_age_groups,,measure,"Sex ratio (male divided by female, per 100) among total population of all age groups.",,,,,性別比例（每 100 位女性的男性數）,性別比例,性別比例,"[""linear"", ""log""]",,,http://esa.un.org/peps/index.htm,sex_ratio
shape_lores_svg,,string,,,,,,Shapes,,,,,,,_none
smoking_adults_percent_of_population_over_age_15,,measure,"Percentage of both men and women (over age 15) that smoke. Note: only 2005 tobacco data is provided by WHOSIS. In order to compare with 2002 lung cancer data, 2005 tobacco data was copied into 2002, based on the assumption that people's habit of smoking won't significantly change during 3 years.",,,,,"吸菸比例（％, 吸菸人數佔 15 歲以上人口比例）",吸菸比例（％）,吸菸比例（％）,"[""linear"", ""log""]",,,http://apps.who.int/whosis/data/Search.jsp?countries=[Location].Members,risk_factors
smoking_men_percent_of_men_over_age_15,,measure,"Percentage of men (over age 15) that smoke. Note: only 2005 tobacco data is provided by WHOSIS. In order to compare with 2002 lung cancer data, 2005 tobacco data was copied into 2002, based on the assumption that people's habit of smoking won't significantly change during 3 years.",,,,,"男性吸菸比例（％, 男性吸菸人數佔 15 歲以上人口比例）",男性吸菸比例（％）,男性吸菸比例（％）,"[""linear"", ""log""]",,,http://apps.who.int/whosis/data/Search.jsp?countries=[Location].Members,risk_factors
smoking_women_percent_of_women_over_age_15,,measure,"Percentage of women (over age 15) that smoke. Note: only 2005 tobacco data is provided by WHOSIS. In order to compare with 2002 lung cancer data, 2005 tobacco data was copied into 2002, based on the assumption that people's habit of smoking won't significantly change during 3 years.",,,,,"吸菸比例（％, 女性吸菸人數佔 15 歲以上人口比例）",女性吸菸比例（％）,女性吸菸比例（％）,"[""linear"", ""log""]",,,http://apps.who.int/whosis/data/Search.jsp?countries=[Location].Members,risk_factors
source,,string,,,,,,Source,,,,,,,_none
source_long,,string,,,,,,Source Long Text,,,,,,,_none
source_url,,string,,,,,,Source URL,,,,,,,_none
stillbirths_per_1000_births,,measure,The number of stillbirths per 1000 births (live births plus stillbirths).,,,,,Stillbirths (per 1000 births),Stillbirths,Stillbirths,"[""log"", ""linear""]",,,http://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdGdKSHBERVk0UzdoeEpwRUxHSnVlV0E&gid=1,maternal_health
stomach_cancer_deaths_per_100000_men,,measure,"Number of deaths due to stomach cancer in 100,000 male residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",,,,,"胃癌死亡數, 男性（每 10 萬人）",胃癌死亡數（每 10 萬人）（ 1990 ~,胃癌死亡數（每 10 萬人）,"[""linear"", ""log""]",,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj3ky4_oAkatBw&gid=1,cancer_male
stomach_cancer_deaths_per_100000_women,,measure,"Number of deaths due to stomach cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",,,,,"胃癌死亡數, 女性（每 10 萬人）",胃癌死亡數（每 10 萬人）（ 1990 ~,胃癌死亡數（每 10 萬人）,"[""linear"", ""log""]",,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj0RpUEQPgGcZQ&gid=1,cancer_female
stomach_cancer_new_cases_per_100000_men,,measure,"Number of new cases of stomach cancer in 100,000 male residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",,,,,"胃癌病例數, 男性（每 10 萬人）",胃癌病例數（每 10 萬人）（ 1990 ~,胃癌病例數（每 10 萬人）,"[""linear"", ""log""]",,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj1XKvT6zwrMPw&gid=1,cancer_male
stomach_cancer_new_cases_per_100000_women,,measure,"Number of new cases of stomach cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",,,,,"胃癌病例數, 女性（每 10 萬人）",胃癌病例數（每 10 萬人）（ 1990 ~,胃癌病例數（每 10 萬人）,"[""linear"", ""log""]",,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj0je8zzeM4WXQ&gid=1,cancer_female
stomach_cancer_number_of_female_deaths,,measure,Total number of female deaths due to stomach cancer during the certain year.,,,,,"胃癌死亡數, 女性",胃癌死亡數（ 1990 ~,胃癌死亡數,"[""linear"", ""log""]",,,http://www-dep.iarc.fr/,cancer_female
stomach_cancer_number_of_male_deaths,,measure,Total number of male deaths due to stomach cancer during the certain year.,,,,,"胃癌死亡數, 男性",胃癌死亡數（ 1990 ~,胃癌死亡數,"[""linear"", ""log""]",,,http://www-dep.iarc.fr/,cancer_male
stomach_cancer_number_of_new_female_cases,,measure,Total number of new female cases of stomach cancer during the certain year.,,,,,"胃癌病例數, 女性",胃癌病例數（ 1990 ~,胃癌病例數,"[""linear"", ""log""]",,,http://www-dep.iarc.fr/,cancer_female
stomach_cancer_number_of_new_male_cases,,measure,Total number of new male cases of stomach cancer during the certain year.,,,,,"胃癌病例數, 男性",胃癌病例數（ 1990 ~,胃癌病例數,"[""linear"", ""log""]",,,http://www-dep.iarc.fr/,cancer_male
storm_affected_annual_number,,measure,"Total number of people getting affected, injured or killed in storm during the given year.",,,,,全年受暴風雨（雪）影響人數,受暴風雨（雪）影響人數（ 1970 ~,受暴風雨（雪）影響人數,"[""linear"", ""log""]",,,http://www.emdat.be/database,disasters
storm_deaths_annual_number,,measure,Number of people killed in storm during the given year.,,,,,全年因暴風雨（雪）死亡人數,因暴風雨（雪）死亡人數（ 1970 ~,因暴風雨（雪）死亡人數,"[""linear"", ""log""]",,,http://www.emdat.be/database,disasters
subsistence_incomes_per_person,,measure,"The same as ""Income per person (GDP/capita, inflation-adjusted $)"" (version 9), but expressed in subsistence incomes per person ratehr than international $ per person. One subsistence income is equal to $1.25 per day (i.e. the lower poverty line), or $456.24 per year. Hence, we divided incomes epr person with 456.25.",,,,,Subsistence incomes per person,Subsistence incomes per person（ 1800 ~,Subsistence incomes per person,"[""log"", ""linear""]",,,http://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdGlGLVd4OGVfcVdScVBSS0JLVHpiMlE&gid=1,alternative_gdp_data
sugar_per_person_g_per_day,,measure,The quantity of food consumption of sugar and sweeteners (grams per person and day). NOTE: data for 2004 are based on a rough extrapolation by Gapminder.,,,,,Sugar per person (g per day),Sugar per person（ 1961 ~,Sugar per person,"[""linear"", ""log""]",,,http://faostat.fao.org/site/609/DesktopDefault.aspx?PageID=609#cible,nutrition
suicide_age_0_14_per_100000_people,,measure,"Mortality due to self-inflicted injury among children aged 0-14 years, per 100,000 standard population, age adjusted",,,,,"自殺身亡, 0-14 歲（每 10 萬人）","自殺身亡, 0-14 歲（每 10 萬人）（ 1964 ~","自殺身亡, 0-14 歲（每 10 萬人）","[""linear"", ""log""]",,,www.who.int,injury_deaths_by_gender_age_road_user
suicide_age_15_29_per_100000_people,,measure,"Mortality due to self-inflicted injury among persons aged 15-29 years, per 100,000 standard population, age adjusted",,,,,"自殺身亡, 15-29 歲（每 10 萬人）","自殺身亡, 15-29 歲（每 10 萬人）（ 1964 ~","自殺身亡, 15-29 歲（每 10 萬人）","[""linear"", ""log""]",,,www.who.int,injury_deaths_by_gender_age_road_user
